query,phylum,class,order,family,genus
Ethobunus tarsalis,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Ethobunus
Pachylicus spinatus,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Pachylicus
Fissiphallius,Arthropoda,Arachnida,Opiliones,Fissiphalliidae,Fissiphallius
Parascotolemon,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Parascotolemon
Phalangodinella,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Phalangodinella
Zalmoxoidea,Arthropoda,Arachnida,Opiliones,NULL,NULL
Traiania,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Traiania
Costabrimma,Arthropoda,Arachnida,Opiliones,NULL,Costabrimma
Zalmoxis gebeleizis,Arthropoda,Arachnida,Opiliones,Zalmoxidae,Zalmoxis
Eurybunus brunneus,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Eurybunus
Dalquestia grasshoffi,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Dalquestia
Gyas titanus,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Gyas
Nelima doriae,Arthropoda,Arachnida,Opiliones,Leiobunidae,Nelima
Nelima paessleri,Arthropoda,Arachnida,Opiliones,Leiobunidae,Nelima
Nelima aokii,Arthropoda,Arachnida,Opiliones,Leiobunidae,Nelima
Nelima parva,Arthropoda,Arachnida,Opiliones,Leiobunidae,Nelima
Nelima similis,Arthropoda,Arachnida,Opiliones,Leiobunidae,Nelima
Systenocentrus japonicus,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Systenocentrus
Leiobunum montanum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Leiobunum kohyai,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Leiobunum curvipalpi,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Leiobunum tohokuense,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Leiobunum townsendi,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Leiobunum desertum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Krusa metallica,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Krusa
Leiobunum politum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Leiobunum verrucosum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Leiobunum flavum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Leiobunum formosum,Arthropoda,Arachnida,Opiliones,Leiobunidae,Leiobunum
Hadrobunus,Arthropoda,Arachnida,Opiliones,Leiobunidae,Hadrobunus
Eumesosoma ocalense,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Eumesosoma
Eumesosoma roeweri,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Eumesosoma
Leuronychus pacificus,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leuronychus
Caraboctonus keyserlingi,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Caraboctonus
Iurus kraepelini,Arthropoda,Arachnida,Scorpiones,Iuridae,Iurus
Chactas,Arthropoda,Arachnida,Scorpiones,Chactidae,Chactas
Hadrurus arizonensis,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hadrurus
Hadogenes paucidens,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Hadogenes
Neoseiulus baraki,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Neoseiulus
Wernerius inyoensis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Wernerius
Teyl luculentus,Arthropoda,Arachnida,Araneae,Nemesiidae,Teyl
Pseudoteyl,Arthropoda,Arachnida,Araneae,Nemesiidae,Pseudoteyl
Aname mellosa,Arthropoda,Arachnida,Araneae,Nemesiidae,Aname
Aname aragog,Arthropoda,Arachnida,Araneae,Nemesiidae,Aname
Aname ellenae,Arthropoda,Arachnida,Araneae,Nemesiidae,Aname
Aname marae,Arthropoda,Arachnida,Araneae,Nemesiidae,Aname
Yamatentomon guoi,Arthropoda,Protura,NULL,Acerentomidae,Yamatentomon
Raoiella macfarlanei,Arthropoda,Arachnida,Trombidiformes,Tenuipalpidae,Raoiella
Polyphagotarsonemus latus,Arthropoda,Arachnida,Trombidiformes,Tarsonemidae,Polyphagotarsonemus
Periegops suteri,Arthropoda,Arachnida,Araneae,Periegopidae,Periegops
Penthesilenula aotearoa,Arthropoda,Ostracoda,Podocopida,Darwinulidae,Penthesilenula
Penthesilenula kohanga,Arthropoda,Ostracoda,Podocopida,Darwinulidae,Penthesilenula
Penthesilenula reidae,Arthropoda,Ostracoda,Podocopida,Darwinulidae,Penthesilenula
Phytoseius aleuritius,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Phytoseius
Phytoseius minutus,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Phytoseius
Neoseiulus fallacis,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Neoseiulus
Neoseiulus imbricatus,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Neoseiulus
Euseius alangii,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Euseius
Typhlodromips rademacheri,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Typhlodromips
Typhlodromips asiaticus,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Typhlodromips
Typhlodromips theae,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Typhlodromips
Typhlodromips okinawanus,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Typhlodromips
Amblyseius tsugawai,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Amblyseius
Amblyseius herbicolus,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Amblyseius
Amblyseius eharai,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Amblyseius
Amblyseius largoensis,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Amblyseius
Cambarellus chapalanus,Arthropoda,Malacostraca,Decapoda,Cambaridae,Cambarellus
Psechrus inflatus,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus libelti,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus crepido,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus himalayanus,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Fecenia travancoria,Arthropoda,Arachnida,Araneae,Psechridae,Fecenia
Psechrus hartmanni,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus torvus,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus clavis,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus sinensis,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus senoculatus,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus ancoralis,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus ulcus,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Fecenia protensa,Arthropoda,Arachnida,Araneae,Psechridae,Fecenia
Fecenia ochracea,Arthropoda,Arachnida,Araneae,Psechridae,Fecenia
Psechrus ghecuanus,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus singaporensis,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus rani,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Stiphidion facetum,Arthropoda,Arachnida,Araneae,Stiphidiidae,Stiphidion
Psechrus fuscai,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus vivax,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus khammouan,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus antraeus,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus luangprabang,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Psechrus jaegeri,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Fecenia cylindrata,Arthropoda,Arachnida,Araneae,Psechridae,Fecenia
Fecenia,Arthropoda,Arachnida,Araneae,Psechridae,Fecenia
Psechrus obtectus,Arthropoda,Arachnida,Araneae,Psechridae,Psechrus
Periegops keani,Arthropoda,Arachnida,Araneae,Periegopidae,Periegops
Palpimanus,Arthropoda,Arachnida,Araneae,Palpimanidae,Palpimanus
Colopea,Arthropoda,Arachnida,Araneae,Stenochilidae,Colopea
Huttonia (genus in subphylum Chelicerata,Arthropoda,Arachnida,Araneae,Huttoniidae,Huttonia
Aotearoa magna,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Aotearoa
Mesarchaea bellavista,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mesarchaea
Mecysmauchenius segmentatus,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Mecysmauchenius
Chilarchaea quellon,Arthropoda,Arachnida,Araneae,Mecysmaucheniidae,Chilarchaea
Syringophiloidus pseudonigritae,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Syringophiloidus
Stenochrus portoricensis,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Stenochrus
Oxyopes javanus,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes
Eucheyletia sinensis,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,Eucheyletia
Cheletomorpha lepidopterorum,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,Cheletomorpha
Ischyropsalis carli,Arthropoda,Arachnida,Opiliones,Ischyropsalididae,Ischyropsalis
Ischyropsalis hellwigii,Arthropoda,Arachnida,Opiliones,Ischyropsalididae,Ischyropsalis
Hesperonemastoma kepharti,Arthropoda,Arachnida,Opiliones,Ceratolasmatidae,Hesperonemastoma
Sabacon astoriensis,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon briggsi,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon imamurai,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon mitchelli,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon occidentalis,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon pasonianus,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon paradoxus,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon siskiyou,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Sabacon viscayanus,Arthropoda,Arachnida,Opiliones,Sabaconidae,Sabacon
Torrenticola lundbladi,Arthropoda,Arachnida,Trombidiformes,Torrenticolidae,Torrenticola
Torrenticola lukai,Arthropoda,Arachnida,Trombidiformes,Torrenticolidae,Torrenticola
Eueremaeus,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Eueremaeus
Scutozetes,Arthropoda,Arachnida,Sarcoptiformes,Tegoribatidae,Scutozetes
Neoribates aurantiacus,Arthropoda,Arachnida,Sarcoptiformes,Parakalummidae,Neoribates
Tegoribates,Arthropoda,Arachnida,Sarcoptiformes,Tegoribatidae,Tegoribates
Alpioniscus heroldi,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Alpioniscus
Vaejovis tenuipalpus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis bandido,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis cashi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis crumpi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis deboerae,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis electrum,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis feti,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis franckei,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis granulatus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis jonesi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis lapidicola,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis montanus,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Konetontli nayarit,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Konetontli
Konetontli pattersoni,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Konetontli
Vaejovis paysonensis,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Vaejovis vorhiesi,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis
Aphonopelma paloma,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma joshua,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Fallicambarus oryktes,Arthropoda,Malacostraca,Decapoda,Cambaridae,Fallicambarus
Aphonopelma vorhiesi,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma gabeli,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma iodius,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma iviei,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma marxi,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma steindachneri,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma chalcodes,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Aphonopelma brunnius,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Cryptocellus narino,Arthropoda,Arachnida,Ricinulei,Ricinoididae,Cryptocellus
Pseudocellus gertschi,Arthropoda,Arachnida,Ricinulei,NULL,Pseudocellus
Missulena langlandsi,Arthropoda,Arachnida,Araneae,Actinopodidae,Missulena
Missulena faulderi,Arthropoda,Arachnida,Araneae,Actinopodidae,Missulena
Missulena granulosa,Arthropoda,Arachnida,Araneae,Actinopodidae,Missulena
Acuclavella leonardi,Arthropoda,Arachnida,Opiliones,Ceratolasmatidae,Acuclavella
Acuclavella makah,Arthropoda,Arachnida,Opiliones,Ceratolasmatidae,Acuclavella
Acuclavella sheari,Arthropoda,Arachnida,Opiliones,Ceratolasmatidae,Acuclavella
Potamon transcaspicum,Arthropoda,Malacostraca,Decapoda,Potamidae,Potamon
Nesticella songi,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella arcuata,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella falcata,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella yui,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella apiculata,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella gracilenta,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella shanlinensis,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella verticalis,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella semicircularis,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella mogera,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Nesticella odonta,Arthropoda,Arachnida,Araneae,Nesticidae,Nesticella
Domitius speluncarum,Arthropoda,Arachnida,Araneae,Nesticidae,Domitius
Kryptonesticus arenstorffi,Arthropoda,Arachnida,Araneae,Nesticidae,Kryptonesticus
Carpathonesticus simoni,Arthropoda,Arachnida,Araneae,Nesticidae,Carpathonesticus
Kryptonesticus henderickxi,Arthropoda,Arachnida,Araneae,Nesticidae,Kryptonesticus
Typhlonesticus absoloni,Arthropoda,Arachnida,Araneae,Nesticidae,Typhlonesticus
Canarionesticus quadridentatus,Arthropoda,Arachnida,Araneae,Nesticidae,Canarionesticus
Carpathonesticus hungaricus,Arthropoda,Arachnida,Araneae,Nesticidae,Carpathonesticus
Carpathonesticus lotriensis,Arthropoda,Arachnida,Araneae,Nesticidae,Carpathonesticus
Gradungula sorenseni,Arthropoda,Arachnida,Araneae,Gradungulidae,Gradungula
Hesperentomon yangi,Arthropoda,Protura,NULL,Hesperentomidae,Hesperentomon
Hesperentomon xiningense,Arthropoda,Protura,NULL,Hesperentomidae,Hesperentomon
Hesperentomon sichuanense,Arthropoda,Protura,NULL,Hesperentomidae,Hesperentomon
Opisthacanthus asper,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus
Paruroctonus becki,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paruroctonus
Pachylospeleus strinati,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Pachylospeleus
Hernandaria armatifrons,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Hernandaria
Ampheres luteus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Ampheres
Pristocnemus farinosus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Pristocnemus
Mischonyx cuspidatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Mischonyx
Triglochinura curvispina,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Triglochinura
Multumbo dimorphicus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Multumbo
Hypophyllonomus longipes,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Hypophyllonomus
Gonyleptellus bimaculatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Gonyleptellus
Roeweria virescens,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Roeweria
Metarthrodes pulcherrimus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Metarthrodes
Rhioxyna zoppei,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Rhioxyna
Adhynastes tenuis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Adhynastes
Liogonyleptoides inermis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Liogonyleptoides
Ogloblinia loretoensis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Ogloblinia
Eusarcus insperatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Eusarcus
Piassagera brieni,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Piassagera
Daguerreia inermis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Daguerreia
Metavononoides albisectus,Arthropoda,Arachnida,Opiliones,Cosmetidae,Metavononoides
Goodnightiella impar,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Goodnightiella
Ruschia maculata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Ruschia
Metarthrodes longipes,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Metarthrodes
Pseudogyndesoides latus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Pseudogyndesoides
Metagonyleptes calcar,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Metagonyleptes
Mitogoniella modesta,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Mitogoniella
Parapachyloides uncinatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Parapachyloides
Tapacochana insignita,Arthropoda,Arachnida,Opiliones,Metasarcidae,Tapacochana
Hyperpachylus mirabilis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Hyperpachylus
Heteropachylus inexpectabilis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Heteropachylus
Incasarcus dianae,Arthropoda,Arachnida,Opiliones,Metasarcidae,Incasarcus
Bourguyia trochanteralis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Bourguyia
Cobania picea,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Cobania
Pseudopucrolia mutica,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Pseudopucrolia
Eutimesius simoni,Arthropoda,Insecta,NULL,NULL,NULL
Goniosoma unicolor,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Goniosoma
Sadocus polyacanthus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Sadocus
Bourguyia hamata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Bourguyia
Iporangaia pustulosa,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Iporangaia
Napostygnus bispinosus,Arthropoda,Arachnida,Opiliones,Metasarcidae,Napostygnus
Acanthogonyleptes pulcher,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Acanthogonyleptes
Pseudotrogulus funebris,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Pseudotrogulus
Parampheres bimaculatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Parampheres
Ampheres leucopheus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Ampheres
Magnispina neptunus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Magnispina
Pachylus paessleri,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Pachylus
Sodreana caipora,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Sodreana
Eusarcus hastatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Eusarcus
Metalibitia paraguayensis,Arthropoda,Arachnida,Opiliones,Cosmetidae,Metalibitia
Carlotta serratipes,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Carlotta
Mitobates pulcher,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Mitobates
Metamitobates squalidus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Metamitobates
Graphinotus ornatus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Graphinotus
Mitobates triangulus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Mitobates
Arthrodes xanthopygus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Arthrodes
Andrescava sturmi,Arthropoda,Arachnida,Opiliones,Agoristenidae,Andrescava
Bourguyia albiornata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Bourguyia
Stygnus polyacanthus,Arthropoda,Insecta,NULL,NULL,NULL
Serracutisoma spelaeum,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Serracutisoma
Gonyleptoides marumbiensis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Gonyleptoides
Longiperna insperata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Longiperna
Iguapeia melanocephala,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Iguapeia
Acanthoprocta pustulata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Acanthoprocta
Neosadocus maximus,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Neosadocus
Longiperna coxalis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Longiperna
Longiperna cancellata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Longiperna
Hutamaia caramaschi,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Hutamaia
Cajamarca uniseriata,Arthropoda,Arachnida,Opiliones,Metasarcidae,Cajamarca
Cynortellana pulchra,Arthropoda,Arachnida,Opiliones,Cosmetidae,Cynortellana
Gaibulus schubarti,Arthropoda,Insecta,NULL,NULL,NULL
Metagyndes martensii,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Metagyndes
Neoancistrotus gracilis,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Neoancistrotus
Phareicranaus hermosa,Arthropoda,Arachnida,Opiliones,Cranaidae,Phareicranaus
Junicus gerhardi,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Junicus
Fonckia processigera,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Fonckia
Tumbesia aculeata,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Tumbesia
Neogonyleptes karschii,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Neogonyleptes
Barrona williamsi,Arthropoda,Arachnida,Opiliones,Manaosbiidae,Barrona
Ventripila marginata,Arthropoda,Arachnida,Opiliones,Cranaidae,Ventripila
Yania metatarsalis,Arthropoda,Arachnida,Opiliones,Cranaidae,Yania
Prokoenenia wheeleri,Arthropoda,Arachnida,Palpigradi,Prokoeneniidae,Prokoenenia
Stibarokris phoeniconaias,Arthropoda,Arachnida,Trombidiformes,Syringophilidae,Stibarokris
Pseudouroctonus peccatum,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Pseudouroctonus
Laronyssus marinus,Arthropoda,Arachnida,Sarcoptiformes,Avenzoariidae,Laronyssus
Scutulanyssus subis,Arthropoda,Arachnida,Sarcoptiformes,Pteronyssidae,Scutulanyssus
Pandalura oconnori,Arthropoda,Arachnida,Sarcoptiformes,Psoroptoididae,Pandalura
Pandalura strigisoti,Arthropoda,Arachnida,Sarcoptiformes,Psoroptoididae,Pandalura
Echimytricalges guyanensis,Arthropoda,Arachnida,Sarcoptiformes,Lobalgidae,Echimytricalges
Psoralges libertus,Arthropoda,Arachnida,Sarcoptiformes,Psoralgidae,Psoralges
Otodectes cynotis,Arthropoda,Arachnida,Sarcoptiformes,Psoroptidae,Otodectes
Chorioptes sweatmani,Arthropoda,Arachnida,Sarcoptiformes,Psoroptidae,Chorioptes
Gymnoglyphus longior,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Gymnoglyphus
Gymnoglyphus osu,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Gymnoglyphus
Hirstia chelidonis,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Hirstia
Dermatophagoides evansi,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Dermatophagoides
Typhlonesticus gocmeni,Arthropoda,Arachnida,Araneae,Nesticidae,Typhlonesticus
Typhlonesticus morisii,Arthropoda,Arachnida,Araneae,Nesticidae,Typhlonesticus
Typhlonesticus idriacus,Arthropoda,Arachnida,Araneae,Nesticidae,Typhlonesticus
Pseudouroctonus sprousei,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Pseudouroctonus
Pseudouroctonus reddelli,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Pseudouroctonus
Acerella muscorum,Arthropoda,Protura,NULL,Acerentomidae,Acerella
Eusparassus walckenaeri,Arthropoda,Arachnida,Araneae,Sparassidae,Eusparassus
Leucorchestris arenicola,Arthropoda,Arachnida,Araneae,Sparassidae,Leucorchestris
Spariolenus Iranomaximus,Arthropoda,Arachnida,Araneae,Sparassidae,Spariolenus
Aceria sacchari,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria
Trichophiloscia murisierii,Arthropoda,Malacostraca,Isopoda,Philosciidae,Trichophiloscia
Atrax robustus,Arthropoda,Arachnida,Araneae,Hexathelidae,Atrax
Macrothele holsti,Arthropoda,Arachnida,Araneae,Hexathelidae,Macrothele
Macrothele gigas,Arthropoda,Arachnida,Araneae,Hexathelidae,Macrothele
Macrothele amamiensis,Arthropoda,Arachnida,Araneae,Hexathelidae,Macrothele
Macrothele yaginumai,Arthropoda,Arachnida,Araneae,Hexathelidae,Macrothele
Macrothele taiwanensis,Arthropoda,Arachnida,Araneae,Hexathelidae,Macrothele
Aname tepperi,Arthropoda,Arachnida,Araneae,Nemesiidae,Aname
Forsteropsalis wattsi,Arthropoda,Arachnida,Opiliones,Neopilionidae,Forsteropsalis
Forsteropsalis pureora,Arthropoda,Arachnida,Opiliones,Neopilionidae,Forsteropsalis
Pantopsalis listeri,Arthropoda,Arachnida,Opiliones,Monoscutidae,Pantopsalis
Forsteropsalis inconstans,Arthropoda,Arachnida,Opiliones,Neopilionidae,Forsteropsalis
Mangatangi parvum,Arthropoda,Arachnida,Opiliones,Neopilionidae,Mangatangi
Forsteropsalis chiltoni,Arthropoda,Arachnida,Opiliones,Neopilionidae,Forsteropsalis
Megalopsalis turneri,Arthropoda,Arachnida,Opiliones,Monoscutidae,Megalopsalis
Forsteropsalis,Arthropoda,Arachnida,Opiliones,Neopilionidae,Forsteropsalis
Forsteropsalis marplesi,Arthropoda,Arachnida,Opiliones,Neopilionidae,Forsteropsalis
