"","species"
"4345","Nipponocypris koreanus"
"4346","Coilia grayii"
"4348","Avocettina infans"
"4349","Salmo ischchan"
"4351","Mikrogeophagus ramirezi"
"4352","Symphysodon discus"
"4353","Sicyopterus lengguru"
"4354","Apolemichthys kingi"
"4355","Onychostoma gerlachi"
"4356","Anguilla obscura"
"4357","Takifugu flavidus"
"4359","Cultrichthys compressocorpus"
"4361","Poroderma pantherinum"
"4363","Pao palembangensis"
"4365","Triaenodon obesus"
"4366","Coregonus ussuriensis"
"4369","Lipolagus ochotensis"
"4370","Hemibarbus mylodon"
"4371","Neoscopelus macrolepidotus"
"4372","Ammodytes hexapterus"
"4373","Centropyge joculator"
"4374","Danio rerio"
"4375","Alepocephalus australis"
"4376","Tetragonurus atlanticus"
"4377","Oreochromis sp. red tilapia"
"4378","Pungitius pungitius"
"4379","Acipenser transmontanus"
"4380","Lutjanus erythropterus"
"4381","Schizopygopsis malacanthus"
"4382","Cottus szanaga"
"4383","Pampus argenteus"
"4384","Genicanthus melanospilos"
"4385","Enteromius pobeguini"
"4386","Fistularia commersonii"
"4387","Torquigener hypselogeneion"
"4389","Kaupichthys hyoproroides"
"4391","Nettastoma parviceps"
"4392","Tribolodon sachalinensis"
"4393","Lepidotrigla kanagashira"
"4394","Raja polystigma"
"4397","Draconetta xenica"
"4398","Polypterus ornatipinnis"
"4400","Arctogadus glacialis"
"4401","Johnius carouna"
"4403","Tylochromis polylepis"
"4404","Canthigaster jactator"
"4405","Pseudolabrus sieboldi"
"4406","Barbonymus gonionotus"
"4408","Discolabeo wuluoheensis"
"4410","Petrochromis trewavasae"
"4411","Decapterus macarellus"
"4414","Pantodon buchholzi"
"4415","Schistura fasciolata"
"4417","Hucho hucho"
"4419","Blicca bjoerkna"
"4420","Trichogaster fasciata"
"4421","Jinshaia abbreviata"
"4423","Trixiphichthys weberi"
"4424","Macrhybopsis storeriana"
"4425","Johnius grypotus"
"4426","Fundulopanchax scheeli"
"4428","Gagata dolichonema"
"4429","Narcine bancroftii"
"4430","Esox reichertii"
"4431","Chelonodontops patoca"
"4432","Polydactylus plebeius"
"4433","Sphoeroides testudineus"
"4434","Dactyloptena tiltoni"
"4436","Parargyrops edita"
"4438","Abalistes stellaris"
"4439","Seriola dumerili"
"4442","Bregmaceros nectabanus"
"4443","Schizothorax macropogon"
"4445","Eucyclogobius newberryi"
"4446","Acrossocheilus wuyiensis"
"4447","Acipenser fulvescens"
"4450","Triodon macropterus"
"4451","Scaphirhynchus albus x Scaphirhynchus platorynchus"
"4452","Polypterus teugelsi"
"4454","Notacanthus chemnitzii"
"4455","Labeo cylindricus"
"4458","Enoplosus armatus"
"4459","Scriptaphyosemion schmitti"
"4461","Apeltes quadracus"
"4462","Salvelinus curilus"
"4464","Chelon labrosus"
"4465","Crossocheilus atrilimes"
"4466","Nematalosa erebi"
"4467","Labeo angra"
"4468","Sinogastromyzon sichangensis"
"4469","Raja clavata"
"4471","Puntioplites proctozystron"
"4472","Geophagus brasiliensis"
"4473","Stiphodon tuivi"
"4474","Luciobarbus sclateri"
"4475","Psilorhynchus balitora"
"4476","Lepomis gibbosus"
"4478","Anarrhichthys ocellatus"
"4479","Hucho taimen"
"4481","Syngnathoides biaculeatus"
"4483","Geotria australis"
"4484","Trachinotus blochii"
"4486","Coreoleuciscus splendidus"
"4488","Mogurnda adspersa"
"4489","Spinibarbus hollandi"
"4490","Microthrissa congica"
"4491","Garra tibetana"
"4493","Occidentarius platypogon"
"4494","Megalobrama amblycephala x (Megalobrama amblycephala x Megalobrama terminalis)"
"4495","Iksookimia yongdokensis"
"4497","Novumbra hubbsi"
"4498","Gobio cynocephalus"
"4499","Pennahia pawak"
"4500","Piaractus brachypomus"
"4501","Himantolophus albinares"
"4504","Hime japonica"
"4507","Chanos chanos"
"4509","Xyrauchen texanus"
"4512","Neoceratias spinifer"
"4514","Aspiolucius esocinus"
"4515","Syncrossus beauforti"
"4516","Crossocheilus siamensis"
"4517","Iksookimia koreensis"
"4520","Somniosus pacificus"
"4521","Hypostomus francisci"
"4523","Trachyrhamphus serratus"
"4524","Clarias gariepinus"
"4526","Fossorochromis rostratus"
"4528","Zu cristatus"
"4529","Amphiprion akallopisos"
"4530","Cynoglossus zanzibarensis"
"4531","Scriptaphyosemion bertholdi"
"4533","Laeops lanceolata"
"4535","Agonostomus monticola"
"4536","Misgurnus anguillicaudatus x Misgurnus bipartitus"
"4538","Bathygadus antrodes"
"4539","Triplophysa robusta"
"4541","Stichaeus grigorjewi"
"4543","Cycleptus elongatus"
"4544","Takifugu flavidus x Takifugu rubripes"
"4545","Caranx melampygus"
"4547","Eptatretus burgeri"
"4548","Leptoderma lubricum"
"4550","Campylomormyrus compressirostris"
"4552","Chaenomugil proboscideus"
"4553","Trachurus japonicus"
"4555","Cryptopsaras couesii"
"4556","Hypselobarbus pulchellus"
"4557","Poecilia formosa"
"4559","Pictichromis paccagnellae"
"4560","Carinotetraodon lorteti"
"4562","Pseudopentaceros richardsoni"
"4563","Plectropomus areolatus"
"4564","Pangasianodon hypophthalmus"
"4566","Myloplus rubripinnis"
"4567","Brachymystax lenok"
"4569","Trinectes maculatus"
"4571","Semilabeo obscurus"
"4572","Aphyocypris chinensis"
"4574","Paramonacanthus choirocephalus"
"4576","Nannacara anomala"
"4577","Eugnathogobius polylepis"
"4578","Pseudorhombus cinnamoneus"
"4580","Pylodictis olivaris"
"4581","Pentaceros wheeleri"
"4583","Chagunius chagunio"
"4584","Schizothorax kozlovi"
"4585","Hucho bleekeri"
"4586","Raja miraletus"
"4589","Lebiasina astrigata"
"4591","Aulopyge huegelii"
"4592","Oreochromis andersonii"
"4593","Sicyopterus sarasini"
"4594","Carcharhinus brevipinna"
"4596","Candidia barbata"
"4597","Acanthocobitis zonalternans"
"4599","Coreius heterodon"
"4601","Traccatichthys taeniatus"
"4602","Alosa pseudoharengus"
"4603","Poeciliopsis monacha"
"4604","Coregonus oxyrinchus"
"4605","Danio dangila"
"4607","Oligosarcus argenteus"
"4608","Lepidocephalichthys guntea"
"4610","Katsuwonus pelamis"
"4611","Sillago sihama"
"4612","Melanotaenia boesemani"
"4613","Odaxothrissa losera"
"4614","Centropyge interrupta"
"4616","Haplochromis burtoni"
"4618","Pelecus cultratus"
"4620","Cubiceps squamiceps"
"4621","Saurida undosquamis"
"4622","Cobitis choii"
"4624","Rhynchactis macrothrix"
"4625","Gnathopogon strigatus"
"4626","Callorhinchus capensis"
"4627","Carassius carassius"
"4628","Dactyloptena orientalis"
"4631","Banjos banjos"
"4632","Cirrhinus cirrhosus"
"4633","Etheostoma olmstedi"
"4635","Histiopterus typus"
"4636","Lethenteron camtschaticum"
"4637","Alepocephalus agassizii"
"4638","Epinephelus fasciatomaculosus"
"4639","Fundulus grandis"
"4641","Yaoshanicus arcus"
"4642","Ictalurus cf. pricei USON-01120-1"
"4644","Aulonocara stuartgranti"
"4645","Epinephelus bruneus"
"4646","Cubiceps pauciradiatus"
"4647","Gnathopogon taeniellus"
"4649","Vimba melanops"
"4650","Cottus reinii"
"4652","Pseudogyrinocheilus prochilus"
"4653","Psilorhynchus sucatio"
"4654","Pseudobalistes flavimarginatus"
"4655","Hyporhamphus quoyi"
"4656","Etheostoma tallapoosae"
"4657","Lophius litulon"
"4659","Setipinna taty"
"4660","Dentex dentex"
"4662","Oxuderces dentatus"
"4663","Fundulopanchax amieti"
"4664","Arothron firmamentum"
"4666","Ranzania laevis"
"4668","Lophonectes gallus"
"4669","Lampetra aepyptera"
"4671","Acanthaluteres brownii"
"4672","Psilorhynchus homaloptera"
"4673","Coreius guichenoti"
"4675","Psammoperca waigiensis"
"4676","Leucoraja naevus"
"4677","Polypterus weeksii"
"4678","Schizothorax lantsangensis"
"4679","Megalobrama skolkovii"
"4680","Hippocampus camelopardalis"
"4681","Ichthyomyzon unicuspis"
"4682","Torquigener brevipinnis"
"4683","Thunnus albacares"
"4684","Clupea harengus"
"4685","Acentrogobius caninus"
"4686","Lateolabrax maculatus"
"4689","Percalates novemaculeata"
"4691","Neosynchiropus moyeri"
"4692","Labeo pierrei"
"4693","Bathytroctes microlepis"
"4696","Glossanodon semifasciatus"
"4697","Puntigrus tetrazona"
"4698","Ostracion rhinorhynchos"
"4700","Sardinops melanostictus"
"4701","Alosa aestivalis"
"4702","Gymnodiptychus pachycheilus"
"4703","Schizothorax esocinus"
"4704","Channa argus x Channa maculata"
"4706","Scorpis lineolata"
"4709","Hypoptychus dybowskii"
"4710","Protopterus dolloi"
"4711","Sinocyclocheilus rhinocerous"
"4713","Pogonichthys macrolepidotus"
"4714","Colomesus asellus"
"4715","Epinephelus quoyanus"
"4717","Microcanthus strigatus"
"4719","Schismatorhynchos nukta"
"4721","Liachirus melanospilos"
"4722","Pagrus major"
"4723","Auxis thazard"
"4725","Iriatherina werneri"
"4726","Candidia pingtungensis"
"4728","Neotrygon kuhlii"
"4729","Beaufortia szechuanensis"
"4730","Acheilognathus tonkinensis"
"4731","Thryssa kammalensis"
"4732","Schistura balteata"
"4735","Bedotia geayi"
"4736","Pleuronichthys japonicus"
"4737","Gonorynchus abbreviatus"
"4739","Acanthobrama persidis"
"4740","Cyprinella spiloptera"
"4741","Tetrapturus angustirostris"
"4743","Aequidens metae"
"4744","Acipenser dabryanus"
"4746","Hybopsis lineapunctata"
"4747","Mugil cephalus"
"4748","Pateobatis hortlei"
"4750","Pelagocephalus marki"
"4751","Squalus formosus"
