seed_asv_reads	description	accession	identity_percentage	evalue	bitscore
ASV3474_21	Uncultured bacterium clone Clip 5 16S ribosomal RNA gene, partial sequence	HQ691941	90.75	2.93745e-103	210.0
ASV3474_21	Uncultured bacterium partial 16S rRNA gene, clone BC_BT4S_F9	LT800379	90.48	3.79983e-102	208.0
ASV3474_21	Uncultured prokaryote clone New.CleanUp.ReferenceOTU279399 16S ribosomal RNA gene, partial sequence	KT978950	90.44	3.79983e-102	208.0
ASV3474_21	Uncultured prokaryote clone New.CleanUp.ReferenceOTU248705 16S ribosomal RNA gene, partial sequence	KT978328	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured prokaryote clone 549602 16S ribosomal RNA gene, partial sequence	KT974173	90.44	3.79983e-102	208.0
ASV3474_21	Uncultured prokaryote clone 2524782 16S ribosomal RNA gene, partial sequence	KT973197	90.44	3.79983e-102	208.0
ASV3474_21	Spirochaeta sphaeroplastigenens partial 16S rRNA gene, strain JC143	HE962136	90.51	3.79983e-102	208.0
ASV3474_21	Alkalispirochaeta sphaeroplastigenens strain JC133 16S ribosomal RNA, partial sequence >gi|399769562|emb|HE806187.1| Spirochaeta sphaeroplastigenens partial 16S rRNA gene, type strain JC133T, isolate Sp11	NR_108888	90.51	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBZP_1107 16S ribosomal RNA gene, partial sequence	JN535481	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBZA_830 16S ribosomal RNA gene, partial sequence	JN498767	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYW_5849 16S ribosomal RNA gene, partial sequence	JN486947	90.48	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYH_4848 16S ribosomal RNA gene, partial sequence	JN458705	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYG_5134 16S ribosomal RNA gene, partial sequence	JN452888	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYG_6674 16S ribosomal RNA gene, partial sequence	JN452270	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYG_6548 16S ribosomal RNA gene, partial sequence	JN452158	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYG_6153 16S ribosomal RNA gene, partial sequence	JN451813	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYB_6620 16S ribosomal RNA gene, partial sequence	JN443104	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYB_6075 16S ribosomal RNA gene, partial sequence	JN442609	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYB_5120 16S ribosomal RNA gene, partial sequence	JN441764	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYB_4360 16S ribosomal RNA gene, partial sequence	JN441096	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYB_3614 16S ribosomal RNA gene, partial sequence	JN440430	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYB_2267 16S ribosomal RNA gene, partial sequence	JN438696	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBYB_2132 16S ribosomal RNA gene, partial sequence	JN438575	90.41	3.79983e-102	208.0
ASV3474_21	Uncultured organism clone SBXZ_e400 16S ribosomal RNA gene, partial sequence	JN434944	90.48	3.79983e-102	208.0
ASV3474_21	Uncultured bacterium clone AMSMV-5-B16 16S ribosomal RNA gene, partial sequence	HQ588444	90.44	3.79983e-102	208.0
ASV3475_21	Uncultured bacterium clone OTU155918_AL243_2146038 16S ribosomal RNA gene, partial sequence	KP922735	96.33	8.89232e-108	218.0
ASV3475_21	Uncultured bacterium C1_B036 16S ribosomal RNA gene, partial sequence	AF419697	92.06	9.08306e-93	191.0
ASV3475_21	Uncultured bacterium clone OTU114679_AL214_99315 16S ribosomal RNA gene, partial sequence	KP916885	91.09	4.25594e-86	179.0
ASV3475_21	Uncultured bacterium clone OTU_8122 16S ribosomal RNA gene, partial sequence	KX975449	90.69	1.9801e-84	176.0
ASV3475_21	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334157|emb|OW749566.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539357	90.69	1.9801e-84	176.0
ASV3475_21	Uncultured cyanobacterium clone CFA05 16S ribosomal RNA gene, partial sequence	JF929446	90.04	1.9801e-84	176.0
ASV3475_21	Uncultured bacterium clone Upland_8_4723 16S ribosomal RNA gene, partial sequence	JF985425	90.65	1.9801e-84	176.0
ASV3475_21	Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence >gi|1002672817|gb|KU336485.1| Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence	KU223959	90.79	1.19171e-81	171.0
ASV3475_21	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762481	90.20	1.19171e-81	171.0
ASV3475_21	Uncultured bacterium clone New.OTU10052_1 16S ribosomal RNA gene, partial sequence	MF366885	90.34	5.54449e-80	168.0
ASV3475_21	Uncultured bacterium clone filt880525 16S ribosomal RNA gene, partial sequence	KY959758	90.34	5.54449e-80	168.0
ASV3476_21	No Results
ASV3479_21	Uncultured bacterium clone DolOr_40314 16S ribosomal RNA gene, partial sequence	JQ215669	92.97	7.06853e-99	202.0
ASV3479_21	Uncultured bacterium clone DolOr_40785 16S ribosomal RNA gene, partial sequence	JQ215560	92.97	7.06853e-99	202.0
ASV3479_21	Uncultured bacterium clone DolOr_23753 16S ribosomal RNA gene, partial sequence	JQ210713	92.22	1.53007e-95	196.0
ASV3479_21	Uncultured bacterium clone DolOr_36714 16S ribosomal RNA gene, partial sequence	JQ215496	91.05	1.54093e-90	187.0
ASV3479_21	Uncultured marine bacterium clone DLPY14 16S ribosomal RNA gene, partial sequence	JX495022	90.62	7.16925e-89	184.0
ASV3479_21	Uncultured bacterium clone A11_BICF21 16S ribosomal RNA gene, partial sequence	JN813660	90.62	7.16925e-89	184.0
ASV3479_21	Uncultured bacterium clone C6_BICF21 16S ribosomal RNA gene, partial sequence	JN813677	90.27	3.33553e-87	181.0
ASV3479_21	Uncultured candidate division OD1 bacterium 16S rRNA gene, clone HG310	FN646724	90.23	3.33553e-87	181.0
ASV3479_21	Uncultured bacterium clone CP_Otu3834 16S ribosomal RNA gene, partial sequence	KY278974	90.61	2.00747e-84	176.0
ASV3479_21	Uncultured bacterium clone T0D02ICARE 16S ribosomal RNA gene, partial sequence	HM605874	93.56	1.21676e-76	162.0
ASV3480_20	Uncultured bacterium clone T0-An-20C-34 16S ribosomal RNA gene, complete sequence	JX105545	95.31	6.96922e-109	220.0
ASV3480_20	Candidatus Kaiserbacteria bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237345346|emb|OW760695.1| Candidatus Kaiserbacteria bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW537837	94.69	4.22417e-101	206.0
ASV3480_20	Uncultured bacterium clone SEAS_5454 16S ribosomal RNA gene, partial sequence	KU677841	94.67	1.51928e-100	205.0
ASV3480_20	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333880|emb|OW749368.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539214	94.29	1.96531e-99	203.0
ASV3480_20	Uncultured cyanobacterium clone CNSD07 16S ribosomal RNA gene, partial sequence	JF929274	92.97	7.06853e-99	202.0
ASV3480_20	Uncultured bacterium clone HCM3MC83_3A_FL 16S ribosomal RNA gene, partial sequence	EU374047	92.97	2.54229e-98	201.0
ASV3480_20	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334014|emb|OW749435.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539281	93.52	4.25416e-96	197.0
ASV3480_20	Uncultured bacterium clone OTU_247 16S ribosomal RNA gene, partial sequence	KX602950	96.63	1.54093e-90	187.0
ASV3480_20	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334061|emb|OW749470.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539316	92.05	3.33553e-87	181.0
ASV3480_20	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762428	90.28	9.33986e-83	173.0
ASV3480_20	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333822|emb|OW749339.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539185	90.24	9.33986e-83	173.0
ASV3480_20	Uncultured bacterium clone New.OTU10200_1 16S ribosomal RNA gene, partial sequence	MF366931	90.08	4.34541e-81	170.0
ASV3481_20	Ralstonia insidiosa strain ATCC 49129 chromosome 1, complete sequence	CP016022	100.00	2.54974e-60	132.0
ASV3481_20	Ralstonia insidiosa strain FC1138 chromosome 1, complete sequence	CP012605	97.73	2.56784e-55	123.0
ASV3481_20	Ralstonia insidiosa strain 15-1563-3 chromosome 1, complete sequence	CP093303	93.18	2.60443e-45	105.0
ASV3482_20	Psychromonas sp. strain 1204 16S ribosomal RNA gene, partial sequence	MT585860	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. SW142 partial 16S rRNA gene, isolate SW_1_42	LR722800	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. strain ACBC009 16S ribosomal RNA gene, partial sequence	MH667644	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured bacterium clone 8A_2101_14270_22825 16S ribosomal RNA gene, partial sequence	MG876672	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured bacterium clone 6A_2114_5837_16565 16S ribosomal RNA gene, partial sequence	MG876340	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. SW_1_42 partial 16S rRNA gene, isolate SW_1_42	LT724235	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured bacterium clone OsGYyy41 16S ribosomal RNA gene, partial sequence	KX172842	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Psychromonas sp. clone AHE2887 16S ribosomal RNA gene, partial sequence	OM317535	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Psychromonas sp. clone AHE2765 16S ribosomal RNA gene, partial sequence	OM317438	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Psychromonas sp. clone AHE2676 16S ribosomal RNA gene, partial sequence	OM317359	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured bacterium clone SeaWat_30364 16S ribosomal RNA gene, partial sequence	JQ196603	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. Spegb14 16S ribosomal RNA gene, partial sequence	KC462950	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas marina strain Spedv6 16S ribosomal RNA gene, partial sequence	KC462947	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. Spedv5 16S ribosomal RNA gene, partial sequence	KC462946	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. strain AHE_PA_150 16S ribosomal RNA gene, partial sequence	MW580101	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. Y2B 16S ribosomal RNA gene, partial sequence	JX865389	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. SL-2 16S ribosomal RNA gene, partial sequence	JX865385	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Psychromonas sp. clone DR235A_Ph 16S ribosomal RNA gene, partial sequence	JX024156	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Psychromonas sp. clone DR209 16S ribosomal RNA gene, partial sequence	JX024155	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Psychromonas sp. clone DR205 16S ribosomal RNA gene, partial sequence	JX024154	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Psychromonas sp. clone DR094_B3 16S ribosomal RNA gene, partial sequence	JX024152	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Psychromonas sp. clone DR093_A2 16S ribosomal RNA gene, partial sequence	JX024151	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. KJF11-5 16S ribosomal RNA gene, partial sequence	JQ800175	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. KJF10-6 16S ribosomal RNA gene, partial sequence	JQ800161	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas marina strain NBRC 103166 16S ribosomal RNA, partial sequence >gi|359805894|dbj|AB681973.1| Psychromonas marina gene for 16S rRNA, partial sequence, strain: NBRC 103166	NR_114229	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Alteromonadales bacterium clone OS3BD79 16S ribosomal RNA gene, partial sequence	JN233062	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured marine bacterium clone OS3MR10 16S ribosomal RNA, partial sequence	JN233518	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured marine bacterium clone SHFB737 16S ribosomal RNA gene, partial sequence	GU235127	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured deep-sea bacterium 16S rRNA gene, clone Ucs1414	AM997709	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. BSw20972 16S ribosomal RNA gene, partial sequence	GU166137	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured gamma proteobacterium clone SHAN535 16S ribosomal RNA gene, partial sequence	GQ349196	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured bacterium clone FS312_454_1000bp_0721B 16S ribosomal RNA gene, partial sequence	DQ909987	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured gamma proteobacterium clone S1-33 16S ribosomal RNA gene, partial sequence	EF491294	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured gamma proteobacterium partial 16S rRNA gene, clone PICO pp37 Rainbow 157	AJ969456	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. ANT9282a 16S ribosomal RNA gene, partial sequence	AY167312	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured marine bacterium clone SPOTSMAY03_890m29 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence	DQ009471	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. #503 gene for 16S rRNA, partial sequence	AB238791	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured bacterium gene for 16S rRNA, clone:pHAuB-24, partial sequence	AB072713	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured bacterium gene for 16S rRNA, partial sequence, clone:pBSB6.36	AB062166	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured bacterium gene for 16S rRNA, partial sequence, clone:pBSB2.31	AB062152	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas sp. MGP-29/AN1 16S ribosomal RNA gene, partial sequence	AF530142	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured bacterium isolate MGP DGGE Band 7 16S ribosomal RNA gene, partial sequence	AF530097	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas profunda strain 2825 16S ribosomal RNA, partial sequence >gi|16610185|emb|AJ416756.1| Psychromonas profunda 16S rRNA gene	NR_025506	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas kaikoae ATCC BAA-353 strain JT7304 16S ribosomal RNA, partial sequence >gi|11691985|dbj|AB052160.1| Psychromonas kaikoae gene for 16S ribosomal RNA, strain:JT7304	NR_028003	100.00	8.76372e-128	254.0
ASV3482_20	Psychromonas marina strain 4-22 16S ribosomal RNA, partial sequence >gi|4579901|dbj|AB023378.1| Psychromonas sp. 4-22 gene for 16S rRNA	NR_036817	100.00	8.76372e-128	254.0
ASV3482_20	Uncultured Psychromonas sp. clone DGGE gel band 4 16S ribosomal RNA gene, partial sequence	MH520754	99.61	4.07736e-126	251.0
ASV3482_20	Psychromonas sp. strain 33AGA 16S ribosomal RNA gene, partial sequence	OQ451166	99.61	4.07736e-126	251.0
ASV3482_20	Psychromonas sp. strain 63AGA 16S ribosomal RNA gene, partial sequence	OQ451149	99.61	4.07736e-126	251.0
ASV3482_20	Uncultured Psychromonas sp. clone AHE2830 16S ribosomal RNA gene, partial sequence	OM317491	99.61	4.07736e-126	251.0
ASV3482_20	Uncultured Psychromonas sp. clone AHE2539 16S ribosomal RNA gene, partial sequence	OM317244	99.61	4.07736e-126	251.0
ASV3483_19	No Results
ASV3484_19	Uncultured bacterium clone S58 16S ribosomal RNA gene, partial sequence	KR077397	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone S15 16S ribosomal RNA gene, partial sequence	KR077396	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone R109 16S ribosomal RNA gene, partial sequence	KR077325	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone PRK341F806R_3_Bac07 16S ribosomal RNA gene, partial sequence	OP835765	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone 515FY926R_3_Bac08 16S ribosomal RNA gene, partial sequence	OP835581	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone 515FY926R_2_Bac08 16S ribosomal RNA gene, partial sequence	OP835498	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone 515F806RB_3_Bac06 16S ribosomal RNA gene, partial sequence	OP835376	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone 515F806RB_2_Bac06 16S ribosomal RNA gene, partial sequence	OP835252	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone 515F806RB_1_Bac04 16S ribosomal RNA gene, partial sequence	OP835163	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone 515F806R_3_Bac05 16S ribosomal RNA gene, partial sequence	OP835029	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone PRK341F806R_2_Bac07 16S ribosomal RNA gene, partial sequence	OP819784	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone 515F806R_2_Bac05 16S ribosomal RNA gene, partial sequence	OP819437	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured marine bacterium clone A-SW39 16S ribosomal RNA gene, partial sequence	HM437396	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured Flavobacteriaceae bacterium clone 3_C11 16S ribosomal RNA gene, partial sequence >gi|190147201|gb|EU600452.1| Uncultured Flavobacteriaceae bacterium clone 3_E11 16S ribosomal RNA gene, partial sequence	EU600451	100.00	3.10901e-127	253.0
ASV3484_19	Uncultured bacterium clone R68 16S ribosomal RNA gene, partial sequence	KR077326	99.60	1.44648e-125	250.0
ASV3484_19	Wenyingzhuangia marina strain D1 16S ribosomal RNA, partial sequence >gi|389604166|gb|JQ948039.1| Wenyingzhuangia marina strain D1 16S ribosomal RNA gene, partial sequence	NR_125625	99.60	1.44648e-125	250.0
ASV3484_19	Uncultured bacterium clone ncd557f05c1 16S ribosomal RNA gene, partial sequence	HM274476	99.60	1.44648e-125	250.0
ASV3484_19	Bacteroidetes bacterium PM24 16S ribosomal RNA gene, partial sequence	HQ607630	99.60	1.87114e-124	248.0
ASV3484_19	Flavobacteriaceae bacterium RC2-3 16S ribosomal RNA gene, partial sequence	JQ408440	99.21	6.72983e-124	247.0
ASV3484_19	Wenyingzhuangia sp. strain chi5 16S ribosomal RNA gene, partial sequence	OQ781158	98.81	3.13108e-122	244.0
ASV3484_19	Wenyingzhuangia heitensis strain H-MN17 16S ribosomal RNA, partial sequence >gi|767170637|dbj|AB924513.1| Wenyingzhuangia heitensis gene for 16S ribosomal RNA, partial sequence, strain: H-MN17	NR_136456	98.81	3.13108e-122	244.0
ASV3484_19	Flavobacteriaceae str. SA-0082 gene for 16S ribosomal RNA, partial sequence	AB057592	98.81	3.13108e-122	244.0
ASV3484_19	Wenyingzhuangia fucanilytica strain CZ1127 chromosome, complete genome	CP014224	98.42	1.45675e-120	241.0
ASV3484_19	Wenyingzhuangia fucanilytica strain CZ1127 chromosome, complete genome	CP014224	98.42	1.45675e-120	241.0
ASV3484_19	Wenyingzhuangia fucanilytica strain CZ1127 chromosome, complete genome	CP014224	98.42	1.45675e-120	241.0
ASV3484_19	Wenyingzhuangia fucanilytica strain CZ1127 chromosome, complete genome	CP014224	98.42	1.45675e-120	241.0
ASV3484_19	Uncultured marine bacterium clone MW-C3 16S ribosomal RNA gene, partial sequence	KC715733	98.43	1.45675e-120	241.0
ASV3484_19	Wenyingzhuangia fucanilytica strain CZ1127 16S ribosomal RNA, partial sequence >gi|219879215|gb|FJ526380.1| Wenyingzhuangia fucanilytica strain CZ1127 16S ribosomal RNA gene, partial sequence	NR_151962	98.02	2.43766e-118	237.0
ASV3484_19	Uncultured bacterium clone SEAS_3770 16S ribosomal RNA gene, partial sequence	KU677506	98.77	3.15331e-117	235.0
ASV3484_19	Wenyingzhuangia aestuarii strain OF219 16S ribosomal RNA gene, partial sequence	KX926496	97.63	3.15331e-117	235.0
ASV3484_19	Wenyingzhuangia aestuarii strain MN1-138 16S ribosomal RNA, partial sequence >gi|923142100|dbj|LC052784.1| Wenyingzhuangia aestuarii gene for 16S ribosomal RNA, partial sequence	NR_146369	97.63	3.15331e-117	235.0
ASV3484_19	Wenyingzhuangia sp. HMF2266 16S ribosomal RNA gene, partial sequence	KJ728848	97.63	3.15331e-117	235.0
ASV3484_19	Wenyingzhuangia sp. strain G1-8 16S ribosomal RNA gene, partial sequence	OK626777	97.63	3.15331e-117	235.0
ASV3484_19	Flavobacteriaceae bacterium HDJ3 16S ribosomal RNA gene, partial sequence	HM856617	97.63	3.15331e-117	235.0
ASV3484_19	Wenyingzhuangia sp. strain SWA CA P2.14 16S ribosomal RNA gene, partial sequence	OL662972	97.23	1.46709e-115	232.0
ASV3484_19	Wenyingzhuangia sp. strain SWA CA P1.11 16S ribosomal RNA gene, partial sequence	OL662966	97.23	1.46709e-115	232.0
ASV3484_19	Flavobacteriaceae bacterium KLE1008 16S ribosomal RNA gene, partial sequence	GQ262725	97.23	1.46709e-115	232.0
ASV3484_19	Uncultured bacterium clone CP_Otu134 16S ribosomal RNA gene, partial sequence	KY275632	97.96	1.89781e-114	230.0
ASV3484_19	Uncultured bacterium clone Ev21-5-35 16S ribosomal RNA gene, partial sequence	MH556228	96.44	3.1757e-112	226.0
ASV3484_19	Uncultured bacterium clone Ev21-5-10 16S ribosomal RNA gene, partial sequence	MH556208	96.44	3.1757e-112	226.0
ASV3484_19	Uncultured bacterium clone Ev21-5-9 16S ribosomal RNA gene, partial sequence	MH556207	96.44	3.1757e-112	226.0
ASV3484_19	Wenyingzhuangia gracilariae strain N5DB13-4 16S ribosomal RNA, partial sequence >gi|921142703|dbj|AB983340.1| Wenyingzhuangia gracilariae gene for 16S ribosomal RNA, partial sequence	NR_136877	96.46	3.1757e-112	226.0
ASV3484_19	Uncultured bacterium clone Ev21-5-2 16S ribosomal RNA gene, partial sequence	MH556202	96.05	1.47751e-110	223.0
ASV3484_19	Lutibacter oricola strain UDC377 16S ribosomal RNA, partial sequence	NR_178460	96.05	1.47751e-110	223.0
ASV3484_19	Uncultured bacterium clone 762273 16S ribosomal RNA gene, partial sequence	MW559867	96.05	1.47751e-110	223.0
ASV3484_19	Lutibacter sp. UDC379 16S ribosomal RNA gene, partial sequence	HM031974	96.05	1.47751e-110	223.0
ASV3484_19	Lutibacter oricola strain UDC377 16S ribosomal RNA gene, partial sequence	HM031972	96.05	1.47751e-110	223.0
ASV3484_19	Uncultured bacterium clone F1_10.1_2 16S ribosomal RNA gene, partial sequence	FJ716921	96.05	1.47751e-110	223.0
ASV3484_19	Uncultured Lutibacter sp. clone KRNW18 16S ribosomal RNA gene, partial sequence	KX599136	95.65	6.87418e-109	220.0
ASV3484_19	Ochrovirga pacifica strain S85 16S ribosomal RNA, partial sequence	NR_178495	95.65	6.87418e-109	220.0
ASV3484_19	Flavobacteriaceae bacterium S85 16S ribosomal RNA gene, partial sequence	JN596241	95.65	6.87418e-109	220.0
ASV3484_19	Uncultured bacterium clone SeaWat_24115 16S ribosomal RNA gene, partial sequence	JQ196020	95.69	6.87418e-109	220.0
ASV3484_19	Uncultured bacterium clone 515F806RB_1_Bac39 16S ribosomal RNA gene, partial sequence	OP835219	95.26	3.19825e-107	217.0
ASV3485_18	Uncultured bacterium clone CQ221 16S ribosomal RNA gene, partial sequence	KX780663	91.41	3.31201e-92	190.0
ASV3485_18	Uncultured bacterium partial 16S rRNA gene, isolate Mineral.bttm.1.6.1.4_98668	LN524321	91.47	3.31201e-92	190.0
ASV3485_18	Uncultured bacterium partial 16S rRNA gene, isolate Mineral.top.2.1.6_337114	LN549091	91.47	3.31201e-92	190.0
ASV3485_18	Uncultured bacterium clone CQ271 16S ribosomal RNA gene, partial sequence	KX780713	91.02	1.54093e-90	187.0
ASV3485_18	Uncultured bacterium clone ELA_111314_OTU_5685 16S ribosomal RNA gene, partial sequence	KY520750	91.02	1.54093e-90	187.0
ASV3485_18	Uncultured bacterium clone B3742 16S ribosomal RNA gene, partial sequence	MF587402	91.05	1.54093e-90	187.0
ASV3485_18	Uncultured bacterium clone OTU_23942 16S ribosomal RNA gene, partial sequence	KR855226	91.90	1.99332e-89	185.0
ASV3485_18	Uncultured bacterium clone OTU_8418 16S ribosomal RNA gene, partial sequence	KX975728	90.66	7.16925e-89	184.0
ASV3485_18	Uncultured bacterium clone OTU_4957 16S ribosomal RNA gene, partial sequence	KX972460	90.62	7.16925e-89	184.0
ASV3485_18	Uncultured bacterium clone SGYF631 16S ribosomal RNA gene, partial sequence	FJ792367	90.62	7.16925e-89	184.0
ASV3485_18	Uncultured bacterium clone OTU_21632 16S ribosomal RNA gene, partial sequence	KR852916	91.46	9.27401e-88	182.0
ASV3485_18	Uncultured organism isolate 1210VA11 clone 85 16S ribosomal RNA gene, partial sequence	KT271266	90.84	3.33553e-87	181.0
ASV3485_18	Uncultured bacterium clone gs202 16S ribosomal RNA gene, partial sequence	JF420808	90.23	3.33553e-87	181.0
ASV3485_18	Uncultured bacterium clone 7279 16S ribosomal RNA gene, partial sequence	MF562487	90.48	1.19967e-86	180.0
ASV3485_18	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: 51B1-014	LC081025	90.51	1.19967e-86	180.0
ASV3485_18	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:4874	LC292351	91.06	4.31478e-86	179.0
ASV3485_18	Uncultured bacterium clone OTU_22206 16S ribosomal RNA gene, partial sequence	KR853490	91.02	4.31478e-86	179.0
ASV3485_18	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334155|emb|OW749564.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539355	91.02	4.31478e-86	179.0
ASV3485_18	Uncultured bacterium clone OTU27441_AL222_1604814 16S ribosomal RNA gene, partial sequence	KP927812	90.61	2.00747e-84	176.0
ASV3485_18	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762437	90.65	2.00747e-84	176.0
ASV3485_18	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333985|emb|OW749262.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539111	90.65	2.00747e-84	176.0
ASV3485_18	uncultured bacterium partial 16S rRNA gene	HG991655	90.69	2.00747e-84	176.0
ASV3485_18	Uncultured organism isolate 1207VA10 clone 97n 16S ribosomal RNA gene, partial sequence	KT271126	90.00	7.22015e-84	175.0
ASV3486_18	Uncultured bacterium clone OTU47109_AL242_58928 16S ribosomal RNA gene, partial sequence	KP930676	95.10	9.07926e-103	209.0
ASV3486_18	Uncultured marine bacterium clone DLPY14 16S ribosomal RNA gene, partial sequence	JX495022	93.75	3.26548e-102	208.0
