"query","species"
"Pagurus holmi","Pagurus holmi"
"Sinelobus stanfordi","Sinelobus stanfordi"
"Aglauropsis aeora","Aglauropsis aeora"
"Huntemannia jadensis","Huntemannia jadensis"
"Euspira pallida","Euspira pallida"
"Staurostoma mertensii","Staurostoma mertensii"
"Okenia eolida","Okenia eolida"
"Panulirus inflatus","Panulirus inflatus"
"Freyella microplax","Freyella microplax"
"Leopecten diegensis","Leopecten diegensis"
"Synidotea harfordi","Synidotea harfordi"
"Cyanoplax fernaldi","Cyanoplax fernaldi"
"Halecium delicatulum","Halecium delicatulum"
"Cuthona phoenix","Cuthona phoenix"
"Nereis zonata","Nereis zonata"
"Balanus trigonus","Balanus trigonus"
"Phyllodoce cuspidata","Phyllodoce cuspidata"
"Argis alaskensis","Argis alaskensis"
"Epiactis ritteri","Epiactis ritteri"
"Chelyosoma columbianum","Chelyosoma columbianum"
"Cuthonella cocoachroma","Cuthonella cocoachroma"
"Hermaea oliviae","Hermaea oliviae"
"Cylichna alba","Cylichna alba"
"Vorticeros praedatorium","Vorticeros praedatorium"
"Cyclosalpa affinis","Cyclosalpa affinis"
"Sternaspis affinis","Sternaspis affinis"
"Aulactinia vancouverensis","Aulactinia vancouverensis"
"Megamoera dentata","Megamoera dentata"
"Melanella micans","Melanella micans"
"Neodiplostomum americanum","Neodiplostomum americanum"
"Spio cirrifera","Spio cirrifera"
"Cephalophoxoides homilis","Cephalophoxoides homilis"
"Thuiaria triserialis","Thuiaria triserialis"
"Aruga oculata","Aruga oculata"
"Oceanactis diomedeae","Oceanactis diomedeae"
"Sertularia similis","Sertularia similis"
"Americorophium salmonis","Americorophium salmonis"
"Muusoctopus oregonensis","Muusoctopus oregonensis"
"Styela gibbsii","Styela gibbsii"
"Chiridota discolor","Chiridota discolor"
"Abarenicola claparedi","Abarenicola claparedi"
"Acartia longiremis","Acartia longiremis"
"Isocirrus longiceps","Isocirrus longiceps"
"Liriope tetraphylla","Liriope tetraphylla"
"Meiomenia swedmarki","Meiomenia swedmarki"
"Paraprionospio alata","Paraprionospio alata"
"Pisione remota","Pisione remota"
"Pleurogonium rubicundum","Pleurogonium rubicundum"
"Ampelisca unsocalae","Ampelisca unsocalae"
"Dentalium vallicolens","Dentalium vallicolens"
"Exosphaeroma amplicauda","Exosphaeroma amplicauda"
"Paradoliopsis harbisoni","Paradoliopsis harbisoni"
"Halicoides synopiae","Halicoides synopiae"
"Macrochaeta pege","Macrochaeta pege"
"Clytia hemisphaerica","Clytia hemisphaerica"
"Turritopsis dohrnii","Turritopsis dohrnii"
"Lirularia lirulata","Lirularia lirulata"
"Brada sachalina","Brada sachalina"
"Circeis spirillum","Circeis spirillum"
"Microspio pigmentata","Microspio pigmentata"
"Batillaria zonalis","Batillaria zonalis"
"Laonice nuchala","Laonice nuchala"
"Alamprops carinatus","Alamprops carinatus"
"Caulibugula californica","Caulibugula californica"
"Ampelisca hancocki","Ampelisca hancocki"
"Exosphaeroma pentcheffi","Exosphaeroma pentcheffi"
"Paranemertes californica","Paranemertes californica"
"Gonatus onyx","Gonatus onyx"
"Dyopedos monacanthus","Dyopedos monacanthus"
"Mercenaria mercenaria","Mercenaria mercenaria"
"Bathyadmetella commando","Bathyadmetella commando"
"Chalinula loosanoffi","Chalinula loosanoffi"
"Caprella equilibra","Caprella equilibra"
"Ptychocheilus grandis","Ptychocheilus grandis"
"Barentsia benedeni","Barentsia benedeni"
"Chirimia similis","Chirimia similis"
"Lavinia exilicauda","Lavinia exilicauda"
"Obelia dichotoma","Obelia dichotoma"
"Stomotoca atra","Stomotoca atra"
"Chaetozone senticosa","Chaetozone senticosa"
"Streetsia challengeri","Streetsia challengeri"
"Ophiacantha sumneri","Ophiacantha sumneri"
"Abyssorchomene gerulicorbis","Abyssorchomene gerulicorbis"
"Halice sublittoralis","Halice sublittoralis"
"Polydora limicola","Polydora limicola"
"Naineris uncinata","Naineris uncinata"
"Spiophanes norrisi","Spiophanes norrisi"
"Aonides glandulosa","Aonides glandulosa"
"Conchoecia rudyakovi","Conchoecia rudyakovi"
"Lumbricus rubellus","Lumbricus rubellus"
"Campylaspis rubromaculata","Campylaspis rubromaculata"
"Pseudostichopus tuberosus","Pseudostichopus tuberosus"
"Pentidotea montereyensis","Pentidotea montereyensis"
"Watersipora arcuata","Watersipora arcuata"
"Anoplodium hymanae","Anoplodium hymanae"
"Exogone dwisula","Exogone dwisula"
"Abietinaria pacifica","Abietinaria pacifica"
"Gnorimosphaeroma noblei","Gnorimosphaeroma noblei"
"Malmgreniella macginitiei","Malmgreniella macginitiei"
"Pleopis polyphemoides","Pleopis polyphemoides"
"Simnia loebbeckeana","Simnia loebbeckeana"
"Solaster paxillatus","Solaster paxillatus"
"Dictyocladium flabellum","Dictyocladium flabellum"
"Molpadia oolitica","Molpadia oolitica"
"Siliqua alta","Siliqua alta"
"Lacuna vincta","Lacuna vincta"
"Metaconchoecia longiseta","Metaconchoecia longiseta"
"Gephyreaster swifti","Gephyreaster swifti"
"Sertularia distans","Amphisbetia distans"
"Sertularia distans","Dynamena pourtalesi"
"Microcosmus squamiger","Microcosmus squamiger"
"Chaetozone commonalis","Chaetozone commonalis"
"Typosyllis heterochaeta","Syllis heterochaeta"
"Polyschides quadrifissatus","Polyschides quadrifissatus"
"Ptilocrinus pinnatus","Ptilocrinus pinnatus"
"Exerpes asper","Exerpes asper"
"Parapagurus benedicti","Parapagurus benedicti"
"Octopoteuthis deletron","Octopoteuthis deletron"
"Pacifacanthomysis nephrophthalma","Pacifacanthomysis nephrophthalma"
"Anchicolurus occidentalis","Anchicolurus occidentalis"
"Pentamera lissoplaca","Pentamera lissoplaca"
"Uromunna ubiquita","Uromunna ubiquita"
"Phoronis ijimai","Phoronis ijimai"
"Photis lacia","Photis lacia"
"Holmesimysis nuda","Holmesimysis nuda"
"Gillichthys seta","Gillichthys seta"
"Euchirella pseudopulchra","Euchirella pseudopulchra"
"Sigambra tentaculata","Sigambra tentaculata"
"Tubulanus cingulatus","Tubulanus cingulatus"
"Paragorgia stephencairnsi","Paragorgia stephencairnsi"
"Scaphocalanus brevicornis","Scaphocalanus brevicornis"
"Cossura rostrata","Cossura rostrata"
"Ophelia assimilis","Ophelia assimilis"
"Macoma elimata","Macoma elimata"
"Cyclopecten catalinensis","Cyclopecten catalinensis"
"Pherallodiscus funebris","Pherallodiscus funebris"
"Ampithoe dalli","Ampithoe dalli"
"Chaetozone corona","Chaetozone corona"
"Leachia dislocata","Leachia dislocata"
"Eualus barbatus","Eualus barbatus"
"Sebastes cortezi","Sebastes cortezi"
"Caprella irregularis","Caprella irregularis"
"Synidotea ritteri","Synidotea ritteri"
"Pagurus caurinus","Pagurus caurinus"
"Opisthodonta uraga","Opisthodonta uraga"
"Dynamenella conica","Dynamenella conica"
"Staurocalyptus fasciculatus","Staurocalyptus fasciculatus"
"Abietinaria traski","Abietinaria traski"
"Leptogorgia filicrispa","Leptogorgia filicrispa"
"Tethygeneia opata","Tethygeneia opata"
"Apolochus neapolitanus","Apolochus neapolitanus"
"Ampharete lineata","Ampharete lineata"
"Metaphoxus frequens","Metaphoxus frequens"
"Scleroconcha trituberculata","Scleroconcha trituberculata"
"Melita oregonensis","Melita oregonensis"
"Lumbrineris latreilli","Lumbrineris latreilli"
"Tiron biocellata","Tiron biocellata"
"Aplidium arenatum","Aplidium arenatum"
"Pseudosuberites montiniger","Pseudosuberites montiniger"
"Lottia alveus","Lottia alveus"
"Kephyes ovata","Kephyes ovata"
"Sebastes exsul","Sebastes exsul"
"Calanus finmarchicus","Calanus finmarchicus"
"Eurycope californiensis","Eurycope californiensis"
"Arabella pectinata","Arabella pectinata"
"Malmgreniella baschi","Malmgreniella baschi"
"Tubulipora lobulata","Tubulipora lobulata"
"Tubulipora lobulata","Oncousoecia lobulata"
"Tubulipora lobulata","Tubulipora lobifera"
"Melinna heterodonta","Melinna heterodonta"
"Funiculina parkeri","Funiculina parkeri"
"Polyophthalmus pictus","Polyophthalmus pictus"
"Halecium densum","Halecium densum"
"Oenopota excurvata","Oenopota excurvata"
"Chone mollis","Chone mollis"
"Decipisagitta decipiens","Decipisagitta decipiens"
"Clausocalanus lividus","Clausocalanus lividus"
"Nereis pelagica","Nereis pelagica"
"Piromis eruca","Piromis eruca"
"Ophiophthalmus cataleimmoidus","Ophiophthalmus cataleimmoidus"
"Saduria entomon","Saduria entomon"
"Chaetozone columbiana","Chaetozone columbiana"
"Prosphaerosyllis bilineata","Prosphaerosyllis bilineata"
"Albula nemoptera","Albula nemoptera"
"Diastylis pellucida","Diastylis pellucida"
"Ninoe gemmea","Ninoe gemmea"
"Parakanthophoreus bisetulosus","Parakanthophoreus bisetulosus"
"Peprilus ovatus","Peprilus ovatus"
"Mediomastus ambiseta","Mediomastus ambiseta"
"Ceratonereis singularis","Ceratonereis singularis"
"Perinereis monterea","Perinereis monterea"
"Ceratocephale oculata","Ceratocephale oculata"
"Neilonella ritteri","Neilonella ritteri"
"Nereis grubei","Nereis grubei"
"Ciliatocardium ciliatum","Ciliatocardium ciliatum"
"Nereis latescens","Nereis latescens"
"Ceratocephale papillata","Ceratocephale papillata"
"Lopadorrhynchus uncinatus","Lopadorrhynchus uncinatus"
"Neanthes mexicana","Neanthes mexicana"
"Alitta brandti","Alitta brandti"
"Pagurus quaylei","Pagurus quaylei"
"Byblis veleronis","Byblis veleronis"
"Perinereis villalobosi","Perinereis villalobosi"
"Filellum serpens","Filellum serpens"
"Platynereis dumerilii","Platynereis dumerilii"
"Ceratonereis costae","Ceratonereis costae"
"Lumbricillus tuba","Lumbricillus tuba"
"Syllis pigmentata","Syllis pigmentata"
"Lopholithodes foraminatus","Lopholithodes foraminatus"
"Mysella mortoni","Mysella mortoni"
"Osedax priapus","Osedax priapus"
"Chionoecetes angulatus","Chionoecetes angulatus"
"Clausocalanus arcuicornis","Clausocalanus arcuicornis"
"Ficopomatus enigmaticus","Ficopomatus enigmaticus"
"Asclerocheilus kudenovi","Asclerocheilus kudenovi"
"Heteropora alaskensis","Heteropora alaskensis"
"Mopalia acuta","Mopalia acuta"
"Apohyale pugettensis","Apohyale pugettensis"
"Crisia eburnea","Crisia eburnea"
"Crassostrea virginica","Crassostrea virginica"
"Gnathopleustes pachychaetus","Gnathopleustes pachychaetus"
"Lampocteis cruentiventer","Lampocteis cruentiventer"
"Mopalia lowei","Mopalia lowei"
"Parallorchestes cowani","Parallorchestes cowani"
"Polybrachia canadensis","Polybrachia canadensis"
"Eteone longa","Eteone longa"
"Sarsia bella","Sarsia bella"
"Arcteobia anticostiensis","Arcteobia anticostiensis"
"Cyclocardia crassidens","Crassicardia crassidens"
"Bathypallenopsis profundis","Bathypallenopsis profundis"
"Amphisamytha bioculata","Amphisamytha bioculata"
"Campylaspis crispa","Campylaspis crispa"
"Calyptogena pacifica","Calyptogena pacifica"
"Aphelochaeta williamsae","Aphelochaeta williamsae"
"Nymphon pixellae","Nymphon pixellae"
"Diplopteraster multipes","Diplopteraster multipes"
"Notostomus japonicus","Notostomus japonicus"
"Tryphosella sarsi","Tryphosella sarsi"
"Punctum randolphii","Punctum randolphii"
"Charisea saxicola","Charisea saxicola"
"Ectinosoma melaniceps","Ectinosoma melaniceps"
"Apolemia lanosa","Apolemia lanosa"
"Diastylopsis tenuis","Diastylopsis tenuis"
"Magelona hartmanae","Magelona hartmanae"
"Columbiaemysis ignota","Columbiaemysis ignota"
"Calyptrophora laevispinosa","Calyptrophora laevispinosa"
"Mopalia cirrata","Mopalia cirrata"
"Jasmineira pacifica","Jasmineira pacifica"
"Eteone leptotes","Eteone leptotes"
"Mopalia imporcata","Mopalia imporcata"
"Idarcturus allelomorphus","Idarcturus allelomorphus"
"Mopalia swanii","Mopalia swanii"
"Ophioderma panamense","Ophioderma panamense"
"Chaetopterus variopedatus","Chaetopterus variopedatus"
"Eurycletodes ephippiger","Eurycletodes ephippiger"
"Amphiporus angulatus","Amphiporus angulatus"
"Gonothyraea clarcki","Gonothyraea loveni"
"Mopalia seta","Mopalia seta"
"Chone magna","Chone magna"
"Hymenodiscus pannychia","Hymenodiscus pannychia"
"Protohyale jarrettae","Protohyale jarrettae"
"Plumularia lagenifera","Plumularia lagenifera"
"Obelia geniculata","Obelia geniculata"
"Diastylis paraspinulosa","Diastylis paraspinulosa"
"Lepidonotus squamatus","Lepidonotus squamatus"
"Aphrodita longipalpa","Aphrodita longipalpa"
"Leonardsaxius spinulicauda","Leonardsaxius spinulicauda"
"Mopalia ferreirai","Mopalia ferreirai"
"Rudilemboides stenopropodus","Rudilemboides stenopropodus"
"Virgularia gracilis","Virgularia tuberculata"
"Virgularia gracilis","Acanthoptilum gracile"
"Diopatra tridentata","Diopatra tridentata"
"Tegula regina","Tegula regina"
"Conopeum chesapeakensis","Conopeum chesapeakensis"
"Bathochordaeus mcnutti","Bathochordaeus mcnutti"
"Monocorophium uenoi","Monocorophium uenoi"
"Bruzelia tuberculata","Bruzelia tuberculata"
"Rhizogeton nudus","Rhizogeton nudus"
"Javania californica","Javania californica"
"Parazoanthus juan-fernandezii","Parazoanthus juan-fernandezii"
"Desdimelita californica","Desdimelita californica"
"Thelepus japonicus","Thelepus japonicus"
"Sthenolepis areolata","Sthenolepis areolata"
"Eucratea loricata","Eucratea loricata"
"Ampelisciphotis podophthalma","Ampelisciphotis podophthalma"
"Teredo navalis","Teredo navalis"
"Notophyllum tectum","Notophyllum tectum"
"Pinnixa eburna","Pinnixa eburna"
"Eualus subtilis","Eualus subtilis"
"Rhachotropis natator","Rhachotropis natator"
"Mopalia lionota","Mopalia lionota"
"Pseudusa bostigrinus","Pseudusa bostigrinus"
"Chone duneri","Chone duneri"
"Pliocardia stearnsii","Pliocardia stearnsii"
"Leptychaster anomalus","Leptychaster anomalus"
"Facciolella gilbertii","Facciolella gilbertii"
"Botrylloides leachii","Botrylloides leachii"
"Leuroleberis sharpei","Leuroleberis sharpei"
"Calyptogena extenta","Calyptogena extenta"
"Rhamphobrachium longisetosum","Rhamphobrachium longisetosum"
"Eulima raymondi","Eulima raymondi"
"Lophaster furcilliger","Lophaster furcilliger"
"Lineus sanguineus","Lineus sanguineus"
"Stegophiura ponderosa","Stegophiura ponderosa"
"Monstrilla wandelii","Monstrilla wandelii"
"Pseudolubbockia dilatata","Pseudolubbockia dilatata"
"Hemithiris psittacea","Hemithiris psittacea"
"Nuculana pernula","Nuculana pernula"
"Pagurus dalli","Pagurus dalli"
"Marionina southerni","Marionina southerni"
"Cladonema californicum","Cladonema californicum"
"Dendrochiton thamnoporus","Dendrochiton thamnoporus"
"Calliostoma variegatum","Calliostoma variegatum"
"Paraeuchaeta triloba","Paraeuchaeta triloba"
"Achelia alaskensis","Achelia alaskensis"
"Schistomeringos longicornis","Schistomeringos longicornis"
"Petaloclymene pacifica","Petaloclymene pacifica"
"Cymadusa uncinata","Cymadusa uncinata"
"Lilyopsis fluoracantha","Lilyopsis fluoracantha"
"Marsteinia similis","Marsteinia similis"
"Beroe forskalii","Beroe forskalii"
"Nothria conchylega","Nothria conchylega"
"Cerberilla pungoarena","Cerberilla pungoarena"
"Hyalascus farallonesensis","Hyalascus farallonesensis"
"Americardia biangulata","Americardia biangulata"
"Solariella varicosa","Solariella varicosa"
"Dendrobeania lichenoides","Dendrobeania lichenoides"
"Emarcusia morroensis","Emarcusia morroensis"
"Acanthomolgus eminulus","Acanthomolgus eminulus"
"Littorophiloscia richardsonae","Littorophiloscia richardsonae"
"Arion intermedius","Arion intermedius"
"Sphaerosyllis ranunculus","Sphaerosyllis ranunculus"
"Callianax strigata","Callianax strigata"
"Pagurus redondoensis","Pagurus redondoensis"
"Orchomenella decipiens","Orchomenella decipiens"
"Stolephorus pacificus","Stolephorus pacificus"
"Metaconchoecia inflata","Metaconchoecia inflata"
"Acantholithodes hispidus","Acantholithodes hispidus"
"Travisiopsis lobifera","Travisiopsis lobifera"
"Helminthoglypta mailliardi","Helminthoglypta mailliardi"
"Hobsonia florida","Hobsonia florida"
"Metaxia convexa","Metaxia convexa"
"Nebalia daytoni","Nebalia daytoni"
"Thrombophyton coronatum","Thrombophyton coronatum"
"Vertigo californica","Vertigo californica"
"Anobothrus gracilis","Anobothrus gracilis"
"Hapalogaster grebnitzkii","Hapalogaster grebnitzkii"
"Cryptosula pallasiana","Cryptosula pallasiana"
"Proarmaueria pellucida","Proarmaueria pellucida"
"Hymenodora frontalis","Hymenodora frontalis"
"Cuspidaria cowani","Cuspidaria cowani"
"Ophionereis diabloensis","Ophionereis diabloensis"
"Orthopyxis everta","Orthopyxis everta"
"Ensis myrae","Ensis myrae"
"Clava multicornis","Clava multicornis"
"Leptostylis calva","Leptostylis calva"
"Leucosolenia nautilia","Leucosolenia nautilia"
"Rocinela belliceps","Rocinela belliceps"
"Pelagonemertes joubini","Pelagonemertes joubini"
"Alienacanthomysis macropsis","Alienacanthomysis macropsis"
"Pherusa papillata","Pherusa papillata"
"Aldisa cooperi","Aldisa cooperi"
"Neognathophausia gigas","Neognathophausia gigas"
"Oedignathus inermis","Oedignathus inermis"
"Pinnixa minuscula","Pinnixa minuscula"
"Lanassa venusta","Lanassa venusta"
"Pedipes unisulcatus","Pedipes unisulcatus"
"Anchinothria fissurata","Anchinothria fissurata"
"Microsetella rosea","Microsetella rosea"
"Astarte elliptica","Astarte elliptica"
"Neognathophausia ingens","Neognathophausia ingens"
"Dacrydium vitreum","Dacrydium vitreum"
"Anotomastus gordiodes","Anotomastus gordiodes"
"Hololepida magna","Hololepida magna"
"Prionospio dubia","Prionospio dubia"
"Lumbrineris bifurcata","Lumbrineris bifurcata"
"Marionina vancouverensis","Marionina vancouverensis"
"Cervinia mediocauda","Cervinia mediocauda"
"Nicomache personata","Nicomache personata"
"Dissodactylus lockingtoni","Dissodactylus lockingtoni"
"Nereis eakini","Nereis eakini"
"Fissidentalium actiniophorum","Fissidentalium actiniophorum"
"Bicrisia edwardsiana","Bicrisia edwardsiana"
"Berthella stellata","Berthella stellata"
"Melicertum octocostatum","Melicertum octocostatum"
"Anteaeolidiella indica","Anteaeolidiella indica"
"Petaloconchus compactus","Petaloconchus compactus"
"Parapagurodes makarovi","Parapagurodes makarovi"
"Tyrinna evelinae","Tyrinna evelinae"
"Tritonia tetraquetra","Tritonia tetraquetra"
"Acanthodoris pina","Acanthodoris pina"
"Chaetopleura gemma","Chaetopleura gemma"
"Myriochele olgae","Myriochele olgae"
"Spurilla neapolitana","Spurilla neapolitana"
"Doriprismatica sedna","Chromolaichma sedna"
"Edmundsella vansyoci","Edmundsella vansyoci"
"Lumbricillus rupertensis","Lumbricillus rupertensis"
"Anetarca armata","Anetarca armata"
"Dendrodoris krebsii","Dendrodoris krebsii"
"Felimida norrisi","Felimida norrisi"
"Berthellina engeli","Berthellina engeli"
"Felimida dalli","Chromolaichma dalli"
"Pherusa plumosa","Pherusa plumosa"
"Boreomysis pearcyi","Boreomysis pearcyi"
"Thordisa rubescens","Thordisa rubescens"
"Tayuva lilacina","Tayuva lilacina"
"Tritonia myrakeenae","Tritonicula myrakeenae"
"Hermosita sangria","Hermosita sangria"
"Paragorgia regalis","Paragorgia regalis"
"Felimare amalguae","Felimare amalguae"
