taxa_query,found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Poecilia latipunctata,Poecilia latipunctata,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Poecilia,1018571,273729,5203780,6460,accepted,NA,FALSE,NA,"Meek, 1904",Poecilia latipunctata,Poecilia latipunctata,Poecilia latipunctata,"Poecilia latipunctata Meek, 1904",1,0
Xiphophorus montezumae,Xiphophorus montezumae,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Xiphophorus,1019001,273730,2350178,1026696,accepted,NA,FALSE,NA,"Jordan & Snyder, 1899",Xiphophorus montezumae,Xiphophorus montezumae,Xiphophorus montezumae,"Xiphophorus montezumae Jordan & Snyder, 1899",1,0
Xiphophorus variatus,Xiphophorus variatus,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Xiphophorus,1018625,97807,2350220,500763,accepted,NA,FALSE,NA,"(Meek, 1904)",Xiphophorus variatus,Xiphophorus variatus,Xiphophorus variatus,"Xiphophorus variatus (Meek, 1904)",1,0
Tampichthys ipni,Tampichthys ipni,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Tampichthys,1014104,273733,2359862,913481,accepted,NA,FALSE,NA,"(Álvarez & Navarro, 1953)",Tampichthys ipni,Tampichthys ipni,Tampichthys ipni,"Tampichthys ipni (Álvarez & Navarro, 1953)",1,0
Gambusia regani,Gambusia regani,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,1016236,273735,2350621,223699,accepted,NA,FALSE,NA,"Hubbs, 1926",Gambusia regani,Gambusia regani,Gambusia regani,"Gambusia regani Hubbs, 1926",1,0
Cualac tessellatus,Cualac tessellatus,species,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Cualac,1013973,305790,2348154,389738,accepted,NA,FALSE,NA,"Miller, 1956",Cualac tessellatus,Cualac tessellatus,Cualac tessellatus,"Cualac tessellatus Miller, 1956",1,0
Ataeniobius toweri,Ataeniobius toweri,species,Chordata,Actinopteri,Cyprinodontiformes,Goodeidae,Ataeniobius,1018650,29648,2347741,840806,accepted,NA,FALSE,NA,"(Meek, 1904)",Ataeniobius toweri,Ataeniobius toweri,Ataeniobius toweri,"Ataeniobius toweri (Meek, 1904)",1,0
Pseudoxiphophorus jonesii,Pseudoxiphophorus jonesii,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Pseudoxiphophorus,1253521,779547,9785958,498226,accepted,NA,FALSE,NA,"(Günther, 1874)",Pseudoxiphophorus jonesii,Pseudoxiphophorus jonesii,Pseudoxiphophorus jonesii,"Pseudoxiphophorus jonesii (Günther, 1874)",1,0
Gambusia panuco,Gambusia panuco,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,1016237,305792,2350622,387864,accepted,NA,FALSE,NA,"Hubbs, 1926",Gambusia panuco,Gambusia panuco,Gambusia panuco,"Gambusia panuco Hubbs, 1926",1,0
Algansea tincella,Algansea tincella,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Algansea,1026756,305794,2367259,222465,accepted,NA,FALSE,NA,"(Valenciennes, 1844)",Algansea tincella,Algansea tincella,Algansea tincella,"Algansea tincella (Valenciennes, 1844)",1,0
Ictalurus mexicanus,Ictalurus mexicanus,species,Chordata,Actinopteri,Siluriformes,Ictaluridae,Ictalurus,1018617,305795,5202529,3624000,accepted,NA,FALSE,NA,"(Meek, 1904)",Ictalurus mexicanus,Ictalurus mexicanus,Ictalurus mexicanus,"Ictalurus mexicanus (Meek, 1904)",1,0
Xiphophorus cortezi,Xiphophorus cortezi,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Xiphophorus,1524797,305798,2350180,1026723,accepted,NA,FALSE,NA,"Rosen, 1960",Xiphophorus cortezi,Xiphophorus cortezi,Xiphophorus cortezi,"Xiphophorus cortezi Rosen, 1960",1,0
Xiphophorus pygmaeus,Xiphophorus pygmaeus,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Xiphophorus,1014579,305810,2350195,500760,accepted,NA,FALSE,NA,"Hubbs & Gordon, 1943",Xiphophorus pygmaeus,Xiphophorus pygmaeus,Xiphophorus pygmaeus,"Xiphophorus pygmaeus Hubbs & Gordon, 1943",1,0
Xiphophorus birchmanni,Xiphophorus birchmanni,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Xiphophorus,1259976,305811,2350191,513364,accepted,NA,FALSE,NA,"Lechner & Radda, 1987",Xiphophorus birchmanni,Xiphophorus birchmanni,Xiphophorus birchmanni,"Xiphophorus birchmanni Lechner & Radda, 1987",1,0
Herichthys tamasopoensis,Herichthys tamasopoensis,species,Chordata,Actinopteri,Cichliformes,Cichlidae,Herichthys,1010998,305812,2373120,681510,accepted,NA,FALSE,NA,"Artigas Azas, 1993",Herichthys tamasopoensis,Herichthys tamasopoensis,Herichthys tamasopoensis,"Herichthys tamasopoensis Artigas Azas, 1993",1,0
Basilichthys semotilus,Basilichthys semotilus,species,Chordata,Actinopteri,Atheriniformes,Atherinidae,Basilichthys,1421919,161313,2412253,494711,accepted,NA,FALSE,NA,"(Cope, 1874)",Basilichthys semotilus,Basilichthys semotilus,Basilichthys semotilus,"Basilichthys semotilus (Cope, 1874)",1,0
Basilichthys microlepidotus,Basilichthys microlepidotus,species,Chordata,Actinopteri,Atheriniformes,Atherinidae,Basilichthys,1022276,161305,2412258,267657,accepted,NA,FALSE,NA,"(Jenyns, 1841)",Basilichthys microlepidotus,Basilichthys microlepidotus,Basilichthys microlepidotus,"Basilichthys microlepidotus (Jenyns, 1841)",1,0
Cyanocharax uruguayensis,Diapoma uruguayense,species,Chordata,Actinopteri,Characiformes,Characidae,Cyanocharax,1524769,302849,2352767,53073,unaccepted,NA,FALSE,NA,"(Messner, 1962)",Diapoma uruguayense,Cyanocharax uruguayensis,Cyanocharax uruguayensis,"Cyanocharax uruguayensis (Messner, 1962)",1,0
Hollandichthys,Hollandichthys,genus,Chordata,Actinopteri,Characiformes,Characidae,Hollandichthys,269411,228612,2353394,729900,accepted,NA,FALSE,incertae_sedis_inherited,"Eigenmann, 1910",Hollandichthys,Hollandichthys,Hollandichthys,"Hollandichthys Eigenmann, 1910",1,0
Hypobrycon,Hypobrycon,genus,Chordata,Actinopteri,Characiformes,Characidae,Hypobrycon,269451,NA,2352732,729898,accepted,NA,FALSE,NA,"Malabarba & Malabarba, 1994",Hypobrycon,Hypobrycon,NA,"Hypobrycon Malabarba & Malabarba, 1994",1,0
Mimagoniates inequalis,Mimagoniates inequalis,species,Chordata,Actinopteri,Characiformes,Characidae,Mimagoniates,1017771,302824,2353881,328346,accepted,NA,FALSE,NA,"(Eigenmann, 1911)",Mimagoniates inequalis,Mimagoniates inequalis,Mimagoniates inequalis,"Mimagoniates inequalis (Eigenmann, 1911)",1,0
Danionella translucida,Danionella translucida,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Danionella,1011849,211928,2359134,650881,accepted,NA,FALSE,NA,"Roberts, 1986",Danionella translucida,Danionella translucida,Danionella translucida,"Danionella translucida Roberts, 1986",1,0
Luciosoma,Luciosoma,genus,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Luciosoma,269748,211936,2360857,770351,accepted,NA,FALSE,sibling_higher,"Bleeker, 1855",Luciosoma,Luciosoma,Luciosoma,"Luciosoma Bleeker, 1855",1,0
Esocidae,Esocidae,family,Chordata,Actinopteri,Esociformes,Esocidae,NA,154207,1388,7662,216164,accepted,NA,FALSE,NA,"Rafinesque, 1815",Esocidae,Esocidae,Esocidae,Esocidae,1,0
Craterocephalus fluviatilis,Craterocephalus fluviatilis,species,Chordata,Actinopteri,Atheriniformes,Atherinidae,Craterocephalus,991206,142316,2411985,658764,accepted,NA,FALSE,NA,"McCulloch, 1912",Craterocephalus fluviatilis,Craterocephalus fluviatilis,Craterocephalus fluviatilis,"Craterocephalus fluviatilis McCulloch, 1912",1,0
Macquaria ambigua,Macquaria ambigua,species,Chordata,Actinopteri,Centrarchiformes,Percichthyidae,Macquaria,1020364,11143,5209327,538635,accepted,NA,FALSE,NA,"(Richardson, 1845)",Macquaria ambigua,Macquaria ambigua,Macquaria ambigua,"Macquaria ambigua (Richardson, 1845)",1,0
Bidyanus welchi,Bidyanus welchi,species,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Bidyanus,1017082,148338,2374563,708915,accepted,NA,FALSE,NA,"(McCulloch & Waite, 1917)",Bidyanus welchi,Bidyanus welchi,Bidyanus welchi,"Bidyanus welchi (McCulloch & Waite, 1917)",1,0
Rivulus insulaepinorum,Rivulus insulaepinorum,species,Chordata,Actinopteri,Cyprinodontiformes,Rivulidae,Rivulus,1012756,302412,2349322,234180,accepted,NA,FALSE,NA,"de la Cruz & Dubitsky, 1976",Rivulus insulaepinorum,Rivulus insulaepinorum,Rivulus insulaepinorum,"Rivulus insulaepinorum de la Cruz & Dubitsky, 1976",1,0
Girardinus falcatus,Girardinus falcatus,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Girardinus,1014540,302408,2350355,584552,accepted,NA,FALSE,NA,"(Eigenmann, 1903)",Girardinus falcatus,Girardinus falcatus,Girardinus falcatus,"Girardinus falcatus (Eigenmann, 1903)",1,0
Girardinus microdactylus,Girardinus microdactylus,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Girardinus,1014522,302428,2350354,636930,accepted,NA,FALSE,NA,"Rivas, 1944",Girardinus microdactylus,Girardinus microdactylus,Girardinus microdactylus,"Girardinus microdactylus Rivas, 1944",1,0
Hemibagrus maydelli,Hemibagrus maydelli,species,Chordata,Actinopteri,Siluriformes,Bagridae,Hemibagrus,1013551,752798,2338251,3623757,accepted,NA,FALSE,NA,"(Rössel, 1964)",Hemibagrus maydelli,Hemibagrus maydelli,Hemibagrus maydelli,"Hemibagrus maydelli (Rössel, 1964)",1,0
Schismatorhynchos nukta,Schismatorhynchos nukta,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Schismatorhynchos,1022518,509803,2365844,144148,accepted,NA,FALSE,NA,"(Sykes, 1839)",Schismatorhynchos nukta,Schismatorhynchos nukta,Schismatorhynchos nukta,"Schismatorhynchos nukta (Sykes, 1839)",1,0
Rita kuturnee,Rita kuturnee,species,Chordata,Actinopteri,Siluriformes,Bagridae,Rita,1026872,752801,2338103,3623670,accepted,NA,FALSE,NA,"(Sykes, 1839)",Rita kuturnee,Rita kuturnee,Rita kuturnee,"Rita kuturnee (Sykes, 1839)",1,0
Salmostoma balookee,Salmostoma balookee,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Salmostoma,1022979,1014489,2362557,7066948,accepted,NA,FALSE,NA,"(Sykes, 1839)",Salmostoma balookee,Salmostoma balookee,Salmostoma balookee,"Salmostoma balookee (Sykes, 1839)",1,0
Indoreonectes,Indoreonectes,genus,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Indoreonectes,269496,497805,2358220,3628479,accepted,NA,FALSE,NA,"Rita & Banarescu, 1978",Indoreonectes,Indoreonectes,Indoreonectes,"Indoreonectes Rita & Banarescu, 1978",1,0
Nemachilichthys,Nemachilichthys,genus,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Nemachilichthys,269972,497810,2358511,3628392,accepted,NA,FALSE,NA,"Day, 1878",Nemachilichthys,Nemachilichthys,Nemachilichthys,"Nemachilichthys Day, 1878",1,0
Monopterus indicus,Monopterus indicus,species,Chordata,Actinopteri,Synbranchiformes,Synbranchidae,Monopterus,1013640,752812,5204079,3640928,accepted,NA,FALSE,NA,"(Silas & Dawson, 1961)",Monopterus indicus,Monopterus indicus,Monopterus indicus,"Monopterus indicus (Silas & Dawson, 1961)",1,0
Parapsilorhynchus discophorus,Parapsilorhynchus discophorus,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Parapsilorhynchus,1016820,752813,2359280,3627169,accepted,NA,FALSE,NA,"Hora, 1921",Parapsilorhynchus discophorus,Parapsilorhynchus discophorus,Parapsilorhynchus discophorus,"Parapsilorhynchus discophorus Hora, 1921",1,0
Salmostoma novacula,Salmostoma novacula,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Salmostoma,1011443,593082,2362598,580113,accepted,NA,FALSE,NA,"(Valenciennes, 1840)",Salmostoma novacula,Salmostoma novacula,Salmostoma novacula,"Salmostoma novacula (Valenciennes, 1840)",1,0
Bidyanus bidyanus,Bidyanus bidyanus,species,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Bidyanus,1019959,11154,2374555,600523,accepted,NA,FALSE,NA,"(Mitchell, 1838)",Bidyanus bidyanus,Bidyanus bidyanus,Bidyanus bidyanus,"Bidyanus bidyanus (Mitchell, 1838)",1,0
Hephaestus jenkinsi,Hephaestus jenkinsi,species,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Hephaestus,1013167,11159,2374625,826813,accepted,NA,FALSE,NA,"(Whitley, 1945)",Hephaestus jenkinsi,Hephaestus jenkinsi,Hephaestus jenkinsi,"Hephaestus jenkinsi (Whitley, 1945)",1,0
Deuterodon parahybae,Deuterodon parahybae,species,Chordata,Actinopteri,Characiformes,Characidae,Deuterodon,1009165,253831,2353216,713108,accepted,NA,FALSE,NA,"Eigenmann, 1908",Deuterodon parahybae,Deuterodon parahybae,Deuterodon parahybae,"Deuterodon parahybae Eigenmann, 1908",1,0
Hyphessobrycon bifasciatus,Hyphessobrycon bifasciatus,species,Chordata,Actinopteri,Characiformes,Characidae,Hyphessobrycon,1017690,253713,2354661,297560,accepted,NA,FALSE,NA,"Ellis, 1911",Hyphessobrycon bifasciatus,Hyphessobrycon bifasciatus,Hyphessobrycon bifasciatus,"Hyphessobrycon bifasciatus Ellis, 1911",1,0
Characidium alipioi,Characidium alipioi,species,Chordata,Actinopteri,Characiformes,Crenuchidae,Characidium,1014032,282866,2352407,872704,accepted,NA,FALSE,NA,"Travassos, 1955",Characidium alipioi,Characidium alipioi,Characidium alipioi,"Characidium alipioi Travassos, 1955",1,0
Gymnotus inaequilabiatus,Gymnotus inaequilabiatus,species,Chordata,Actinopteri,Gymnotiformes,Gymnotidae,Gymnotus,1460168,33302,5212821,483433,accepted,NA,FALSE,NA,"(Valenciennes, 1839)",Gymnotus inaequilabiatus,Gymnotus inaequilabiatus,Gymnotus inaequilabiatus,"Gymnotus inaequilabiatus (Valenciennes, 1839)",1,0
Gymnotus pantherinus,Gymnotus pantherinus,species,Chordata,Actinopteri,Gymnotiformes,Gymnotidae,Gymnotus,1526070,33301,5212794,445404,accepted,NA,FALSE,NA,"(Steindachner, 1908)",Gymnotus pantherinus,Gymnotus pantherinus,Gymnotus pantherinus,"Gymnotus pantherinus (Steindachner, 1908)",1,0
Gymnotus sylvius,Gymnotus sylvius,species,Chordata,Actinopteri,Gymnotiformes,Gymnotidae,Gymnotus,1010322,33300,5212814,1012865,accepted,NA,FALSE,NA,"Albert & Fernandes-Matioli, 1999",Gymnotus sylvius,Gymnotus sylvius,Gymnotus sylvius,"Gymnotus sylvius Albert & Fernandes-Matioli, 1999",1,0
Glanidium melanopterum,Glanidium melanopterum,species,Chordata,Actinopteri,Siluriformes,Auchenipteridae,Glanidium,1017014,253838,2344596,719837,accepted,NA,FALSE,NA,"Miranda Ribeiro, 1918",Glanidium melanopterum,Glanidium melanopterum,Glanidium melanopterum,"Glanidium melanopterum Miranda Ribeiro, 1918",1,0
Corydoras nattereri,Corydoras nattereri,species,Chordata,Actinopteri,Siluriformes,Callichthyidae,Corydoras,1018310,246553,2342704,267111,accepted,NA,FALSE,NA,"Steindachner, 1876",Corydoras nattereri,Corydoras nattereri,Corydoras nattereri,"Corydoras nattereri Steindachner, 1876",1,0
Taunayia bifasciata,Taunayia bifasciata,species,Chordata,Actinopteri,Siluriformes,Heptapteridae,Taunayia,1017043,253841,2343631,1015003,accepted,NA,FALSE,NA,"(Eigenmann & Norris, 1900)",Taunayia bifasciata,Taunayia bifasciata,Taunayia bifasciata,"Taunayia bifasciata (Eigenmann & Norris, 1900)",1,0
Harttia carvalhoi,Harttia carvalhoi,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Harttia,1014896,253842,5202424,713106,accepted,NA,FALSE,NA,"Miranda Ribeiro, 1939",Harttia carvalhoi,Harttia carvalhoi,Harttia carvalhoi,"Harttia carvalhoi Miranda Ribeiro, 1939",1,0
Harttia loricariformis,Harttia loricariformis,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Harttia,1020165,253843,5202425,713104,accepted,NA,FALSE,NA,"Steindachner, 1877",Harttia loricariformis,Harttia loricariformis,Harttia loricariformis,"Harttia loricariformis Steindachner, 1877",1,0
Hemipsilichthys gobio,Hemipsilichthys gobio,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hemipsilichthys,1020406,253845,2340371,925564,accepted,NA,FALSE,NA,"(Lütken, 1874)",Hemipsilichthys gobio,Hemipsilichthys gobio,Hemipsilichthys gobio,"Hemipsilichthys gobio (Lütken, 1874)",1,0
Schizolecis guntheri,Schizolecis guntheri,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Schizolecis,1014048,199287,2339518,950003,accepted,NA,FALSE,NA,"(Miranda Ribeiro, 1918)",Schizolecis guntheri,Schizolecis guntheri,Schizolecis guntheri,"Schizolecis guntheri (Miranda Ribeiro, 1918)",1,0
Hypostomus auroguttatus,Hypostomus auroguttatus,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1021574,253847,5202155,713102,accepted,NA,FALSE,NA,"Kner, 1854",Hypostomus auroguttatus,Hypostomus auroguttatus,Hypostomus auroguttatus,"Hypostomus auroguttatus Kner, 1854",1,0
Rineloricaria kronei,Rineloricaria kronei,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Rineloricaria,1017737,647469,2339046,3622769,accepted,NA,FALSE,NA,"(Miranda Ribeiro, 1911)",Rineloricaria kronei,Rineloricaria kronei,Rineloricaria kronei,"Rineloricaria kronei (Miranda Ribeiro, 1911)",1,0
Trichomycterus giganteus,Trichomycterus giganteus,species,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Trichomycterus,1009463,253852,2343152,713120,accepted,NA,FALSE,NA,"Lima & Costa, 2004",Trichomycterus giganteus,Trichomycterus giganteus,Trichomycterus giganteus,"Trichomycterus giganteus Lima & Costa, 2004",1,0
Trichomycterus immaculatus,Trichomycterus immaculatus,species,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Trichomycterus,1467684,282870,2343068,297548,accepted,NA,FALSE,NA,"(Eigenmann & Eigenmann, 1889)",Trichomycterus immaculatus,Trichomycterus immaculatus,Trichomycterus immaculatus,"Trichomycterus immaculatus (Eigenmann & Eigenmann, 1889)",1,0
Trichomycterus caudofasciatus,Trichomycterus caudofasciatus,species,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Trichomycterus,1009462,253789,2343185,713089,accepted,NA,FALSE,NA,"Alencar & Costa, 2004",Trichomycterus caudofasciatus,Trichomycterus caudofasciatus,Trichomycterus caudofasciatus,"Trichomycterus caudofasciatus Alencar & Costa, 2004",1,0
Trichomycterus iheringi,Trichomycterus iheringi,species,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Trichomycterus,1525763,253783,2343177,719764,accepted,NA,FALSE,NA,"(Eigenmann, 1917)",Trichomycterus iheringi,Trichomycterus iheringi,Trichomycterus iheringi,"Trichomycterus iheringi (Eigenmann, 1917)",1,0
Hoplerythrinus unitaeniatus,Hoplerythrinus unitaeniatus,species,Chordata,Actinopteri,Characiformes,Erythrinidae,Hoplerythrinus,1020986,124248,2352216,719840,accepted,NA,FALSE,NA,"(Spix & Agassiz, 1829)",Hoplerythrinus unitaeniatus,Hoplerythrinus unitaeniatus,Hoplerythrinus unitaeniatus,"Hoplerythrinus unitaeniatus (Spix & Agassiz, 1829)",1,0
Oligosarcus hepsetus,Oligosarcus hepsetus,species,Chordata,Actinopteri,Characiformes,Characidae,Oligosarcus,1418059,253832,2353966,297563,accepted,NA,FALSE,NA,"(Cuvier, 1829)",Oligosarcus hepsetus,Oligosarcus hepsetus,Oligosarcus hepsetus,"Oligosarcus hepsetus (Cuvier, 1829)",1,0
Trachelyopterus striatulus,Trachelyopterus striatulus,species,Chordata,Actinopteri,Siluriformes,Auchenipteridae,Trachelyopterus,1020245,258200,2344702,713091,accepted,NA,FALSE,NA,"(Steindachner, 1877)",Trachelyopterus striatulus,Trachelyopterus striatulus,Trachelyopterus striatulus,"Trachelyopterus striatulus (Steindachner, 1877)",1,0
Steindachneridion parahybae,Steindachneridion parahybae,species,Chordata,Actinopteri,Siluriformes,Pimelodidae,Steindachneridion,1020241,282871,2338978,297574,accepted,NA,FALSE,NA,"(Steindachner, 1877)",Steindachneridion parahybae,Steindachneridion parahybae,Steindachneridion parahybae,"Steindachneridion parahybae (Steindachner, 1877)",1,0
Esox aquitanicus,Esox aquitanicus,species,Chordata,Actinopteri,Esociformes,Esocidae,Esox,864782,645998,7832748,5819750,accepted,NA,FALSE,NA,"Denys, Dettai, Persat, Hautecoeur & Keith, 2014",Esox aquitanicus,Esox aquitanicus,Esox aquitanicus,"Esox aquitanicus Denys, Dettai, Persat, Hautecoeur & Keith, 2014",1,0
Nocomis asper,Nocomis asper,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Nocomis,1013149,140858,2365438,484803,accepted,NA,FALSE,NA,"Lachner & Jenkins, 1971",Nocomis asper,Nocomis asper,Nocomis asper,"Nocomis asper Lachner & Jenkins, 1971",1,0
Lepomis cyanellus,Lepomis cyanellus,species,Chordata,Actinopteri,Centrarchiformes,Centrarchidae,Lepomis,1022845,56076,2394494,476361,accepted,NA,FALSE,NA,"Rafinesque, 1819",Lepomis cyanellus,Lepomis cyanellus,Lepomis cyanellus,"Lepomis cyanellus Rafinesque, 1819",1,0
Sicydium punctatum,Sicydium punctatum,species,Chordata,Actinopteri,Gobiiformes,Gobiidae,Sicydium,282780,195882,5208762,248419,accepted,NA,FALSE,NA,"Perugia, 1896",Sicydium punctatum,Sicydium punctatum,Sicydium punctatum,"Sicydium punctatum Perugia, 1896",1,0
Chrosomus erythrogaster,Chrosomus erythrogaster,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Chrosomus,1020289,760536,2365382,319949,accepted,NA,FALSE,NA,"(Rafinesque, 1820)",Chrosomus erythrogaster,Chrosomus erythrogaster,Chrosomus erythrogaster,"Chrosomus erythrogaster (Rafinesque, 1820)",1,0
Noturus funebris,Noturus funebris,species,Chordata,Actinopteri,Siluriformes,Ictaluridae,Noturus,1019580,94843,2341011,139659,accepted,NA,FALSE,NA,"Gilbert & Swain, 1891",Noturus funebris,Noturus funebris,Noturus funebris,"Noturus funebris Gilbert & Swain, 1891",1,0
Hemimyzon formosanus,Hemimyzon formosanus,species,Chordata,Actinopteri,Cypriniformes,Balitoridae,Hemimyzon,1019383,196059,2358790,953276,accepted,NA,FALSE,NA,"(Boulenger, 1894)",Hemimyzon formosanus,Hemimyzon formosanus,Hemimyzon formosanus,"Hemimyzon formosanus (Boulenger, 1894)",1,0
Rhinogobius candidianus,Rhinogobius candidianus,species,Chordata,Actinopteri,Gobiiformes,Gobiidae,Rhinogobius,1026438,196060,2377612,946582,accepted,NA,FALSE,NA,"(Regan, 1908)",Rhinogobius candidianus,Rhinogobius candidianus,Rhinogobius candidianus,"Rhinogobius candidianus (Regan, 1908)",1,0
Puntius snyderi,Barbodes snyderi,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Puntius,1016959,196061,2363996,257065,unaccepted,synonym,FALSE,NA,"(Oshima, 1919)",Barbodes snyderi,Puntius snyderi,Puntius snyderi,"Puntius snyderi Oshima, 1919",1,0
Pterosturisoma microps,Pterosturisoma microps,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Pterosturisoma,1014698,203158,2340367,3623094,accepted,NA,FALSE,NA,"(Eigenmann & Allen, 1942)",Pterosturisoma microps,Pterosturisoma microps,Pterosturisoma microps,"Pterosturisoma microps (Eigenmann & Allen, 1942)",1,0
Benthochromis tricoti,Benthochromis tricoti,species,Chordata,Actinopteri,Cichliformes,Cichlidae,Benthochromis,1014336,203162,2373775,336327,accepted,NA,FALSE,NA,"(Poll, 1948)",Benthochromis tricoti,Benthochromis tricoti,Benthochromis tricoti,"Benthochromis tricoti (Poll, 1948)",1,0
Pseudohemiodon lamina,Pseudohemiodon lamina,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Pseudohemiodon,1020723,203167,2340386,3622653,accepted,NA,FALSE,NA,"(Günther, 1868)",Pseudohemiodon lamina,Pseudohemiodon lamina,Pseudohemiodon lamina,"Pseudohemiodon lamina (Günther, 1868)",1,0
Cyprichromis leptosoma,Cyprichromis leptosoma,species,Chordata,Actinopteri,Cichliformes,Cichlidae,Cyprichromis,1019204,155456,2372100,429285,accepted,NA,FALSE,NA,"(Boulenger, 1898)",Cyprichromis leptosoma,Cyprichromis leptosoma,Cyprichromis leptosoma,"Cyprichromis leptosoma (Boulenger, 1898)",1,0
Xenotilapia melanogenys,Xenotilapia melanogenys,species,Chordata,Actinopteri,Cichliformes,Cichlidae,Xenotilapia,1019042,203211,2369805,262057,accepted,NA,FALSE,NA,"(Boulenger, 1898)",Xenotilapia melanogenys,Xenotilapia melanogenys,Xenotilapia melanogenys,"Xenotilapia melanogenys (Boulenger, 1898)",1,0
Onychostoma barbatulum,Onychostoma barbatulum,species,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Onychostoma,1016344,454460,5962614,167322,accepted,NA,FALSE,NA,"(Pellegrin, 1908)",Onychostoma barbatulum,Onychostoma barbatulum,Onychostoma barbatulum,"Onychostoma barbatulum (Pellegrin, 1908)",1,0
Planaltina britskii,Planaltina britskii,species,Chordata,Actinopteri,Characiformes,Characidae,Planaltina,1384298,209379,2353878,627452,accepted,NA,FALSE,NA,"Menezes, Weitzman & Burns, 2003",Planaltina britskii,Planaltina britskii,Planaltina britskii,"Planaltina britskii Menezes, Weitzman & Burns, 2003",1,0
Psellogrammus kennedyi,Psellogrammus kennedyi,species,Chordata,Actinopteri,Characiformes,Characidae,Psellogrammus,1018712,209381,2354098,575370,accepted,NA,FALSE,NA,"(Eigenmann, 1903)",Psellogrammus kennedyi,Psellogrammus kennedyi,Psellogrammus kennedyi,"Psellogrammus kennedyi (Eigenmann, 1903)",1,0
Pyrrhulina australis,Pyrrhulina australis,species,Chordata,Actinopteri,Characiformes,Lebiasinidae,Pyrrhulina,1015077,209383,2355673,435753,accepted,NA,FALSE,NA,"Eigenmann & Kennedy, 1903",Pyrrhulina australis,Pyrrhulina australis,Pyrrhulina australis,"Pyrrhulina australis Eigenmann & Kennedy, 1903",1,0
Leporinus amblyrhynchus,Leporinus amblyrhynchus,species,Chordata,Actinopteri,Characiformes,Anostomidae,Leporinus,1011639,200692,2355414,506600,accepted,NA,FALSE,NA,"Garavello & Britski, 1987",Leporinus amblyrhynchus,Leporinus amblyrhynchus,Leporinus amblyrhynchus,"Leporinus amblyrhynchus Garavello & Britski, 1987",1,0
Leporinus lacustris,Leporinus lacustris,species,Chordata,Actinopteri,Characiformes,Anostomidae,Leporinus,1014389,200689,2355323,506606,accepted,NA,FALSE,NA,"Amaral Campos, 1945",Leporinus lacustris,Leporinus lacustris,Leporinus lacustris,"Leporinus lacustris Amaral Campos, 1945",1,0
