"","species","ednafish","mifishlist","npfish","hakaiseinefish"
"1814","Notropis telescopus",0,1,0,0
"1815","Noturus taylori",0,1,0,0
"1816","Novumbra hubbsi",0,1,1,0
"1817","Occidentarius platypogon",0,1,0,0
"1818","Ochetobius elongatus",0,1,0,0
"1819","Odaxothrissa losera",0,1,0,0
"1820","Odaxothrissa vittata",0,1,0,0
"1821","Odontamblyopus lacepedii",0,1,0,0
"1822","Odontamblyopus rebecca",0,1,0,0
"1823","Odontamblyopus rubicundus",0,1,0,0
"1824","Odontesthes sp. Odsp-001",0,1,0,0
"1825","Odontobutis haifengensis",0,1,0,0
"1826","Odontobutis interrupta",0,1,0,0
"1827","Odontobutis platycephala",0,1,0,0
"1828","Odontobutis potamophila",0,1,0,0
"1829","Odontobutis sinensis",0,1,0,0
"1830","Odontobutis yaluensis",0,1,0,0
"1831","Odonus niger",0,1,0,0
"1832","Oedalechilus labeo",0,1,0,0
"1833","Oedalechilus labiosus",0,1,0,0
"1834","Okamejei hollandi",0,1,0,0
"1835","Okamejei kenojei",0,1,0,0
"1836","Oligosarcus argenteus",0,1,0,0
"1837","Olisthops cyanomelas",0,1,0,0
"1838","Omegophora armilla",0,1,0,0
"1839","Ompok bimaculatus",0,1,0,0
"1840","Ompok pabda",0,1,0,0
"1841","Oncorhynchus clarkii",0,1,1,0
"1842","Oncorhynchus masou",0,1,0,0
"1843","Oncorhynchus mykiss x Salmo salar",0,1,0,0
"1844","Oneirodes thompsoni",0,1,1,0
"1845","Onychostoma alticorpus",0,1,0,0
"1846","Onychostoma barbatulum",0,1,0,0
"1847","Onychostoma barbatum",0,1,0,0
"1848","Onychostoma fangi",0,1,0,0
"1849","Onychostoma gerlachi",0,1,0,0
"1850","Onychostoma lini",0,1,0,0
"1851","Onychostoma macrolepis",0,1,0,0
"1852","Onychostoma meridionale",0,1,0,0
"1853","Onychostoma rara",0,1,0,0
"1854","Onychostoma simum",0,1,0,0
"1855","Oostethus brachyurus",0,1,0,0
"1856","Oostethus manadensis",0,1,0,0
"1857","Ophisurus macrorhynchos",0,1,0,0
"1858","Opisthoproctus soleatus",0,1,0,0
"1859","Opisthopterus tardoore",0,1,0,0
"1860","Opistognathus jacksoniensis",0,1,0,0
"1861","Oplegnathus fasciatus",0,1,0,0
"1862","Oplegnathus punctatus",0,1,0,0
"1863","Opsaridium ubangiense",0,1,0,0
"1864","Opsariichthys acutipinnis",0,1,0,0
"1865","Opsariichthys bidens",0,1,0,0
"1866","Opsariichthys evolans",0,1,0,0
"1867","Opsariichthys pachycephalus",0,1,0,0
"1868","Opsariichthys uncirostris",0,1,0,0
"1869","Opsopoeodus emiliae",0,1,0,0
"1870","Orectolobus japonicus",0,1,0,0
"1871","Oreichthys crenuchoides",0,1,0,0
"1872","Oreochromis andersonii",0,1,0,0
"1873","Oreochromis aureus",0,1,0,0
"1874","Oreochromis esculentus",0,1,0,0
"1875","Oreochromis macrochir",0,1,0,0
"1876","Oreochromis mossambicus",0,1,0,0
"1877","Oreochromis niloticus",0,1,0,0
"1878","Oreochromis niloticus x Oreochromis aureus",0,1,0,0
"1879","Oreochromis sp. KM-2006",0,1,0,0
"1880","Oreochromis sp. red tilapia",0,1,0,0
"1881","Oreochromis variabilis",0,1,0,0
"1882","Oreoglanis immaculatus",0,1,0,0
"1883","Oreoglanis jingdongensis",0,1,0,0
"1884","Oreoglanis macropterus",0,1,0,0
"1885","Oreoleuciscus potanini",0,1,0,0
"1886","Oreonectes daqikongensis",0,1,0,0
"1887","Oreonectes furcocaudalis",0,1,0,0
"1888","Oreonectes platycephalus",0,1,0,0
"1889","Orestias ascotanensis",0,1,0,0
"1890","Oryzias curvinotus",0,1,0,0
"1891","Oryzias dancena",0,1,0,0
"1892","Oryzias javanicus",0,1,0,0
"1893","Oryzias latipes",0,1,0,0
"1894","Oryzias luzonensis",0,1,0,0
"1895","Oryzias melastigma",0,1,0,0
"1896","Oryzias minutillus",0,1,0,0
"1897","Oryzias sarasinorum",0,1,0,0
"1898","Oryzias sinensis",0,1,0,0
"1899","Osmerus mordax",0,1,1,0
"1900","Osphronemus goramy",0,1,0,0
"1901","Osteobrama belangeri",0,1,0,0
"1902","Osteobrama cunma",0,1,0,0
"1903","Osteobrama feae",0,1,0,0
"1904","Osteochilus hasseltii",0,1,0,0
"1905","Osteochilus nashii",0,1,0,0
"1906","Osteochilus pentalineatus",0,1,0,0
"1907","Osteochilus salsburyi",0,1,0,0
"1908","Osteochilus schlegelii",0,1,0,0
"1909","Osteoglossum bicirrhosum",0,1,0,0
"1910","Ostichthys japonicus",0,1,0,0
"1911","Ostracion immaculatus",0,1,0,0
"1912","Ostracion rhinorhynchos",0,1,0,0
"1913","Otolithes ruber",0,1,0,0
"1914","Oxuderces dentatus",0,1,0,0
"1915","Oxyeleotris lineolata",0,1,0,0
"1916","Oxyeleotris marmorata",0,1,0,0
"1917","Oxygymnocypris stewartii",0,1,0,0
"1918","Oxymonacanthus longirostris",0,1,0,0
"1919","Oxynoemacheilus angorae",0,1,0,0
"1920","Oxyurichthys formosanus",0,1,0,0
"1921","Pachychilon pictum",0,1,0,0
"1922","Pachypanchax playfairii",0,1,0,0
"1923","Paedocypris progenetica",0,1,0,0
"1924","Pagellus acarne",0,1,0,0
"1925","Pagellus bogaraveo",0,1,0,0
"1926","Pagellus erythrinus",0,1,0,0
"1927","Pagothenia borchgrevinki",0,1,0,0
"1928","Pagrus auriga",0,1,0,0
"1929","Pagrus major",0,1,0,0
"1930","Pampus argenteus",0,1,0,0
"1931","Pampus chinensis",0,1,0,0
"1932","Pampus cinereus",0,1,0,0
"1933","Pampus echinogaster",0,1,0,0
"1934","Pampus minor",0,1,0,0
"1935","Pampus punctatissimus",0,1,0,0
"1936","Pampus sp. LY-2009",0,1,0,0
"1937","Pangasianodon gigas",0,1,0,0
"1938","Pangasianodon hypophthalmus",0,1,0,0
"1939","Pangasius larnaudii",0,1,0,0
"1940","Pangasius pangasius",0,1,0,0
"1941","Pangio anguillaris",0,1,0,0
"1942","Pangio cf. anguillaris CBM ZF 11605",0,1,0,0
"1943","Pangio cuneovirgata",0,1,0,0
"1944","Pangio kuhlii",0,1,0,0
"1945","Pangio oblonga",0,1,0,0
"1946","Pantodon buchholzi",0,1,0,0
"1947","Pao palembangensis",0,1,0,0
"1948","Papyrocranus congoensis",0,1,0,0
"1949","Parabotia banarescui",0,1,0,0
"1950","Parabotia fasciatus",0,1,0,0
"1951","Parabramis pekinensis",0,1,0,0
"1952","Paracanthobrama guichenoti",0,1,0,0
"1953","Paracanthurus hepatus",0,1,0,0
"1954","Paracentropyge multifasciata",0,1,0,0
"1955","Parachaenichthys charcoti",0,1,0,0
"1956","Parachanna insignis",0,1,0,0
"1957","Paracheirodon axelrodi",0,1,0,0
"1958","Paracheirodon innesi",0,1,0,0
"1959","Parachromis managuensis",0,1,0,0
"1960","Paracirrhites arcatus",0,1,0,0
"1961","Paraconger notialis",0,1,0,0
"1962","Parahucho perryi",0,1,0,0
"1963","Parajulis poecilepterus",0,1,0,0
"1964","Parakneria cameronensis",0,1,0,0
"1965","Paralaubuca typus",0,1,0,0
"1966","Paralichthys dentatus",0,1,0,0
"1967","Paralichthys lethostigma",0,1,0,0
"1968","Paralichthys olivaceus",0,1,0,0
"1969","Paraluteres prionurus",0,1,0,0
"1970","Paramisgurnus dabryanus",0,1,0,0
"1971","Paramonacanthus choirocephalus",0,1,1,0
"1972","Paramormyrops gabonensis",0,1,0,0
"1973","Paraneetroplus synspilus x Amphilophus citrinellus",0,1,0,0
"1974","Paraplagusia bilineata",0,1,1,0
"1975","Paraplagusia blochii",0,1,0,0
"1976","Paraplagusia japonica",0,1,0,0
"1977","Parapocryptes serperaster",0,1,0,0
"1978","Parapristipoma trilineatum",0,1,0,0
"1979","Pararasbora moltrechti",0,1,0,0
"1980","Parargyrops edita",0,1,0,0
"1981","Parasinilabeo assimilis",0,1,0,0
"1982","Parataeniophorus gulosus",0,1,0,0
"1983","Paratilapia polleni",0,1,0,0
"1984","Paratrypauchen microcephalus",0,1,0,0
"1985","Parazacco spilurus",0,1,0,0
"1986","Parazen pacificus",0,1,0,0
"1987","Pardachirus pavoninus",0,1,0,0
"1988","Paretroplus maculatus",0,1,0,0
"1989","Pareuchiloglanis anteanalis",0,1,0,0
"1990","Pareuchiloglanis gracilicaudata",0,1,0,0
"1991","Pareuchiloglanis longicauda",0,1,0,0
"1992","Pareuchiloglanis macrotrema",0,1,0,0
"1993","Pareuchiloglanis sinensis",0,1,0,0
"1994","Pareutropius debauwi",0,1,0,0
"1995","Parexocoetus brachypterus",0,1,0,0
"1996","Parupeneus chrysopleuron",0,1,0,0
"1997","Parupeneus multifasciatus",0,1,0,0
"1998","Pastinachus atrus",0,1,0,0
"1999","Pateobatis hortlei",0,1,0,0
"2000","Pateobatis jenkinsii",0,1,0,0
"2001","Pavoraja nitida",0,1,0,0
"2002","Pegasus volitans",0,1,0,0
"2003","Pelagocephalus marki",0,1,0,0
"2004","Pelecus cultratus",0,1,0,0
"2005","Pellona flavipinnis",0,1,0,0
"2006","Pellonula leonensis",0,1,0,0
"2007","Pelotretis flavilatus",0,1,0,0
"2008","Peltorhamphus novaezeelandiae",0,1,0,0
"2009","Pempheris schwenkii",0,1,0,0
"2010","Pennahia argentata",0,1,0,0
"2011","Pennahia macrocephalus",0,1,0,0
"2012","Pennahia pawak",0,1,0,0
"2013","Pentaceros japonicus",0,1,0,0
"2014","Pentaceros wheeleri",0,1,1,0
"2015","Peprilus triacanthus",0,1,0,0
"2016","Perca flavescens",0,1,1,0
"2017","Perca fluviatilis",0,1,0,0
"2018","Perca schrenkii",0,1,0,0
"2019","Percalates novemaculeata",0,1,0,0
"2020","Perccottus glenii",0,1,0,0
"2021","Percilia irwini",0,1,0,0
"2022","Percina brevicauda",0,1,0,0
"2023","Percina crypta",0,1,0,0
"2024","Percina macrolepida",0,1,0,0
"2025","Percocypris pingi",0,1,0,0
"2026","Percopsis transmontana",0,1,1,0
"2027","Periophthalmodon schlosseri",0,1,0,0
"2028","Periophthalmus argentilineatus",0,1,0,0
"2029","Periophthalmus magnuspinnatus",0,1,0,0
"2030","Periophthalmus minutus",0,1,0,0
"2031","Periophthalmus novemradiatus",0,1,0,0
"2032","Pervagor janthinosoma",0,1,0,0
"2033","Petenia splendida",0,1,0,0
"2034","Pethia conchonius",0,1,0,0
"2035","Pethia ticto",0,1,0,0
"2036","Petrocephalus microphthalmus",0,1,0,0
"2037","Petrocephalus soudanensis",0,1,0,0
"2038","Petrochromis trewavasae",0,1,0,0
"2039","Petromyzon marinus",0,1,0,0
"2040","Petroscirtes breviceps",0,1,0,0
"2041","Petrotilapia nigra",0,1,0,0
"2042","Petruichthys brevis",0,1,0,0
"2043","Phenacobius mirabilis",0,1,0,0
"2044","Phenacogrammus interruptus",0,1,0,0
"2045","Pholis fangi",0,1,0,0
"2046","Pholis nebulosa",0,1,0,0
"2047","Phoxinus keumkang",0,1,0,0
"2048","Phoxinus oxycephalus",0,1,0,0
"2049","Phoxinus phoxinus",0,1,0,0
"2050","Phoxinus semotilus",0,1,0,0
"2051","Phoxinus steindachneri",0,1,0,0
"2052","Phoxinus ujmonensis",0,1,0,0
"2053","Phractocephalus hemioliopterus",0,1,0,0
"2054","Phractolaemus ansorgii",0,1,0,0
"2055","Phycodurus eques",0,1,0,0
"2056","Physiculus japonicus",0,1,0,0
"2057","Piaractus brachypomus",0,1,0,0
"2058","Piaractus mesopotamicus",0,1,0,0
"2059","Pictichromis paccagnellae",0,1,0,0
"2060","Pimelodus maculatus",0,1,0,0
"2061","Pimelodus pictus",0,1,0,0
"2062","Pimephales notatus",0,1,0,0
"2063","Pimephales promelas",0,1,0,0
"2064","Placidochromis longimanus",0,1,0,0
"2065","Plagiognathops microlepis",0,1,0,0
"2066","Planiliza affinis",0,1,0,0
"2067","Planiliza haematocheilus",0,1,0,0
"2068","Planiliza macrolepis",0,1,0,0
"2069","Platax orbicularis",0,1,0,0
"2070","Platax teira",0,1,0,0
"2071","Platycephalus indicus",0,1,0,0
"2072","Platydoras armatulus",0,1,0,0
"2073","Platygobio gracilis",0,1,0,0
"2074","Platypharodon extremus",0,1,0,0
"2075","Platysmacheilus exiguus",0,1,0,0
"2076","Platysmacheilus longibarbatus",0,1,0,0
"2077","Platysmacheilus nudiventris",0,1,0,0
"2078","Platytroctes apus",0,1,0,0
"2079","Plecoglossus altivelis",0,1,0,0
"2080","Plectorhinchus cinctus",0,1,0,0
"2081","Plectorhinchus lineatus",0,1,0,0
"2082","Plectorhinchus orientalis",0,1,0,0
"2083","Plectorhinchus vittatus",0,1,0,0
"2084","Plectropomus areolatus",0,1,0,0
"2085","Plectropomus leopardus",0,1,0,0
"2086","Plesiobatis daviesi",0,1,0,0
"2087","Plesiomyzon baotingensis",0,1,0,0
"2088","Plesiops nakaharae",0,1,0,0
"2089","Pleuragramma antarctica",0,1,0,0
"2090","Pleurogrammus azonus",0,1,0,0
"2091","Pleurogrammus monopterygius",0,1,1,0
"2092","Pleuronichthys cornutus",0,1,0,0
"2093","Pleuronichthys japonicus",0,1,0,0
"2094","Plotosus japonicus",0,1,0,0
"2095","Plotosus lineatus",0,1,0,0
"2096","Poecilia formosa",0,1,0,0
"2097","Poecilia latipinna",0,1,0,0
"2098","Poecilia mexicana",0,1,0,0
"2099","Poecilia reticulata",0,1,0,0
"2100","Poecilia sphenops",0,1,0,0
"2101","Poeciliopsis monacha",0,1,0,0
"2102","Poeciliopsis occidentalis",0,1,0,0
"2103","Pogonichthys macrolepidotus",0,1,0,0
"2104","Pollachius pollachius",0,1,0,0
"2105","Pollachius virens",0,1,0,0
"2106","Polyacanthonotus rissoanus",0,1,0,0
"2107","Polydactylus plebeius",0,1,0,0
"2108","Polydactylus sextarius",0,1,0,0
"2109","Polymixia japonica",0,1,0,0
"2110","Polymixia lowei",0,1,0,0
"2111","Polynemus dubius",0,1,0,0
"2112","Polynemus paradiseus",0,1,0,0
"2113","Polyodon spathula",0,1,0,0
"2114","Polypterus ansorgii",0,1,0,0
"2115","Polypterus delhezi",0,1,0,0
"2116","Polypterus endlicherii",0,1,0,0
"2117","Polypterus mokelembembe",0,1,0,0
"2118","Polypterus ornatipinnis",0,1,0,0
"2119","Polypterus palmas",0,1,0,0
"2120","Polypterus retropinnis",0,1,0,0
"2121","Polypterus senegalus",0,1,0,0
"2122","Polypterus teugelsi",0,1,0,0
"2123","Polypterus weeksii",0,1,0,0
"2124","Polyspina piosae",0,1,0,0
"2125","Pomacanthus imperator",0,1,0,0
"2126","Pomacanthus xanthometopon",0,1,0,0
"2127","Pomatomus saltatrix",0,1,0,0
"2128","Pomoxis nigromaculatus",0,1,0,0
"2129","Ponticola kessleri",0,1,0,0
"2130","Porichthys myriaster",0,1,1,0
"2131","Poroderma pantherinum",0,1,0,0
"2132","Poromitra oscitans",0,1,1,0
"2133","Poropuntius bantamensis",0,1,0,0
"2134","Poropuntius normani",0,1,0,0
"2135","Potamalosa richmondia",0,1,0,0
"2136","Potamothrissa acutirostris",0,1,0,0
"2137","Potamothrissa obtusirostris",0,1,0,0
"2138","Potamotrygon magdalenae",0,1,0,0
"2139","Potamotrygon motoro",0,1,0,0
"2140","Premnas biaculeatus",0,1,0,0
"2141","Priacanthus macracanthus",0,1,0,0
"2142","Priacanthus tayenus",0,1,0,0
"2143","Prionace glauca",0,1,1,0
"2144","Pristigenys niphonia",0,1,0,0
"2145","Pristiophorus japonicus",0,1,0,0
"2146","Pristipomoides multidens",0,1,0,0
"2147","Pristis clavata",0,1,0,0
"2148","Pristis pectinata",0,1,0,0
"2149","Pristis pristis",0,1,0,0
"2150","Pristolepis rubripinnis",0,1,0,0
"2151","Probarbus jullieni",0,1,0,0
"2152","Procetichthys kreffti",0,1,0,0
"2153","Prochilodus argenteus",0,1,0,0
"2154","Prochilodus costatus",0,1,0,0
"2155","Prochilodus harttii",0,1,0,0
"2156","Prochilodus lineatus",0,1,0,0
"2157","Prochilodus vimboides",0,1,0,0
"2158","Procypris mera",0,1,0,0
"2159","Procypris rabaudi",0,1,0,0
"2160","Prognichthys sealei",0,1,0,0
"2161","Promethichthys prometheus",0,1,0,0
"2162","Pronothobranchius seymouri",0,1,0,0
"2163","Proscyllium habereri",0,1,0,0
"2164","Prosopium cylindraceum",0,1,1,0
"2165","Protomelas annectens",0,1,0,0
"2166","Protonibea diacanthus",0,1,0,0
"2167","Protopterus aethiopicus",0,1,0,0
"2168","Protopterus annectens",0,1,0,0
"2169","Protopterus dolloi",0,1,0,0
"2170","Protosalanx chinensis",0,1,0,0
"2171","Protosalanx hyalocranius",0,1,0,0
"2172","Psammoperca waigiensis",0,1,0,0
"2173","Psenes cyanophrys",0,1,0,0
"2174","Psenes pellucidus",0,1,0,0
"2175","Psenopsis anomala",0,1,0,0
"2176","Psephurus gladius",0,1,0,0
"2177","Psettina iijimae",0,1,0,0
"2178","Psettodes erumei",0,1,0,0
"2179","Pseudaesopia japonica",0,1,0,0
"2180","Pseudalutarius nasicornis",0,1,0,0
"2181","Pseudanthias dispar",0,1,0,0
"2182","Pseudaspius leptocephalus",0,1,0,0
"2183","Pseudecheneis sulcata",0,1,0,0
"2184","Pseudexostoma yunnanense",0,1,0,0
"2185","Pseudobagrus albomarginatus",0,1,0,0
"2186","Pseudobagrus brevicaudatus",0,1,0,0
"2187","Pseudobagrus brevicorpus",0,1,0,0
"2188","Pseudobagrus crassilabris",0,1,0,0
"2189","Pseudobagrus emarginatus",0,1,0,0
"2190","Pseudobagrus koreanus",0,1,0,0
"2191","Pseudobagrus medianalis",0,1,0,0
"2192","Pseudobagrus ondon",0,1,0,0
"2193","Pseudobagrus pratti",0,1,0,0
"2194","Pseudobagrus tenuis",0,1,0,0
"2195","Pseudobagrus trilineatus",0,1,0,0
"2196","Pseudobagrus truncatus",0,1,0,0
"2197","Pseudobalistes flavimarginatus",0,1,0,0
"2198","Pseudobalistes fuscus",0,1,0,0
"2199","Pseudobrama simoni",0,1,0,0
"2200","Pseudocarcharias kamoharai",0,1,0,0
"2201","Pseudochondrostoma polylepis",0,1,0,0
"2202","Pseudogastromyzon fasciatus",0,1,0,0
"2203","Pseudogastromyzon myersi",0,1,0,0
"2204","Pseudogobio esocinus",0,1,0,0
"2205","Pseudogobio vaillanti",0,1,0,0
"2206","Pseudogobius fulvicaudus",0,1,0,0
"2207","Pseudogobius javanicus",0,1,0,0
"2208","Pseudogobius taijiangensis",0,1,0,0
"2209","Pseudogyrinocheilus prochilus",0,1,0,0
"2210","Pseudohemiculter dispar",0,1,0,0
"2211","Pseudohomaloptera leonardi",0,1,0,0
"2212","Pseudolabrus eoethinus",0,1,0,0
"2213","Pseudolabrus sieboldi",0,1,0,0
"2214","Pseudolaubuca engraulis",0,1,0,0
"2215","Pseudolaubuca sinensis",0,1,0,0
"2216","Pseudomonacanthus peroni",0,1,0,0
"2217","Pseudomyxus capensis",0,1,0,0
"2218","Pseudopentaceros richardsoni",0,1,0,0
"2219","Pseudoplatystoma corruscans",0,1,0,0
"2220","Pseudoplatystoma magdaleniatum",0,1,0,0
"2221","Pseudoplatystoma reticulatum",0,1,0,0
"2222","Pseudopleuronectes yokohamae",0,1,0,0
"2223","Pseudopungtungia nigra",0,1,0,0
"2224","Pseudopungtungia tenuicorpus",0,1,0,0
"2225","Pseudorasbora elongata",0,1,0,0
"2226","Pseudorasbora parva",0,1,0,0
"2227","Pseudorasbora pumila",0,1,0,0
"2228","Pseudorhombus cinnamoneus",0,1,0,0
"2229","Pseudorhombus dupliciocellatus",0,1,0,0
"2230","Pseudotolithus elongatus",0,1,0,0
"2231","Pseudotolithus senegallus",0,1,0,0
"2232","Pseudotriakis microdon",0,1,0,0
"2233","Pseudotropheus crabro",0,1,0,0
"2234","Psilorhynchus balitora",0,1,0,0
"2235","Psilorhynchus homaloptera",0,1,0,0
"2236","Psilorhynchus pseudecheneis",0,1,0,0
"2237","Psilorhynchus sucatio",0,1,0,0
"2238","Pteraclis aesticola",0,1,0,0
"2239","Pteragogus flagellifer",0,1,0,0
"2240","Pterapogon kauderni",0,1,0,0
"2241","Pterocaesio tile",0,1,0,0
"2242","Pterocryptis cochinchinensis",0,1,0,0
"2243","Pterois miles",0,1,0,0
"2244","Pterois volitans",0,1,0,0
"2245","Pteronotropis hypselopterus",0,1,0,0
"2246","Pterophyllum altum",0,1,0,0
"2247","Pterophyllum scalare",0,1,0,0
"2248","Pteroplatytrygon violacea",0,1,1,0
"2249","Pterothrissus gissu",0,1,0,0
"2250","Pterygoplichthys disjunctivus",0,1,0,0
"2251","Ptychidio jordani",0,1,0,0
"2252","Ptychobarbus chungtienensis",0,1,0,0
"2253","Ptychobarbus dipogon",0,1,0,0
"2254","Ptychobarbus kaznakovi",0,1,0,0
"2255","Ptychochromoides katria",0,1,0,0
"2256","Pundamilia nyererei",0,1,0,0
"2257","Pungitius hellenicus",0,1,0,0
"2258","Pungitius kaibarae",0,1,0,0
"2259","Pungitius laevis",0,1,0,0
"2260","Pungitius platygaster",0,1,0,0
"2261","Pungitius pungitius",0,1,1,0
"2262","Pungitius sinensis",0,1,0,0
"2263","Pungitius tymensis",0,1,0,0
"2264","Pungtungia herzi",0,1,0,0
"2265","Pungu maclareni",0,1,0,0
"2266","Puntigrus partipentazona",0,1,0,0
"2267","Puntigrus tetrazona",0,1,0,0
"2268","Puntioplites proctozystron",0,1,0,0
"2269","Puntius eugrammus",0,1,0,0
"2270","Puntius sahyadriensis",0,1,0,0
"2271","Puntius semifasciolatus",0,1,0,0
"2272","Puntius snyderi",0,1,0,0
"2273","Pygocentrus nattereri",0,1,0,0
"2274","Pygoplites diacanthus",0,1,0,0
"2275","Pylodictis olivaris",0,1,0,0
"2276","Pythonichthys microphthalmus",0,1,0,0
"2277","Rachycentron canadum",0,1,0,0
"2278","Raiamas guttatus",0,1,0,0
"2279","Raiamas senegalensis",0,1,0,0
"2280","Raja asterias",0,1,0,0
"2281","Raja clavata",0,1,0,0
"2282","Raja miraletus",0,1,0,0
"2283","Raja polystigma",0,1,0,0
"2284","Raja pulchra",0,1,0,0
"2285","Raja rhina",0,1,1,0
"2286","Ranzania laevis",0,1,0,0
"2287","Rasbora aprotaenia",0,1,0,0
"2288","Rasbora argyrotaenia",0,1,0,0
"2289","Rasbora daniconius",0,1,0,0
"2290","Rasbora lateristriata",0,1,0,0
"2291","Rasbora steineri",0,1,0,0
"2292","Rasbora sumatrana",0,1,0,0
"2293","Rasbora trilineata",0,1,0,0
"2294","Rasboroides vaterifloris",0,1,0,0
"2295","Rastrelliger brachysoma",0,1,0,0
"2296","Rastrelliger kanagurta",0,1,0,0
"2297","Rectoris posehensis",0,1,0,0
"2298","Redigobius bikolanus",0,1,0,0
"2299","Reinhardtius hippoglossoides",0,1,1,0
"2300","Repomucenus curvicornis",0,1,0,0
"2301","Retroculus lapidifer",0,1,0,0
"2302","Retropinna retropinna",0,1,0,0
"2303","Retropinna semoni",0,1,0,0
"2304","Rexea nakamurai",0,1,0,0
"2305","Rexea solandri",0,1,0,0
"2306","Rhabdosargus sarba",0,1,0,0
"2307","Rhamphochromis esox",0,1,0,0
"2308","Rhina ancylostoma",0,1,0,0
"2309","Rhincodon typus",0,1,1,0
"2310","Rhinecanthus aculeatus",0,1,0,0
"2311","Rhinichthys atratulus",0,1,0,0
"2312","Rhinichthys obtusus",0,1,0,0
"2313","Rhinichthys osculus",0,1,0,0
"2314","Rhinobatos hynnicephalus",0,1,0,0
"2315","Rhinobatos schlegelii",0,1,0,0
"2316","Rhinochimaera pacifica",0,1,0,0
"2317","Rhinogobio cylindricus",0,1,0,0
"2318","Rhinogobio typus",0,1,0,0
"2319","Rhinogobio ventralis",0,1,0,0
"2320","Rhinogobius brunneus",0,1,0,0
"2321","Rhinogobius cliffordpopei",0,1,0,0
"2322","Rhinogobius leavelli",0,1,0,0
"2323","Rhinogobius rubromaculatus",0,1,0,0
"2324","Rhinogobius similis",0,1,0,0
"2325","Rhinomuraena quaesita",0,1,0,0
"2326","Rhodeus amarus",0,1,0,0
"2327","Rhodeus fangi",0,1,0,0
"2328","Rhodeus lighti",0,1,0,0
"2329","Rhodeus notatus",0,1,0,0
"2330","Rhodeus ocellatus",0,1,0,0
"2331","Rhodeus sericeus",0,1,0,0
"2332","Rhodeus shitaiensis",0,1,0,0
"2333","Rhodeus sinensis",0,1,0,0
"2334","Rhodeus suigensis",0,1,0,0
"2335","Rhodeus uyekii",0,1,0,0
"2336","Rhyacichthys aspro",0,1,0,0
"2337","Rhynchactis macrothrix",0,1,0,0
"2338","Rhynchobatus australiae",0,1,0,0
"2339","Rhynchocypris lagowskii",0,1,0,0
"2340","Rhynchocypris percnurus",0,1,0,0
"2341","Rhynchopelates oxyrhynchus",0,1,0,0
"2342","Richardsonius balteatus",0,1,0,0
"2343","Rita rita",0,1,0,0
"2344","Robinsia catherinae",0,1,0,0
"2345","Rocio octofasciata",0,1,0,0
"2346","Romanogobio ciscaucasicus",0,1,0,0
"2347","Romanogobio tenuicorpus",0,1,0,0
"2348","Rondeletia loricata",0,1,1,0
"2349","Rudarius ercodes",0,1,0,0
"2350","Ruvettus pretiosus",0,1,0,0
"2351","Sabanejewia radnensis",0,1,0,0
"2352","Saccopharynx lavenbergi",0,1,0,0
"2353","Sagamichthys abei",0,1,1,0
"2354","Sahyadria chalakkudiensis",0,1,0,0
"2355","Sahyadria denisonii",0,1,0,0
"2356","Salangichthys microdon",0,1,0,0
"2357","Salanx ariakensis",0,1,0,0
"2358","Salanx cuvieri",0,1,0,0
"2359","Salarias fasciatus",0,1,0,0
"2360","Salminus brasiliensis",0,1,0,0
"2361","Salmo ischchan",0,1,0,0
"2362","Salmo obtusirostris",0,1,0,0
"2363","Salmo trutta",0,1,1,0
"2364","Salmostoma bacalia",0,1,0,0
"2365","Salvelinus albus",0,1,0,0
"2366","Salvelinus alpinus",0,1,1,0
"2367","Salvelinus curilus",0,1,0,0
"2368","Salvelinus fontinalis",0,1,1,0
"2369","Salvelinus fontinalis x Salvelinus malma",0,1,0,0
"2370","Salvelinus kuznetzovi",0,1,0,0
"2371","Salvelinus leucomaenis",0,1,0,0
"2372","Salvelinus namaycush",0,1,0,0
"2373","Samaris cristatus",0,1,0,0
"2374","Samariscus latus",0,1,0,0
"2375","Sander canadensis",0,1,0,0
"2376","Sander lucioperca",0,1,0,0
"2377","Sander vitreus",0,1,0,0
"2378","Sarcocheilichthys biwaensis",0,1,0,0
"2379","Sarcocheilichthys davidi",0,1,0,0
"2380","Sarcocheilichthys kiangsiensis",0,1,0,0
"2381","Sarcocheilichthys lacustris",0,1,0,0
"2382","Sarcocheilichthys nigripinnis",0,1,0,0
"2383","Sarcocheilichthys parvus",0,1,0,0
"2384","Sarcocheilichthys sinensis",0,1,0,0
"2385","Sarcocheilichthys variegatus",0,1,0,0
"2386","Sardina pilchardus",0,1,0,0
"2387","Sardinella albella",0,1,0,0
"2388","Sardinella fijiensis",0,1,0,0
"2389","Sardinella gibbosa",0,1,0,0
"2390","Sardinella lemuru",0,1,0,0
"2391","Sardinella longiceps",0,1,0,0
"2392","Sardinella maderensis",0,1,0,0
"2393","Sardinops melanostictus",0,1,0,0
"2394","Sargocentron rubrum",0,1,0,0
"2395","Sargocentron spiniferum",0,1,0,0
"2396","Sarotherodon linnellii",0,1,0,0
"2397","Sarotherodon lohbergeri",0,1,0,0
"2398","Sarotherodon melanotheron",0,1,0,0
"2399","Saurida microlepis",0,1,0,0
"2400","Saurida umeyoshii",0,1,0,0
"2401","Saurida undosquamis",0,1,0,0
"2402","Saurida wanieso",0,1,0,0
"2403","Saurogobio dabryi",0,1,0,0
"2404","Saurogobio dumerili",0,1,0,0
