species,phylum,class,obisgbif,hakaisample,verifiedbc
Triconia derivata,Arthropoda,Copepoda,1,0,0
Diastylis umatillensis,Arthropoda,Malacostraca,1,0,0
Pseudopotamilla myriops,Annelida,Polychaeta,1,0,0
Echinodesmodora spinulosa,Nematoda,Chromadorea,1,0,0
Peavinenemertes whiteleyi,Nemertea,Pilidiophora,1,0,0
Undeuchaeta plumosa,Arthropoda,Copepoda,1,0,0
Gaetanus pungens,Arthropoda,Copepoda,1,0,0
Herrmannella panopeae,Arthropoda,Copepoda,1,0,0
Colurella dicentra,Rotifera,Eurotatoria,1,0,0
Jassa morinoi,Arthropoda,Malacostraca,1,0,0
Swiftia spauldingi,Cnidaria,Anthozoa,1,0,0
Paragorgia regalis,Cnidaria,Anthozoa,1,0,0
Ritterella rubra,Chordata,Ascidiacea,1,1,1
Tubifex tubifex,Annelida,Clitellata,1,0,0
Agalma okenii,Cnidaria,Hydrozoa,1,0,0
Hymeniacidon perlevis,Porifera,Demospongiae,1,0,0
Neptunea heros,Mollusca,Gastropoda,1,0,0
Xylophaga oregona,Mollusca,Bivalvia,1,0,0
Anomia chinensis,Mollusca,Bivalvia,1,0,0
Xylophaga microchira,Mollusca,Bivalvia,1,0,0
Edwardsiella loveni,Cnidaria,Anthozoa,1,0,0
Distichopora borealis,Cnidaria,Hydrozoa,1,0,0
Ciliocincta sabellariae,Orthonectida,0,1,0,0
Sanjuannemertes willowsi,Nemertea,Hoplonemertea,1,0,0
Oribatula tibialis,Arthropoda,Arachnida,1,0,0
Oppiella nova,Arthropoda,Arachnida,1,0,0
Acanthochondria hippoglossi,Arthropoda,Copepoda,1,0,0
Thorlaksonius subcarinatus,Arthropoda,Malacostraca,1,0,0
Megamoera bowmani,Arthropoda,Malacostraca,1,0,0
Parapleustes assimilis,Arthropoda,Malacostraca,1,0,0
Hargeria rapax,Arthropoda,Malacostraca,1,0,0
Foxiphalus falciformis,Arthropoda,Malacostraca,1,0,0
Hourstonius vilordes,Arthropoda,Malacostraca,1,0,0
Ligia oceanica,Arthropoda,Malacostraca,1,0,0
Acanthochondria epachthes,Arthropoda,Copepoda,1,0,0
Carinonajna carli,Arthropoda,Malacostraca,1,0,0
Eohaustorius estuarius,Arthropoda,Malacostraca,1,0,0
Exosphaeroma rhomburum,Arthropoda,Malacostraca,1,0,0
Heteropleustes setosus,Arthropoda,Malacostraca,1,0,0
Hippomedon columbianus,Arthropoda,Malacostraca,1,0,0
Tecticeps convexus,Arthropoda,Malacostraca,1,0,0
Exacanthomysis davisi,Arthropoda,Malacostraca,1,0,0
Chromopleustes lineatus,Arthropoda,Malacostraca,1,0,0
Thorlaksonius truncatus,Arthropoda,Malacostraca,1,0,0
Holmesimysis nuda,Arthropoda,Malacostraca,1,0,0
Deflexilodes tuberculatus,Arthropoda,Malacostraca,1,0,0
Maera loveni,Arthropoda,Malacostraca,1,0,0
Caprella pustulata,Arthropoda,Malacostraca,1,0,0
Bathycopea daltonae,Arthropoda,Malacostraca,1,0,0
Polycheria carinata,Arthropoda,Malacostraca,1,0,0
Accedomoera vagor,Arthropoda,Malacostraca,1,0,0
Paraphoxus gracilis,Arthropoda,Malacostraca,1,0,0
Alatajassa similis,Arthropoda,Malacostraca,1,0,0
Monoculodes latissimanus,Arthropoda,Malacostraca,1,0,0
Maera bousfieldi,Arthropoda,Malacostraca,1,0,0
Americhelidium setosum,Arthropoda,Malacostraca,1,0,0
Crangon allmanni,Arthropoda,Malacostraca,1,0,0
Metacaprella ferrea,Arthropoda,Malacostraca,1,0,0
Parallorchestes leblondi,Arthropoda,Malacostraca,1,0,0
Aristias falcatus,Arthropoda,Malacostraca,1,0,0
Proneomysis wailesi,Arthropoda,Malacostraca,1,0,0
Alamprops carinatus,Arthropoda,Malacostraca,1,0,0
Holmesimysis sculpta,Arthropoda,Malacostraca,1,0,0
Carinonajna botanica,Arthropoda,Malacostraca,1,0,0
Ericthonius punctatus,Arthropoda,Malacostraca,1,0,0
Aristias japonicus,Arthropoda,Malacostraca,1,0,0
Foxiphalus fucaximeus,Arthropoda,Malacostraca,1,0,0
Lithodes maja,Arthropoda,Malacostraca,1,0,0
Stegocephalexia penelope,Arthropoda,Malacostraca,1,0,0
Alienacanthomysis macropsis,Arthropoda,Malacostraca,1,0,0
Pleurogonium californiense,Arthropoda,Malacostraca,1,0,0
Kamptopleustes spinosus,Arthropoda,Malacostraca,1,0,0
Paraphoxus pacificus,Arthropoda,Malacostraca,1,0,0
Mandibulophoxus alaskensis,Arthropoda,Malacostraca,1,0,0
Eohaustorius sawyeri,Arthropoda,Malacostraca,1,0,0
Cheirimedeia similicarpa,Arthropoda,Malacostraca,1,0,0
Americorophium salmonis,Arthropoda,Malacostraca,1,0,0
Rhachotropis americana,Arthropoda,Malacostraca,1,0,0
Caprella borealis,Arthropoda,Malacostraca,1,0,0
Gnathopleustes den,Arthropoda,Malacostraca,1,0,0
Rhachotropis distincta,Arthropoda,Malacostraca,1,0,0
Carinonajna bicarinata,Arthropoda,Malacostraca,1,0,0
Rhachotropis natator,Arthropoda,Malacostraca,1,0,0
Monoculodes emarginatus,Arthropoda,Malacostraca,1,0,0
Leucothoe alata,Arthropoda,Malacostraca,1,0,0
Limnoria lignorum,Arthropoda,Malacostraca,1,0,0
Locustogammarus locustoides,Arthropoda,Malacostraca,1,0,0
Herpyllobius elongata,Arthropoda,Copepoda,1,0,0
Kamptopleustes coquillus,Arthropoda,Malacostraca,1,0,0
Carinonajna longimana,Arthropoda,Malacostraca,1,0,0
Caprella equilibra,Arthropoda,Malacostraca,1,0,0
Clavella perfida,Arthropoda,Copepoda,1,0,0
Trachypleustes vancouverensis,Arthropoda,Malacostraca,1,0,0
Ampelisca hessleri,Arthropoda,Malacostraca,1,0,0
Paciforchestia klawei,Arthropoda,Malacostraca,1,0,0
Pseudomma truncatum,Arthropoda,Malacostraca,1,0,0
Foxiphalus xiximeus,Arthropoda,Malacostraca,1,0,0
Carinonajna bispinosa,Arthropoda,Malacostraca,1,0,0
Eudorellopsis biplicata,Arthropoda,Malacostraca,1,0,0
Monoculodes latimanus,Arthropoda,Malacostraca,1,0,0
Parapleustes americanus,Arthropoda,Malacostraca,1,0,0
Dynamenella perforata,Arthropoda,Malacostraca,1,0,0
Byblis mulleni,Arthropoda,Malacostraca,1,0,0
Prachynella lodo,Arthropoda,Malacostraca,1,0,0
Pseudharpinia inexpectata,Arthropoda,Malacostraca,1,0,0
Caprella striata,Arthropoda,Malacostraca,1,0,0
Anisogammarus slatteryi,Arthropoda,Malacostraca,1,0,0
Pagurus bernhardus,Arthropoda,Malacostraca,1,0,0
Mandibulophoxus mayi,Arthropoda,Malacostraca,1,0,0
Holmesimysis costata,Arthropoda,Malacostraca,1,0,0
Eusirella multicalceola,Arthropoda,Malacostraca,1,0,0
Pakynus chelatum,Arthropoda,Malacostraca,1,0,0
Holopleustes aequipes,Arthropoda,Malacostraca,1,0,0
Quadrimaera vigota,Arthropoda,Malacostraca,1,0,0
Photis macinerneyi,Arthropoda,Malacostraca,1,0,0
Synidotea pettiboneae,Arthropoda,Malacostraca,1,0,0
Eurythenes gryllus,Arthropoda,Malacostraca,1,0,0
Neopleustes columbianus,Arthropoda,Malacostraca,1,0,0
Acanthochondria margolisi,Arthropoda,Copepoda,1,0,0
Politolana impressa,Arthropoda,Malacostraca,1,0,0
Metacarcinus anthonyi,Arthropoda,Malacostraca,1,0,0
Rhepoxynius barnardi,Arthropoda,Malacostraca,1,0,0
Holmesimysis sculptoides,Arthropoda,Malacostraca,1,0,0
Wecomedon similis,Arthropoda,Malacostraca,1,0,0
Pleusymtes pacifica,Arthropoda,Malacostraca,1,0,0
Lepeophtheirus nordmannii,Arthropoda,Copepoda,1,0,0
Photis pachydactyla,Arthropoda,Malacostraca,1,0,0
Apolochus neapolitanus,Arthropoda,Malacostraca,1,0,0
Majoxiphalus maximus,Arthropoda,Malacostraca,1,0,0
Caprella ungulina,Arthropoda,Malacostraca,1,0,0
Protolafystius madillae,Arthropoda,Malacostraca,1,0,0
Acanthochondria dojirii,Arthropoda,Copepoda,1,0,0
Monoculodes brevirostris,Arthropoda,Malacostraca,1,0,0
Joeropsis lobata,Arthropoda,Malacostraca,1,0,0
Pakynus barnardi,Arthropoda,Malacostraca,1,0,0
Pentidotea recta,Arthropoda,Malacostraca,1,0,0
Platycyamus flaviscutatus,Arthropoda,Malacostraca,1,0,0
Polycheria mixillae,Arthropoda,Malacostraca,1,0,0
Desdimelita barnardi,Arthropoda,Malacostraca,1,0,0
Anisogammarus epistomus,Arthropoda,Malacostraca,1,0,0
Westwoodilla megalops,Arthropoda,Malacostraca,1,0,0
Exosphaeroma inornata,Arthropoda,Malacostraca,1,0,0
Najna parva,Arthropoda,Malacostraca,1,0,0
Hippomedon granulosus,Arthropoda,Malacostraca,1,0,0
Cirolana diminuta,Arthropoda,Malacostraca,1,0,0
Jassa shawi,Arthropoda,Malacostraca,1,0,0
Chevalia aviculae,Arthropoda,Malacostraca,1,0,0
Aristias curtipes,Arthropoda,Malacostraca,1,0,0
Grandifoxus dixonensis,Arthropoda,Malacostraca,1,0,0
Schistobrachia tertia,Arthropoda,Copepoda,1,0,0
Cyphocaris anonyx,Arthropoda,Malacostraca,1,0,0
Synidotea minuta,Arthropoda,Malacostraca,1,0,0
Rhachotropis boreopacifica,Arthropoda,Malacostraca,1,0,0
Parallorchestes minima,Arthropoda,Malacostraca,1,0,0
Nymphopsis spinosissimum,Arthropoda,Pycnogonida,1,0,0
Desdimelita transmelita,Arthropoda,Malacostraca,1,0,0
Synidotea ritteri,Arthropoda,Malacostraca,1,0,0
Hamaticolax occultus,Arthropoda,Copepoda,1,0,0
Pseudopeniculus asinus,Arthropoda,Copepoda,1,0,0
Thorlaksonius borealis,Arthropoda,Malacostraca,1,0,0
Pinnotheres pisum,Arthropoda,Malacostraca,1,0,0
Parametaphoxus quaylei,Arthropoda,Malacostraca,1,0,0
Akanthophoreus gracilis,Arthropoda,Malacostraca,1,0,0
Parallorchestes nuda,Arthropoda,Malacostraca,1,0,0
Carinonajna barnardi,Arthropoda,Malacostraca,1,0,0
Acanthochondria vancouverensis,Arthropoda,Copepoda,1,0,0
Eohaustorius brevicuspis,Arthropoda,Malacostraca,1,0,0
Lepidepecreum garthi,Arthropoda,Malacostraca,1,0,0
Joeropsis setosa,Arthropoda,Malacostraca,1,0,0
Pseudoliropus vanus,Arthropoda,Malacostraca,1,0,0
Cryptodius unguidactylus,Arthropoda,Malacostraca,1,0,0
Gnathopleustes trichodus,Arthropoda,Malacostraca,1,0,0
Tethygeneia makarovi,Arthropoda,Malacostraca,1,0,0
Aegiochus arctica,Arthropoda,Malacostraca,1,0,0
Rhachotropis minuta,Arthropoda,Malacostraca,1,0,0
Lamprops fuscatus,Arthropoda,Malacostraca,1,0,0
Leptostylis longimana,Arthropoda,Malacostraca,1,0,0
Monocorophium californianum,Arthropoda,Malacostraca,1,0,0
Rhachotropis inflata,Arthropoda,Malacostraca,1,0,0
Ianiropsis epilittoralis,Arthropoda,Malacostraca,1,0,0
Spinulogammarus subcarinatus,Arthropoda,Malacostraca,1,0,0
Monocorophium steinegeri,Arthropoda,Malacostraca,1,0,0
Carinonajna oculata,Arthropoda,Malacostraca,1,0,0
Holmesimysis nudensis,Arthropoda,Malacostraca,1,0,0
Paraphoxus similis,Arthropoda,Malacostraca,1,0,0
Pacifoculodes levingsi,Arthropoda,Malacostraca,1,0,0
Sergestes atlanticus,Arthropoda,Malacostraca,1,0,0
Pagurus pubescens,Arthropoda,Malacostraca,1,0,0
Caprella gracilior,Arthropoda,Malacostraca,1,0,0
Neocyamus physeteris,Arthropoda,Malacostraca,1,0,0
Rhepoxynius fatigans,Arthropoda,Malacostraca,1,0,0
Chondracanthus pusillus,Arthropoda,Copepoda,1,0,0
Romaleon gibbosulum,Arthropoda,Malacostraca,1,0,0
Pontogeneia kondakovi,Arthropoda,Malacostraca,1,0,0
Munna spinifrons,Arthropoda,Malacostraca,1,0,0
Metopella angusta,Arthropoda,Malacostraca,1,0,0
Nymphon microrhynchum,Arthropoda,Pycnogonida,1,0,0
Leucothoe minima,Arthropoda,Malacostraca,1,0,0
Lebbeus acudactylus,Arthropoda,Malacostraca,1,0,0
Lebbeus microceros,Arthropoda,Malacostraca,1,0,0
Chondracanthus narium,Arthropoda,Copepoda,1,0,0
Rhachotropis calceolata,Arthropoda,Malacostraca,1,0,0
Pachychelium fucaensis,Arthropoda,Malacostraca,1,0,0
Pagurus brandti,Arthropoda,Malacostraca,1,0,0
Euchirella grandicornis,Arthropoda,Copepoda,1,0,0
Crangon alaskensis,Arthropoda,Malacostraca,1,0,0
Lyrodus takanoshimensis,Mollusca,Bivalvia,1,0,0
Cerithiopsis stephensae,Mollusca,Gastropoda,1,0,0
Neptunea humboldtiana,Mollusca,Gastropoda,1,0,0
Stiliger fuscovittatus,Mollusca,Gastropoda,1,0,0
Lamellaria diegoensis,Mollusca,Gastropoda,1,0,0
Doropygus fernaldi,Arthropoda,Copepoda,1,0,0
Campula oblonga,Platyhelminthes,Trematoda,1,0,0
Marionina charlottensis,Annelida,Clitellata,1,0,0
Mytilicola orientalis,Arthropoda,Copepoda,1,0,0
Crassostrea virginica,Mollusca,Bivalvia,1,0,0
Petricolaria pholadiformis,Mollusca,Bivalvia,1,0,0
Koinostylochus ostreophagus,Platyhelminthes,0,1,0,0
Nippoleucon hinumensis,Arthropoda,Malacostraca,1,0,0
Errinopora pourtalesii,Cnidaria,Hydrozoa,1,0,0
Echinoclathria beringensis,Porifera,Demospongiae,1,0,0
Bathypathes alaskensis,Cnidaria,Anthozoa,1,0,0
Aulosaccus schulzei,Porifera,Hexactinellida,1,0,0
Crypthelia trophostega,Cnidaria,Hydrozoa,1,0,0
Lillipathes lillei,Cnidaria,Anthozoa,1,0,0
Aulactinia vancouverensis,Cnidaria,Anthozoa,1,0,0
Tegella circumclathrata,Bryozoa,Gymnolaemata,1,0,0
Calliopius carinatus,Arthropoda,Malacostraca,1,1,1
Clytia kincaidi,Cnidaria,Hydrozoa,1,0,0
Cerebratulus albifrons,Nemertea,Pilidiophora,1,1,1
Hemioniscus balani,Arthropoda,Malacostraca,1,0,0
Cheiriphotis megacheles,Arthropoda,Malacostraca,1,0,0
Septentriopora nigrans,Bryozoa,Gymnolaemata,1,0,0
Pseudopotamilla socialis,Annelida,Polychaeta,1,0,0
Oenopota elegans,Mollusca,Gastropoda,1,0,0
Lepidasthenia alba,Annelida,Polychaeta,1,0,0
Huntemannia jadensis,Arthropoda,Copepoda,1,0,0
Lanassa gracilis,Annelida,Polychaeta,1,0,0
Enteroxenos oestergreni,Mollusca,Gastropoda,1,0,0
Amblyosyllis speciosa,Annelida,Polychaeta,1,1,1
Clytia linearis,Cnidaria,Hydrozoa,1,1,1
Heterolaophonte longisetigera,Arthropoda,Copepoda,1,0,0
Eudendrium irregulare,Cnidaria,Hydrozoa,1,0,0
Caecum orcutti,Mollusca,Gastropoda,1,0,0
Vilasina seminuda,Mollusca,Bivalvia,1,0,0
Eurylepta californica,Platyhelminthes,0,1,0,0
Dynamena crisioides,Cnidaria,Hydrozoa,1,0,0
Pronucula tenuis,Mollusca,Bivalvia,1,0,0
Mya uzenensis,Mollusca,Bivalvia,1,0,0
Glaucus atlanticus,Mollusca,Gastropoda,1,0,0
Neognathophausia gigas,Arthropoda,Malacostraca,1,0,0
Ceramaster clarki,Echinodermata,Asteroidea,1,0,0
Chirona evermanni,Arthropoda,Thecostraca,1,0,0
Macrosetella gracilis,Arthropoda,Copepoda,1,0,0
Primno abyssalis,Arthropoda,Malacostraca,1,1,1
Exolaternula spengleri,Mollusca,Bivalvia,1,0,0
Wahlia pulchella,Platyhelminthes,0,1,0,0
Kanamarua adonis,Mollusca,Gastropoda,1,0,0
Cadulus californicus,Mollusca,Scaphopoda,1,0,0
Zemysina orbella,Mollusca,Bivalvia,1,0,0
Disseta scopularis,Arthropoda,Copepoda,1,0,0
Pseudochirella pustulifera,Arthropoda,Copepoda,1,0,0
Microcalanus pygmaeus,Arthropoda,Copepoda,1,1,1
Tomopteris (Johnstonella) pacifica,Annelida,Polychaeta,1,0,0
Microcalanus pusillus,Arthropoda,Copepoda,1,1,1
Sunamphitoe lindbergi,Arthropoda,Malacostraca,1,0,0
Balanophyllia (Balanophyllia) elegans,Cnidaria,Anthozoa,1,0,0
Rossia pacifica,Mollusca,Cephalopoda,1,0,0
Pseudocalanus minutus,Arthropoda,Copepoda,1,0,0
Cheiraster (Luidiaster) dawsoni,Echinodermata,Asteroidea,1,0,0
Acartia (Acartiura) longiremis,Arthropoda,Copepoda,1,0,0
Doryteuthis (Amerigo) opalescens,Mollusca,Cephalopoda,1,0,0
Paracalanus parvus,Arthropoda,Copepoda,1,0,0
Mycale (Mycale) loveni,Porifera,Demospongiae,1,0,0
Chiridius gracilis,Arthropoda,Copepoda,1,1,1
Triconia borealis,Arthropoda,Copepoda,1,0,0
Spinocalanus horridus,Arthropoda,Copepoda,1,0,0
Scina borealis,Arthropoda,Malacostraca,1,1,1
Clausocalanus pergens,Arthropoda,Copepoda,1,0,0
Ampelisca macrocephala,Arthropoda,Malacostraca,1,0,0
Syllis caeca,Annelida,Polychaeta,1,0,0
Tharybis fultoni,Arthropoda,Copepoda,1,0,0
Anomalisipho acosmius,Mollusca,Gastropoda,1,0,0
Tortanus (Boreotortanus) discaudatus,Arthropoda,Copepoda,1,0,0
Acartia (Acanthacartia) tonsa,Arthropoda,Copepoda,1,0,0
Hemipodia simplex,Annelida,Polychaeta,1,0,0
Aetideus armatus,Arthropoda,Copepoda,1,0,0
Gnathia trilobata,Arthropoda,Malacostraca,1,0,0
Argis lar,Arthropoda,Malacostraca,1,0,0
Clausocalanus lividus,Arthropoda,Copepoda,1,0,0
Pleusymtes subglaber,Arthropoda,Malacostraca,1,0,0
Artemisina stipitata,Porifera,Demospongiae,1,0,0
Epilabidocera longipedata,Arthropoda,Copepoda,1,0,0
Hesionura coineaui,Annelida,Polychaeta,1,0,0
Exogone (Parexogone) molesta,Annelida,Polychaeta,1,0,0
Abietinaria kincaidi,Cnidaria,Hydrozoa,1,0,0
Oithona setigera,Arthropoda,Copepoda,1,0,0
Typhloscolex muelleri,Annelida,Polychaeta,1,0,0
Eteone columbiensis,Annelida,Polychaeta,1,0,0
Magelona sacculata,Annelida,Polychaeta,1,1,1
Pelagobia longicirrata,Annelida,Polychaeta,1,0,0
Metridia lucens,Arthropoda,Copepoda,1,0,0
Clathria (Microciona) pennata,Porifera,Demospongiae,1,0,0
Ditrichocorycaeus affinis,Arthropoda,Copepoda,1,0,0
Aricidea (Acmira) lopezi,Annelida,Polychaeta,1,0,0
Pleuromamma abdominalis,Arthropoda,Copepoda,1,0,0
Glycera oxycephala,Annelida,Polychaeta,1,0,0
Aricidea (Strelzovia) ramosa,Annelida,Polychaeta,1,0,0
Halecium tenellum,Cnidaria,Hydrozoa,1,0,0
Acartia (Acartiura) clausi,Arthropoda,Copepoda,1,0,0
Nephasoma (Nephasoma) diaphanes,Annelida,0,1,0,0
Melinna oculata,Annelida,Polychaeta,1,0,0
Acartia (Acartiura) hudsonica,Arthropoda,Copepoda,1,0,0
Pseudevadne tergestina,Arthropoda,Branchiopoda,1,0,0
Scoletoma tetraura,Annelida,Polychaeta,1,0,0
Exogone (Exogone) lourei,Annelida,Polychaeta,1,0,0
Urticina felina,Cnidaria,Anthozoa,1,0,0
Propebela fidicula,Mollusca,Gastropoda,1,0,0
Cirriformia spirabrancha,Annelida,Polychaeta,1,0,0
Diastylis bidentata,Arthropoda,Malacostraca,1,0,0
Microclymene caudata,Annelida,Polychaeta,1,0,0
Clathria (Microciona) spongigartina,Porifera,Demospongiae,1,0,0
Cumella (Cumella) vulgaris,Arthropoda,Malacostraca,1,0,0
Tharyx parvus,Annelida,Polychaeta,1,0,0
Phalacrophorus pictus,Annelida,Polychaeta,1,0,0
Alacia minor,Arthropoda,Ostracoda,1,0,0
Phyllodoce cuspidata,Annelida,Polychaeta,1,0,0
Trichobranchus hancocki,Annelida,Polychaeta,1,0,0
Rhynchonereella angelini,Annelida,Polychaeta,1,0,0
Mycale (Aegogropila) adhaerens,Porifera,Demospongiae,1,0,0
Discoconchoecia pseudodiscophora,Arthropoda,Ostracoda,1,0,0
Conchoecia rudyakovi,Arthropoda,Ostracoda,1,0,0
Aricidea (Acmira) cerrutii,Annelida,Polychaeta,1,0,0
Paramoera carlottensis,Arthropoda,Malacostraca,1,0,0
Nematobrachion flexipes,Arthropoda,Malacostraca,1,0,0
Ceratonereis (Composetia) tunicatae,Annelida,Polychaeta,1,0,0
Tubularia aurea,Cnidaria,Hydrozoa,1,0,0
Leptasterias (Hexasterias) alaskensis,Echinodermata,Asteroidea,1,0,0
Aricidea (Aricidea) minuta,Annelida,Polychaeta,1,0,0
Lepeta caeca,Mollusca,Gastropoda,1,0,0
Nootkadrilus longisetosus,Annelida,Clitellata,1,0,0
Pseudosagitta lyra,Chaetognatha,Sagittoidea,1,1,1
Kirkegaardia tesselata,Annelida,Polychaeta,1,0,0
Minolia peramabilis,Mollusca,Gastropoda,1,0,0
Allorchestes priceae,Arthropoda,Malacostraca,1,0,0
Halichondria (Halichondria) panicea,Porifera,Demospongiae,1,0,0
Eumida sanguinea,Annelida,Polychaeta,1,0,0
Hesperibalanus hesperius,Arthropoda,Thecostraca,1,0,0
Halichondria (Eumastia) sitiens,Porifera,Demospongiae,1,0,0
Spinoncaea ivlevi,Arthropoda,Copepoda,1,0,0
Araphura cuspirostris,Arthropoda,Malacostraca,1,0,0
Orchomenella obtusa,Arthropoda,Malacostraca,1,0,0
Cumella (Cumella) morion,Arthropoda,Malacostraca,1,0,0
Maupasia coeca,Annelida,Polychaeta,1,0,0
Alacia major,Arthropoda,Ostracoda,1,0,0
Syllis (Ehlersia) hyperioni,Annelida,Polychaeta,1,0,0
Pagurus setosus,Arthropoda,Malacostraca,1,0,0
Nearchaster (Nearchaster) aciculosus,Echinodermata,Asteroidea,1,0,0
Raspailia (Raspaxilla) hyle,Porifera,Demospongiae,1,0,0
Cossura longocirrata,Annelida,Polychaeta,1,0,0
Monobrachium parasitum,Cnidaria,Hydrozoa,1,0,0
Gaetanus simplex,Arthropoda,Copepoda,1,0,0
Nearchaster (Nearchaster) variabilis,Echinodermata,Asteroidea,1,0,0
Scolelepis (Scolelepis) squamata,Annelida,Polychaeta,1,0,0
Guernea (Prinassus) reduncans,Arthropoda,Malacostraca,1,0,0
Galathealinum brachiosum,Annelida,Polychaeta,1,0,0
Centropages hamatus,Arthropoda,Copepoda,1,0,0
Carinoma mutabilis,Nemertea,Palaeonemertea,1,0,0
Leucon (Leucon) nasica,Arthropoda,Malacostraca,1,0,0
Streetsia challengeri,Arthropoda,Malacostraca,1,0,0
Syllis hyalina,Annelida,Polychaeta,1,0,0
Thuiaria cylindrica,Cnidaria,Hydrozoa,1,0,0
Hermundura ocularis,Annelida,Polychaeta,1,0,0
Tubulanus cingulatus,Nemertea,Palaeonemertea,1,0,0
Synidotea magnifica,Arthropoda,Malacostraca,1,0,0
Leucon (Leucon) subnasica,Arthropoda,Malacostraca,1,0,0
Calanus finmarchicus,Arthropoda,Copepoda,1,0,0
Tubulipora lobulata,Bryozoa,Stenolaemata,1,0,0
Craniella arb,Porifera,Demospongiae,1,0,0
Decipisagitta decipiens,Chaetognatha,Sagittoidea,1,0,0
Nymphon grossipes,Arthropoda,Pycnogonida,1,0,0
Filellum serpens,Cnidaria,Hydrozoa,1,0,0
Lumbricillus tuba,Annelida,Clitellata,1,0,0
Crisia eburnea,Bryozoa,Stenolaemata,1,0,0
Polybrachia canadensis,Annelida,Polychaeta,1,0,0
Charisea saxicola,Cnidaria,Anthozoa,1,0,0
Eucratea loricata,Bryozoa,Gymnolaemata,1,0,0
Thuiaria triserialis,Cnidaria,Hydrozoa,1,0,0
Pseudolubbockia dilatata,Arthropoda,Copepoda,1,0,0
Callianax strigata,Mollusca,Gastropoda,1,0,0
Solariella varicosa,Mollusca,Gastropoda,1,0,0
Microsetella rosea,Arthropoda,Copepoda,1,0,0
Dacrydium vitreum,Mollusca,Bivalvia,1,0,0
Spinocalanus longicornis,Arthropoda,Copepoda,1,0,0
Golfingia (Golfingia) vulgaris,Annelida,0,1,0,0
Havelockia pegi,Echinodermata,Holothuroidea,1,0,0
Lineus sanguineus,Nemertea,Pilidiophora,1,0,0
Scolecithricella dentata,Arthropoda,Copepoda,1,0,0
Microarthridion littorale,Arthropoda,Copepoda,1,0,0
Hydractinia aggregata,Cnidaria,Hydrozoa,1,0,0
Cribrilaria radiata,Bryozoa,Gymnolaemata,1,0,0
Lumbrinerides acuta,Annelida,Polychaeta,1,0,0
Sertularia cupressina,Cnidaria,Hydrozoa,1,0,0
Parasagitta euneritica,Chaetognatha,Sagittoidea,1,0,0
Lumbricillus qualicumensis,Annelida,Clitellata,1,0,0
Travisia forbesii,Annelida,Polychaeta,1,0,0
Orthopyxis caliculata,Cnidaria,Hydrozoa,1,0,0
Lubbockia wilsonae,Arthropoda,Copepoda,1,0,0
Hincksina alba,Bryozoa,Gymnolaemata,1,0,0
Priapulus caudatus,Priapulida,0,1,0,0
Amphiodia (Amphispina) urtica,Echinodermata,Ophiuroidea,1,0,0
Paraphronima gracilis,Arthropoda,Malacostraca,1,0,0
Cirratulus multioculatus,Annelida,Polychaeta,1,0,0
Gaetanus tenuispinus,Arthropoda,Copepoda,1,0,0
Chaetozone columbiana,Annelida,Polychaeta,1,0,0
Magelona hartmanae,Annelida,Polychaeta,1,0,0
Quasitetrastemma bicolor,Nemertea,Hoplonemertea,1,0,0
Chaetozone spinosa,Annelida,Polychaeta,1,0,0
Campanularia groenlandica,Cnidaria,Hydrozoa,1,0,0
Phyllodoce mucosa,Annelida,Polychaeta,1,0,0
Scleroconcha trituberculata,Arthropoda,Ostracoda,1,0,0
Microphthalmus sczelkowii,Annelida,Polychaeta,1,0,0
Eudendrium rameum,Cnidaria,Hydrozoa,1,0,0
Rhepoxynius stenodes,Arthropoda,Malacostraca,1,0,0
Sertularella tenella,Cnidaria,Hydrozoa,1,0,0
Oxycephalus clausi,Arthropoda,Malacostraca,1,0,0
Myxilla (Myxilla) incrustans,Porifera,Demospongiae,1,0,0
Calliotropis carlotta,Mollusca,Gastropoda,1,0,0
Diasterope pilosa,Arthropoda,Ostracoda,1,0,0
Abietinaria anguina,Cnidaria,Hydrozoa,1,0,0
Spirorbis (Spirorbis) bifurcatus,Annelida,Polychaeta,1,0,0
Haliclona (Reniera) cinerea,Porifera,Demospongiae,1,0,0
Mysidella americana,Arthropoda,Malacostraca,1,0,0
Turbonilla pugetensis,Mollusca,Gastropoda,1,0,0
Aetea ligulata,Bryozoa,Gymnolaemata,1,0,0
Euchirella galeata,Arthropoda,Copepoda,1,0,0
Neobirsteiniamysis inermis,Arthropoda,Malacostraca,1,0,0
Anisostenhelia asetosa,Arthropoda,Copepoda,1,0,0
Ceratonereis (Composetia) paucidentata,Annelida,Polychaeta,1,0,0
Chaetozone bansei,Annelida,Polychaeta,1,0,0
Sigalion spinosus,Annelida,Polychaeta,1,0,0
Edwardsia sipunculoides,Cnidaria,Anthozoa,1,0,0
Aricidea (Acmira) catherinae,Annelida,Polychaeta,1,0,0
Halecium wilsoni,Cnidaria,Hydrozoa,1,0,0
Abietinaria inconstans,Cnidaria,Hydrozoa,1,0,0
Cymadusa setosa,Arthropoda,Malacostraca,1,0,0
Oithona plumifera,Arthropoda,Copepoda,1,0,0
Paraeuchaeta erebi,Arthropoda,Copepoda,1,0,0
Eudendrium vaginatum,Cnidaria,Hydrozoa,1,0,0
Golfingia (Golfingia) margaritacea,Annelida,0,1,0,0
