Sample ID,Field ID,Museum ID,Institution Storing,Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,tufA Seq. Length,PSBA Seq. Length,COI-5P Seq. Length,COI-5P Trace Count,ITS Seq. Length,28S Seq. Length,rbcL Seq. Length,18S Seq. Length,Image Count,Barcode Compliant,Collection Date,Identification,Institution,Notes,Phylum,Class,Order,Family,Subfamily,Genus,Species,Identifier,Identifier Email,Identification Method,Taxonomy Notes,Collectors,Collection Date,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,Sampling Protocol,Collection Notes,Site Code,Collection Event ID
SCL17019,SCL17019,SCL17019,Private Collection of Sandra C. Lindstrom,AHAK,AHAK197-17,SCL17019,SCL17019,BOLD:AAB5733,SCL17019,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-Jul-2017,Microcladia coulteri,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Microcladia,Microcladia coulteri,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,25-Jul-2017,Canada,British Columbia,,,Devil`s Punchbowl,51.639,-128.156,,,,,,,,,on Mazzaella and Prionitis,,low intertidal,,
PTM-1607,PTM-1607,A93244,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK029-17,PTM-1607,PTM-1607,BOLD:AAB5733,A93244,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,28-Jul-2017,Microcladia coulteri,"University of British Columbia, Beaty Biodiversity Museum",,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Microcladia,Microcladia coulteri,Patrick T. Martone,martonelab@gmail.com,,,Patrick T. Martone,28-Jul-2017,Canada,British Columbia,,,"4th Beach, Calvert Island",51.642,-128.156,,,,,,,,,Cast ashore,,,AHAK18,
SCL17120,SCL17120,SCL17120,Private Collection of Sandra C. Lindstrom,AHAK,AHAK286-17,SCL17120,SCL17120,BOLD:AAB0690,SCL17120,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,29-Jul-2017,Pterothamnion villosum,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramioideae,Pterothamnion,Pterothamnion villosum,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb,29-Jul-2017,Canada,British Columbia,,,off Hakai Institute dock toward north shore of bay,51.6546,-128.129,,,,,,,,,Depth: 12-30 ,,subtidal,,
SCL17113,SCL17113,SCL17113,Private Collection of Sandra C. Lindstrom,AHAK,AHAK280-17,SCL17113,SCL17113,BOLD:AAB0690,SCL17113,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,29-Jul-2017,Pterothamnion villosum,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramioideae,Pterothamnion,Pterothamnion villosum,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb,29-Jul-2017,Canada,British Columbia,,,off Hakai Institute dock toward north shore of bay,51.6546,-128.129,,,,,,,,,Depth: 12-30 ,,subtidal,,
PTM1800,PTM1800,,"University of British Columbia, Beaty Biodiversity Museum, Herbarium",AHAK,AHAK1058-19,PTM1800,PTM1800,BOLD:AAF5174,,0[n],0[n],623[0n],2,0[n],0[n],0[n],0[n],1,Yes,27-May-2019,Pterothamnion,"University of British Columbia, Beaty Biodiversity Museum, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramioideae,Pterothamnion,,Lauran Liggan,,morphology,,"Derek VanMaanen, Zachary Monteith",27-May-2019,Canada,British Columbia,Central Coast,Calvert Island,Wedgeborough Point,51.6474,-127.956,,10,,,,,,,rock wall,hand collected by SCUBA,Rhabdocalyptus dawsoni reef,,DS-0410
PTM1791,PTM1791,,"University of British Columbia, Beaty Biodiversity Museum, Herbarium",AHAK,AHAK1049-19,PTM1791,PTM1791,,,0[n],0[n],414[11n],2,0[n],0[n],0[n],0[n],2,No,26-May-2019,Pterothamnion,"University of British Columbia, Beaty Biodiversity Museum, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramioideae,Pterothamnion,,Lauran Liggan,,morphology,,"Angela Stevenson, Lauran Liggan",26-May-2019,Canada,British Columbia,Central Coast,Fish Egg Inlet,Fish Egg Pinnacle,51.6167,-127.774,,20,,,,,,,subtidal pinnacle,hand collected by SCUBA,epizoic on bryozoan,,DS-0400
SCL16538,SCL16538,UBC A92750,"University of British Columbia, Herbarium",AHAK,AHAK1385-20,SCL16538,SCL16538,BOLD:AAB0689,UBC A92750,0[n],0[n],623[0n],2,0[n],0[n],0[n],0[n],1,No,13-Jul-2016,Scagelia americana,"University of British Columbia, Herbarium",Reproduction: tetrasporic,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Scagelia,Scagelia americana,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"morphology, habitat",,Sandra Lindstrom,13-Jul-2016,United States,Alaska,,,St. Paul Harbor,57.787,-152.412,,,,,,,,,on dock,hand collected,Depth: water level,,
SCL16022,SCL16022,UBC A93395,"University of British Columbia, Herbarium",AHAK,AHAK1384-20,SCL16022,SCL16022,BOLD:AAB0689,UBC A93395,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,09-Apr-2016,Scagelia americana,"University of British Columbia, Herbarium",Reproduction: tetrasporangial initials,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Scagelia,Scagelia americana,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"morphology, habitat",,Sandra Lindstrom,09-Apr-2016,United States,Alaska,,,"Bridget Cove, south cove",58.628,-134.95,,,,,,,,,bedrock,hand collected,Depth: low intertidal,,
SCL17127,SCL17127,SCL17127,Private Collection of Sandra C. Lindstrom,AHAK,AHAK290-17,SCL17127,SCL17127,BOLD:AAB0689,SCL17127,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],2,Yes,30-Jul-2017,Scagelia occidentale,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Scagelia,Scagelia occidentale,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb & Derek van Mannen,30-Jul-2017,Canada,British Columbia,,,Rattenbury Island,51.7012,-128.074,,,,,,,,,"Depth: <40 , sloping soft sediment, on worm tube",,subtidal,,
SCL17010,SCL17010,SCL17010,Private Collection of Sandra C. Lindstrom,AHAK,AHAK192-17,SCL17010,SCL17010,BOLD:AAB0689,SCL17010,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jul-2017,Scagelia occidentale,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Scagelia,Scagelia occidentale,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,24-Jul-2017,Canada,British Columbia,,,North Beach West,51.6636,-128.144,,,,,,,,,on cystocarpic Gracilariopsis andersonii,,low intertidal,,
PTM1937,PTM1937,,"University of British Columbia, Herbarium",AHAK,AHAK1185-19,PTM1937,PTM1937,BOLD:AEC0144,,0[n],0[n],591[0n],2,0[n],0[n],0[n],0[n],1,Yes,15-Aug-2019,Scagelia occidentale,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,Scagelia,Scagelia occidentale,Patrick T. Martone,martonelab@gmail.com,morphology,Additional Identifiers: Megan Fass and Varoon Pornsinsiriuk,"Martone Lab, University of British Columbia",15-Aug-2019,Canada,British Columbia,Discovery Islands,Quadra Island,North of Yaculta,50.0296,-125.202,,,,,,,,,Low intertidal on rock with Ulva sp.,,,,
SCL17005,SCL17005,SCL17005,Private Collection of Sandra C. Lindstrom,AHAK,AHAK187-17,SCL17005,SCL17005,BOLD:AAB1277,SCL17005,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jul-2017,Cryptopleura ruprechtiana,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Cryptopleura,Cryptopleura ruprechtiana,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,24-Jul-2017,Canada,British Columbia,,,North Beach Far West,51.6643,-128.146,,,,,Google Earth,,,,rock in sand,,low intertidal,,
SCL14631,SCL14631,UBC A89150,"University of British Columbia, Herbarium",AHAK,AHAK1334-20,SCL14631,SCL14631,BOLD:AAB4853,UBC A89150,0[n],0[n],314[0n],2,0[n],0[n],0[n],0[n],1,No,22-Apr-2011,Cumathamnion decipiens,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Cumathamnion,Cumathamnion decipiens,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"morphology, habitat",,Sandra Lindstrom,22-Apr-2011,United States,Alaska,,,Three Entrance Bay,56.975,-135.38,,,,,,,,,bedrock,hand collected,Depth: low intertidal,,
SCL17256B,SCL17256B,SCL17256B,Private Collection of Sandra C. Lindstrom,AHAK,AHAK697-18,SCL17256B,SCL17256B,BOLD:AAB4853,SCL17256B,0[n],0[n],592[0n],2,0[n],0[n],0[n],0[n],1,Yes,20-Mar-2018,Cumathamnion decipiens,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Cumathamnion,Cumathamnion decipiens,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,20-Mar-2018,Canada,British Columbia,Central Coast,Calvert Island,Boulder Beach,51.649,-128.155,,,,,,,,,,,,,
SCL17130,SCL17130,SCL17130,Private Collection of Sandra C. Lindstrom,AHAK,AHAK292-17,SCL17130,SCL17130,BOLD:AAI6871,SCL17130,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,30-Jul-2017,Haraldiophyllum mirable,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Haraldiophyllum,Haraldiophyllum mirable,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb & Derek van Mannen,30-Jul-2017,Canada,British Columbia,,,Rattenbury Island,51.7012,-128.074,,,,,,,,,"Depth: <40 , sloping soft sediment, on worm tube",,subtidal,,
SCL17138,SCL17138,SCL17138,Private Collection of Sandra C. Lindstrom,AHAK,AHAK296-17,SCL17138,SCL17138,,SCL17138,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],2,Yes,30-Jul-2017,Haraldiophyllum mirable,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Haraldiophyllum,Haraldiophyllum mirable,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb & Derek van Mannen,30-Jul-2017,Canada,British Columbia,,,Rattenbury Island,51.7012,-128.074,,,,,,,,,"Depth: <40 , sloping soft sediment, on worm tube",,subtidal,,
SCL17143,SCL17143,SCL17143,Private Collection of Sandra C. Lindstrom,AHAK,AHAK300-17,SCL17143,SCL17143,BOLD:AAD5578,SCL17143,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,30-Jul-2017,Haraldiophyllum nottii,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Haraldiophyllum,Haraldiophyllum nottii,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb & Derek van Mannen,30-Jul-2017,Canada,British Columbia,,,Rattenbury Island,51.7012,-128.074,,,,,,,,,"Depth: <40 , sloping soft sediment, on worm tube",,subtidal,,
SCL17144,SCL17144,SCL17144,Private Collection of Sandra C. Lindstrom,AHAK,AHAK301-17,SCL17144,SCL17144,BOLD:AAB5734,SCL17144,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],2,Yes,30-Jul-2017,Heterosiphonia densiuscula,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Heterosiphonia,Heterosiphonia densiuscula,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb & Derek van Mannen,30-Jul-2017,Canada,British Columbia,,,Rattenbury Island,51.7012,-128.074,,,,,,,,,"Depth: <40 , sloping soft sediment, on worm tube",,subtidal,,
PTM-1695,PTM-1695,A93324,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK117-17,PTM-1695,PTM-1695,BOLD:AAB5734,A93324,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,06-Aug-2017,Heterosiphonia densiuscula,"University of British Columbia, Beaty Biodiversity Museum","In seagrass bed, attached to tube worm",Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Heterosiphonia,Heterosiphonia densiuscula,Patrick T. Martone,martonelab@gmail.com,,,Derek Vanmaanen,06-Aug-2017,Canada,British Columbia,,,"Pruth Bay, Clavert Island",51.6461,-128.12,,5,,,,,,,Subtidal,,,IHAK59,
PTM-1583,PTM-1583,A93221,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK005-17,PTM-1583,PTM-1583,BOLD:ACF1607,A93221,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Hymenena flabelligera,"University of British Columbia, Beaty Biodiversity Museum",Under Egregia,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,Hymenena flabelligera,Patrick T. Martone,martonelab@gmail.com,,,Patrick T. Martone,26-Jul-2017,Canada,British Columbia,,,"North Beach Boulders, Calvert Island",51.6654,-128.135,,,,,,,,,Lower mid-intertidal,,,AHAK13,
PTM-1654,PTM-1654,A93291,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK076-17,PTM-1654,PTM-1654,BOLD:ACF1607,A93291,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,31-Jul-2017,Hymenena setchellii,"University of British Columbia, Beaty Biodiversity Museum",tetrasporangial sori in longitudinal bands,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,Hymenena setchellii,Patrick T. Martone,martonelab@gmail.com,,,Gustav Paulay,31-Jul-2017,Canada,British Columbia,,,"Kelpie Point, Calvert Island",51.7336,-127.997,,,,,,,,,Subtidal,,,IHAK23,
SCL16974,SCL16974,SCL16974,Private Collection of Sandra C. Lindstrom,AHAK,AHAK163-17,SCL16974,SCL16974,BOLD:ABY5316,SCL16974,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,23-Jul-2017,Hymenena,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,23-Jul-2017,Canada,British Columbia,,,Smaug Point,51.6666,-128.135,,,,,,,,,bedrock,,low intertidal,,
SCL16767,SCL16767,SCL16767,Private Collection of Sandra C. Lindstrom,AHAK,AHAK708-18,SCL16767,SCL16767,BOLD:ACF1607,SCL16767,0[n],0[n],570[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-May-2017,Hymenena,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,25-May-2017,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.639,-128.157,,,,,,,,,,,,,
SCL17036,SCL17036,SCL17036,Private Collection of Sandra C. Lindstrom,AHAK,AHAK211-17,SCL17036,SCL17036,BOLD:ACF1607,SCL17036,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-Jul-2017,Hymenena,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,25-Jul-2017,Canada,British Columbia,,,Fifth Beach exposed,51.6387,-128.157,,,,,Google Earth,,,,bedrock,,lower mid intertidal,,
SCL17035,SCL17035,SCL17035,Private Collection of Sandra C. Lindstrom,AHAK,AHAK210-17,SCL17035,SCL17035,BOLD:ACF1607,SCL17035,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-Jul-2017,Hymenena,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,25-Jul-2017,Canada,British Columbia,,,Fifth Beach exposed,51.6387,-128.157,,,,,Google Earth,,,,bedrock,,lower mid intertidal,,
SCL16966,SCL16966,SCL16966,Private Collection of Sandra C. Lindstrom,AHAK,AHAK157-17,SCL16966,SCL16966,BOLD:ACF1607,SCL16966,0[n],0[n],664[1n],2,0[n],0[n],0[n],0[n],1,Yes,23-Jul-2017,Hymenena,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,23-Jul-2017,Canada,British Columbia,,,Smaug Point,51.6666,-128.135,,,,,,,,,bedrock,,low intertidal,,
SCL17021,SCL17021,SCL17021,Private Collection of Sandra C. Lindstrom,AHAK,AHAK199-17,SCL17021,SCL17021,BOLD:ACF5746,SCL17021,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-Jul-2017,Hymenena,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,25-Jul-2017,Canada,British Columbia,,,Fifth Beach exposed,51.6387,-128.157,,,,,Google Earth,,,,on barnacles,,mid intertidal,,
SCL16972,SCL16972,SCL16972,Private Collection of Sandra C. Lindstrom,AHAK,AHAK161-17,SCL16972,SCL16972,BOLD:ACF5746,SCL16972,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,23-Jul-2017,Hymenena,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,23-Jul-2017,Canada,British Columbia,,,Smaug Point,51.6666,-128.135,,,,,,,,,bedrock,,low intertidal,,
SCL16971,SCL16971,SCL16971,Private Collection of Sandra C. Lindstrom,AHAK,AHAK160-17,SCL16971,SCL16971,BOLD:ACF5746,SCL16971,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,23-Jul-2017,Hymenena,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,23-Jul-2017,Canada,British Columbia,,,Smaug Point,51.6666,-128.135,,,,,,,,,bedrock,,low intertidal,,
SCL17050,SCL17050,SCL17050,Private Collection of Sandra C. Lindstrom,AHAK,AHAK224-17,SCL17050,SCL17050,,SCL17050,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,26-Jul-2017,Hymenena,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Hymenena,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Ondine Pontier & Tanya Prinzing,26-Jul-2017,Canada,British Columbia,,,West Beach Boulder site,51.6492,-128.152,,3.5,,,,,,,"Macrocystis bed, on Pterygophora californica stipe",,subtidal,,
SCL17519,SCL17519,,Private Collection of Sandra C. Lindstrom,AHAK,AHAK1343-20,SCL17519,SCL17519,BOLD:AEC9749,,0[n],0[n],628[0n],2,0[n],0[n],0[n],0[n],1,Yes,31-Jul-2019,Loranthophycus,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Loranthophycus,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"morphology, habitat",,Sandra Lindstrom,31-Jul-2019,United States,Alaska,,,Cold Bay,55.206,-162.704,,,,,,,,,cobble,hand collected,Depth: low intertidal,,
SCL17151,SCL17151,SCL17151,Private Collection of Sandra C. Lindstrom,AHAK,AHAK304-17,SCL17151,SCL17151,BOLD:AAC8846,SCL17151,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,31-Jul-2017,Membranoptera platyphylla,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Membranoptera,Membranoptera platyphylla,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,ZachMonteith & Kyle Hall,31-Jul-2017,Canada,British Columbia,,,Mercury Islet ARMS vicinity,51.744,-128.071,,,,,,,,,"bedrock, epizoic",,subtidal,,
SCL16979,SCL16979,SCL16979,Private Collection of Sandra C. Lindstrom,AHAK,AHAK167-17,SCL16979,SCL16979,BOLD:AAC8846,SCL16979,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,23-Jul-2017,Membranoptera platyphylla,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Membranoptera,Membranoptera platyphylla,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,23-Jul-2017,Canada,British Columbia,,,Smaug Point,51.6667,-128.135,,,,,,,,,on Lessoniopsis littoralis,,low intertidal,,
SCL17256A,SCL17256A,SCL17256A,Private Collection of Sandra C. Lindstrom,AHAK,AHAK710-18,SCL17256A,SCL17256A,BOLD:AAB4853,SCL17256A,0[n],0[n],581[0n],2,0[n],0[n],0[n],0[n],1,No,20-Mar-2018,Membranoptera,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Membranoptera,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,20-Mar-2018,Canada,British Columbia,Central Coast,Calvert Island,Boulder Beach,51.649,-128.155,,,,,,,,,,,,,
SCL16204,SCL16204,A92605,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK951-19,SCL16204,SCL16204,BOLD:ACC5433,A92605,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,23-May-2016,Mikamiella ruprechtiana,"University of British Columbia, Beaty Biodiversity Museum",,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Mikamiella,Mikamiella ruprechtiana,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,23-May-2016,United States,Alaska,,,Chignik Bay,56.3302,-158.397,,,,,,,,,low intertidal bedrock,,,,
SCL17572,SCL17572,,Private Collection of Sandra C. Lindstrom,AHAK,AHAK1369-20,SCL17572,SCL17572,BOLD:AEC9480,,0[n],0[n],620[0n],2,0[n],0[n],0[n],0[n],1,Yes,01-Aug-2019,Pantoneura juergensii,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Pantoneura,Pantoneura juergensii,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"morphology, habitat",,Sandra Lindstrom,01-Aug-2019,United States,Alaska,,,Cold Bay,55.201,-162.699,,,,,,,,,boulder,hand collected,Depth: low intertidal,,
SCL16773,SCL16773,SCL16773,Private Collection of Sandra C. Lindstrom,AHAK,AHAK715-18,SCL16773,SCL16773,BOLD:AAA7268,SCL16773,0[n],0[n],672[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-May-2017,Phycodrys fimbriata,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Phycodrys,Phycodrys fimbriata,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,25-May-2017,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.639,-128.157,,,,,,,,,,,,,
SCL17156A,SCL17156A,SCL17156A,Private Collection of Sandra C. Lindstrom,AHAK,AHAK308-17,SCL17156A,SCL17156A,BOLD:AAL6026,SCL17156A,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],2,Yes,31-Jul-2017,Phycodrys isabellae,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Phycodrys,Phycodrys isabellae,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Gustav Paulay,31-Jul-2017,Canada,British Columbia,,,Kelpie Point,51.7336,-127.997,,,,,,,,,on shell,,subtidal,,
SCL17051,SCL17051,SCL17051,Private Collection of Sandra C. Lindstrom,AHAK,AHAK225-17,SCL17051,SCL17051,BOLD:AAO8939,SCL17051,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,26-Jul-2017,Platysiphonia decumbens,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Sarcomenioideae,Platysiphonia,Platysiphonia decumbens,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Ondine Pontier & Tanya Prinzing,26-Jul-2017,Canada,British Columbia,,,West Beach Boulder site,51.6495,-128.155,,5.5,,,,,,,"Nereocystis bed, on coralline crust near kelp haptera",,subtidal,,
MAL_140,MAL_140,MAL_140,Hakai Institute,AHAK,AHAK795-18,MAL_140,MAL_140,BOLD:AAA7268,MAL_140,0[n],0[n],573[0n],2,0[n],0[n],0[n],0[n],1,Yes,18-Mar-2015,Polyneura latissima,Hakai Institute,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Polyneura,Polyneura latissima,Katy R. Hind,katy_hind@hotmail.com,morphology,,"Matt Lemay, Katy Hind, Sam Starko, Andy Loudon",18-Mar-2015,Canada,British Columbia,Central Coast,Calvert Island,"West Beach Boulders, Calvert Island",51.651,-128.143,1.9,,,,,,,,,,,,
MAL_14,MAL_14,MAL_14,Hakai Institute,AHAK,AHAK824-18,MAL_14,MAL_14,BOLD:AAA7268,MAL_14,0[n],0[n],665[0n],2,0[n],0[n],0[n],0[n],1,Yes,21-Mar-2015,Polyneura latissima,Hakai Institute,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Polyneura,Polyneura latissima,Katy R. Hind,katy_hind@hotmail.com,morphology,,"Matt Lemay, Katy Hind, Sam Starko, Andy Loudon",21-Mar-2015,Canada,British Columbia,Central Coast,Calvert Island,"West Beach Boulders, Calvert Island",51.651,-128.143,1.9,,,,,,,,,,,,
SCL17054,SCL17054,SCL17054,Private Collection of Sandra C. Lindstrom,AHAK,AHAK227-17,SCL17054,SCL17054,BOLD:AAB7619,SCL17054,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,26-Jul-2017,Rhodoptilum plumosum,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Dasyoideae,Rhodoptilum,Rhodoptilum plumosum,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Ondine Pontier & Tanya Prinzing,26-Jul-2017,Canada,British Columbia,,,West Beach Boulder site,51.6495,-128.155,,5.5,,,,,,,Nereocystis bed,,subtidal,,
