identification,sample_id,bin,phylum,class,order,family,genus,species,state_province,region,sector,exact_site,lat,lon
Psammobiidae,BHAK2344,BOLD:ADL0887,Mollusca,Bivalvia,Cardiida,Psammobiidae,NA,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Psammobiidae,BHAK2345,BOLD:ADL0887,Mollusca,Bivalvia,Cardiida,Psammobiidae,NA,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Ameritella modesta,BHAK1533,BOLD:ADL0992,Mollusca,Bivalvia,Cardiida,Tellinidae,Ameritella,Ameritella modesta,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Macoma balthica,BHAK0202,BOLD:AAB2515,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,Macoma balthica,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6431,-128.086
Macoma balthica,BHAK1528,BOLD:ADZ9284,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,Macoma balthica,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Macoma inquinata,BHAK-06484,BOLD:ABX1881,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,Macoma inquinata,British Columbia,Central Coast,Calvert Island,"Pruth Bay, Transect I6",51.779,-127.872
Macoma inquinata,BHAK-06486,BOLD:ABX1881,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,Macoma inquinata,British Columbia,Central Coast,Calvert Island,"Pruth Bay, Transect I6",51.779,-127.872
Macoma nasuta,BHAK-06485,BOLD:ABW9085,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,Macoma nasuta,British Columbia,Central Coast,Calvert Island,"Pruth Bay, Transect I6",51.779,-127.872
Macoma secta,BHAK0874,BOLD:ADK5461,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,Macoma secta,British Columbia,Central Coast,Calvert Island,Pruth Lagoon,51.657,-128.131
Macoma secta,BHAK0873,BOLD:ADK5461,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,Macoma secta,British Columbia,Central Coast,Calvert Island,Pruth Lagoon,51.657,-128.131
Macoma,BHAK0532,BOLD:ABW9085,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,NA,British Columbia,Central Coast,Calvert Island,HCGR Beach,51.643,-128.078
Macoma,BHAK0393,BOLD:ABW9085,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.644,-128.12
Macoma,BHAK-0344,BOLD:ABX1881,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,NA,British Columbia,Central Coast,Hecate Island,Martin Beach,51.666,-128.079
Macoma,BHAK2347,BOLD:ABX1881,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Macoma,BHAK0533,BOLD:ADL0960,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,NA,British Columbia,Central Coast,Calvert Island,HCGR Beach,51.643,-128.078
Macoma,BHAK2097,BOLD:ADL0960,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Macoma,BHAK0204,BOLD:ADZ9284,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,NA,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6451,-128.086
Macoma,BHAK-11973,NA,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,NA,British Columbia,Central Coast,Calvert Island,Choked E1 Edge,51.679,-128.115
Tellina,BHAK0207,BOLD:ADL0992,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,NA,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6455,-128.086
Tellina,BHAK0208,BOLD:ADL0992,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,NA,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6455,-128.086
Tellina,BHAK0562,BOLD:ADL0992,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,NA,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6455,-128.086
Tellina,BHAK0561,BOLD:ADL0992,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,NA,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6455,-128.086
Tellina,BHAK-06764,NA,Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina,NA,British Columbia,Central Coast,Calvert Island,Meiofauna Station 7 (Keith Anchorage),51.642,-128.092
Cyclocardia crassidens,BHAK-2094,BOLD:ADL1741,Mollusca,Bivalvia,Carditida,Carditidae,Cyclocardia,Cyclocardia crassidens,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.734,-127.997
Cyclocardia crassidens,BHAK2622,BOLD:ADL1741,Mollusca,Bivalvia,Carditida,Carditidae,Cyclocardia,Cyclocardia crassidens,British Columbia,Central Coast,Choked Pass,Starfish Island,51.68,-128.127
Cyclocardia crassidens,BHAK-06775,NA,Mollusca,Bivalvia,Carditida,Carditidae,Cyclocardia,Cyclocardia crassidens,British Columbia,Central Coast,Calvert Island,Meiofauna Station 18,51.652,-127.967
Cyclocardia ventricosa,BHAK-06774,BOLD:ABW8017,Mollusca,Bivalvia,Carditida,Carditidae,Cyclocardia,Cyclocardia ventricosa,British Columbia,Central Coast,Calvert Island,Meiofauna Station 18,51.652,-127.967
Scintillona bellerophon,BHAK2166,BOLD:ADL0501,Mollusca,Bivalvia,Galeommatida,Galeommatidae,Scintillona,Scintillona bellerophon,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Scintillona bellerophon,BHAK2165,BOLD:ADL0501,Mollusca,Bivalvia,Galeommatida,Galeommatidae,Scintillona,Scintillona bellerophon,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Scintillona,BHAK2341,BOLD:ADL0501,Mollusca,Bivalvia,Galeommatida,Galeommatidae,Scintillona,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Kurtiella tumida,BHAK1581,BOLD:ABA5587,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kurtiella,Kurtiella tumida,British Columbia,Central Coast,Calvert Island,Meay Channel,51.6654,-128.095
Kurtiella tumida,BHAK2620,BOLD:ABA5587,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kurtiella,Kurtiella tumida,British Columbia,Central Coast,Choked Pass,Starfish Island,51.68,-128.127
Lucinoma annulata,BHAK-06733,NA,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinoma,Lucinoma annulata,British Columbia,Central Coast,Calvert Island,Meiofauna Station 7 (Keith Anchorage),51.642,-128.092
Parvilucina tenuisculpta,BHAK1755,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,Parvilucina tenuisculpta,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Parvilucina tenuisculpta,BHAK-06722,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,Parvilucina tenuisculpta,British Columbia,Central Coast,Calvert Island,"Meiofauna Station, Benthic Grab Sample",51.655,-128.116
Parvilucina tenuisculpta,BHAK-06643,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,Parvilucina tenuisculpta,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect E2",51.673,-128.117
Parvilucina tenuisculpta,BHAK1530,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,Parvilucina tenuisculpta,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Parvilucina tenuisculpta,BHAK1754,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,Parvilucina tenuisculpta,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Parvilucina tenuisculpta,BHAK-06721,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,Parvilucina tenuisculpta,British Columbia,Central Coast,Calvert Island,"Meiofauna Station, Benthic Grab Sample",51.655,-128.116
Parvilucina tenuisculpta,BHAK1063,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,Parvilucina tenuisculpta,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Parvilucina tenuisculpta,BHAK1062,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,Parvilucina tenuisculpta,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Parvilucina,BHAK2348,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Parvilucina,BHAK1309,BOLD:AAR6812,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Axinopsida serricata,BHAK-06657,BOLD:ADM7206,Mollusca,Bivalvia,Lucinida,Thyasiridae,Axinopsida,Axinopsida serricata,British Columbia,Central Coast,Calvert Island,"Meiofauna Station, Benthic Grab Sample",51.655,-128.116
Axinopsida serricata,BHAK-06656,BOLD:ADM7206,Mollusca,Bivalvia,Lucinida,Thyasiridae,Axinopsida,Axinopsida serricata,British Columbia,Central Coast,Calvert Island,"Meiofauna Station, Benthic Grab Sample",51.655,-128.116
Axinopsida,BHAK1546,BOLD:ABA6564,Mollusca,Bivalvia,Lucinida,Thyasiridae,Axinopsida,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Axinopsida,BHAK1548,BOLD:ABA6564,Mollusca,Bivalvia,Lucinida,Thyasiridae,Axinopsida,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Axinopsida,BHAK1547,BOLD:ABA6564,Mollusca,Bivalvia,Lucinida,Thyasiridae,Axinopsida,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Mya arenaria,BHAK0347,BOLD:AAE6281,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6429,-128.087
Mya arenaria,BHAK0348,BOLD:AAE6281,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6429,-128.087
Mya arenaria,BHAK0346,BOLD:AAE6281,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6429,-128.087
Mya truncata,BHAK1599,BOLD:ADL2505,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya truncata,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Mya truncata,BHAK-1598,BOLD:ADL2505,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya truncata,British Columbia,Central Coast,Hecate Island,Kelpie Point,51.734,-127.997
Teredinidae,BHAK-0846,NA,Mollusca,Bivalvia,Myida,Teredinidae,NA,NA,British Columbia,Central Coast,Calvert Island,Goose Grass Bay,51.66,-128.117
Adula,BHAK-0353,BOLD:ACL8776,Mollusca,Bivalvia,Mytilida,Mytilidae,Adula,NA,British Columbia,Central Coast,Calvert Island,West Beach,51.652,-128.143
Crenella,BHAK2396,BOLD:ADL2163,Mollusca,Bivalvia,Mytilida,Mytilidae,Crenella,NA,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.691,-128.08
Musculus discors,BHAK-06731,BOLD:AEE6561,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,Musculus discors,British Columbia,Central Coast,Calvert Island,Meiofauna Station 7 (Keith Anchorage),51.642,-128.092
Mytilus californianus,BHAK3582,BOLD:AAH3890,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus californianus,British Columbia,Central Coast,Calvert Island,NA,NA,NA
Mytilus trossulus,BHAK0882,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus trossulus,British Columbia,Central Coast,Calvert Island,Pruth Lagoon,51.657,-128.131
Mytilus,BHAK-11835,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,NA,British Columbia,Central Coast,Calvert Island,North Beach Nereo,51.667,-128.14
Mytilus,BHAK-11987,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,NA,British Columbia,Central Coast,Calvert Island,Meay Macro,51.665,-128.094
Mytilus,BHAK-11875,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,NA,British Columbia,Central Coast,Rattenbury Island,Rattenbury Rock,51.691,-128.08
Mytilus,BHAK-11621,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,NA,British Columbia,Central Coast,Calvert Island,Choked E1 Interior,51.679,-128.115
Mytilus,BHAK-11665,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,NA,British Columbia,Central Coast,Calvert Island,Choked E1 Interior,51.679,-128.115
Mytilus,BHAK1392,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,NA,British Columbia,Central Coast,Calvert Island,Meay Channel,51.6646,-128.095
Mytilidae,BHAK-09153,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,NA,NA,British Columbia,Central Coast,Stirling Island,Nalau Pass,51.7843,-128.101
Mytilidae,BHAK-11061,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Mytilidae,QHAK-00034,BOLD:AAB7148,Mollusca,Bivalvia,Mytilida,Mytilidae,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Acila castrensis,BHAK-06658,NA,Mollusca,Bivalvia,Nuculida,Nuculidae,Acila,Acila castrensis,British Columbia,Central Coast,Calvert Island,"Meiofauna Station, Benthic Grab Sample",51.655,-128.116
Pododesmus macrochisma,BHAK0752,BOLD:AAZ5776,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Pododesmus macrochisma,British Columbia,Central Coast,Calvert Island,Goose Grass Bay,51.66,-128.117
Pododesmus macrochisma,BHAK0728,BOLD:AAZ5776,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Pododesmus macrochisma,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Pododesmus macrochisma,BHAK1480,NA,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Pododesmus macrochisma,British Columbia,Central Coast,Hakai Pass,Meay Channel,51.7436,-128.071
Anomiidae,BHAK-09135,BOLD:AAZ5776,Mollusca,Bivalvia,Pectinida,Anomiidae,NA,NA,British Columbia,Central Coast,Calvert Island,Wedgeborough Point,51.6474,-127.956
Anomiidae,BHAK-09026,NA,Mollusca,Bivalvia,Pectinida,Anomiidae,NA,NA,British Columbia,Central Coast,Fish Egg Inlet,Fish Egg Pinnacle,51.6167,-127.774
Anomiidae,BHAK-11932,NA,Mollusca,Bivalvia,Pectinida,Anomiidae,NA,NA,British Columbia,Central Coast,Calvert Island,West Beach Macro,51.649,-128.151
Tresus capax,BHAK2864,BOLD:AAZ5775,Mollusca,Bivalvia,Venerida,Mactridae,Tresus,Tresus capax,British Columbia,Central Coast,Calvert Island,Pruth Lagoon,51.656,-128.13
Tresus capax,BHAK0741,BOLD:AAZ5775,Mollusca,Bivalvia,Venerida,Mactridae,Tresus,Tresus capax,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Tresus,BHAK-06654,BOLD:AAZ5775,Mollusca,Bivalvia,Venerida,Mactridae,Tresus,NA,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect E2",51.673,-128.117
Compsomyax subdiaphana,BHAK-06749,BOLD:AAR9933,Mollusca,Bivalvia,Venerida,Veneridae,Compsomyax,Compsomyax subdiaphana,British Columbia,Central Coast,Calvert Island,Meiofauna Station 7 (Keith Anchorage),51.642,-128.092
Humilaria kennerleyi,BHAK1605,BOLD:ACM3550,Mollusca,Bivalvia,Venerida,Veneridae,Humilaria,Humilaria kennerleyi,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Humilaria kennerleyi,BHAK2193,BOLD:ACM3550,Mollusca,Bivalvia,Venerida,Veneridae,Humilaria,Humilaria kennerleyi,British Columbia,Central Coast,Calvert Island,North Beach,51.667,-128.14
Humilaria kennerleyi,BHAK2095,BOLD:ACM3550,Mollusca,Bivalvia,Venerida,Veneridae,Humilaria,Humilaria kennerleyi,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Leukoma staminea,BHAK-06642,BOLD:ACM3496,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Leukoma staminea,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect E2",51.673,-128.117
Leukoma staminea,BHAK1550,BOLD:ACM3496,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Leukoma staminea,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Leukoma staminea,BHAK1551,NA,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Leukoma staminea,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Nutricola tantilla,BHAK-06653,BOLD:ADL1851,Mollusca,Bivalvia,Venerida,Veneridae,Nutricola,Nutricola tantilla,British Columbia,Central Coast,Calvert Island,"Choked Pass, Transect E2",51.673,-128.117
Nutricola tantilla,BHAK0773,BOLD:ADL1851,Mollusca,Bivalvia,Venerida,Veneridae,Nutricola,Nutricola tantilla,British Columbia,Central Coast,Calvert Island,Tippy Rock Bay (EJTA-4),51.663,-128.098
Nutricola tantilla,BHAK0774,BOLD:ADL1851,Mollusca,Bivalvia,Venerida,Veneridae,Nutricola,Nutricola tantilla,British Columbia,Central Coast,Calvert Island,Tippy Rock Bay (EJTA-4),51.663,-128.098
Nutricola,BHAK2623,BOLD:AAX5362,Mollusca,Bivalvia,Venerida,Veneridae,Nutricola,NA,British Columbia,Central Coast,Choked Pass,Starfish Island,51.68,-128.127
Nutricola,BHAK1064,BOLD:AAX5362,Mollusca,Bivalvia,Venerida,Veneridae,Nutricola,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129
Protothaca staminea,BHAK0740,BOLD:ACM3496,Mollusca,Bivalvia,Venerida,Veneridae,Protothaca,Protothaca staminea,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Protothaca staminea,BHAK2695,BOLD:ADL1051,Mollusca,Bivalvia,Venerida,Veneridae,Protothaca,Protothaca staminea,British Columbia,Central Coast,Calvert Island,West Beach,51.649,-128.151
Protothaca staminea,BHAK0226,BOLD:ADL1052,Mollusca,Bivalvia,Venerida,Veneridae,Protothaca,Protothaca staminea,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6429,-128.087
Protothaca staminea,BHAK2589,NA,Mollusca,Bivalvia,Venerida,Veneridae,Protothaca,Protothaca staminea,British Columbia,Central Coast,Calvert Island,West Beach,51.65,-128.155
Protothaca staminea,BHAK1981,NA,Mollusca,Bivalvia,Venerida,Veneridae,Protothaca,Protothaca staminea,British Columbia,Central Coast,Calvert Island,Meay Channel,51.6654,-128.095
Ruditapes philippinarum,BHAK0527,BOLD:AAA3922,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,British Columbia,Central Coast,Calvert Island,West Beach,51.6543,-128.14
Saxidomus gigantea,BHAK-0206,BOLD:ABA7115,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus gigantea,British Columbia,Central Coast,Calvert Island,Piles Beach,51.645,-128.086
Saxidomus gigantea,BHAK0739,BOLD:ABA7115,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus gigantea,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155
Saxidomus nuttalli,BHAK-0521,BOLD:ABA7115,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus nuttalli,British Columbia,Central Coast,Calvert Island,Hakai Clam Garden Reference Beach,51.643,-128.078
Veneridae,BHAK2194,NA,Mollusca,Bivalvia,Venerida,Veneridae,NA,NA,British Columbia,Central Coast,Calvert Island,North Beach,51.667,-128.14
Cardiomya pectinata,BHAK-06660,BOLD:AEB5398,Mollusca,Bivalvia,NA,Cuspidariidae,Cardiomya,Cardiomya pectinata,British Columbia,Central Coast,Calvert Island,"Meiofauna Station, Benthic Grab Sample",51.655,-128.116
Lyonsia,BHAK2665,NA,Mollusca,Bivalvia,NA,Lyonsiidae,Lyonsia,NA,British Columbia,Central Coast,Calvert Island,Choked Pass,51.676,-128.119
Lyonsia,BHAK2346,NA,Mollusca,Bivalvia,NA,Lyonsiidae,Lyonsia,NA,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997
Mytilimeria nuttalli,BHAK2388,BOLD:ADL1595,Mollusca,Bivalvia,NA,Lyonsiidae,Mytilimeria,Mytilimeria nuttalli,British Columbia,Central Coast,Choked Pass,Starfish Island,51.68,-128.127
Pandora bilirata,BHAK-06748,BOLD:ADM0207,Mollusca,Bivalvia,NA,Pandoridae,Pandora,Pandora bilirata,British Columbia,Central Coast,Calvert Island,Meiofauna Station 7 (Keith Anchorage),51.642,-128.092
Bivalvia,BHAK-11106,BOLD:AAB7148,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Bivalvia,QHAK-00163,BOLD:AAB7148,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Bivalvia,QHAK-00117,BOLD:AAB7148,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Bivalvia,BHAK-11134,BOLD:AAB7148,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Bivalvia,QHAK-00164,BOLD:AAB7148,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Bivalvia,QHAK-00094,BOLD:AAB7148,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Bivalvia,BHAK-11618,BOLD:AAX5362,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,Choked E3 Outer,51.675,-128.124
Bivalvia,BHAK-11773,BOLD:ABA5587,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,Pruth Bay Edge,51.647,-128.12
Bivalvia,BHAK-11119,BOLD:ACM3496,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Bivalvia,QHAK-00039,BOLD:ACM3496,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Bivalvia,BHAK-08828,BOLD:ADL2163,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,Meay Channel,51.6562,-128.098
Bivalvia,BHAK-08903,BOLD:ADM7206,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Fish Egg Inlet,Fish Egg ROV 1,51.6157,-127.763
Bivalvia,BHAK-08902,BOLD:ADM7206,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Fish Egg Inlet,Fish Egg ROV 1,51.6157,-127.763
Bivalvia,BHAK-08906,BOLD:ADM7206,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Fish Egg Inlet,Fish Egg ROV 1,51.6157,-127.763
Bivalvia,BHAK-08905,BOLD:ADM7206,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Fish Egg Inlet,Fish Egg ROV 1,51.6157,-127.763
Bivalvia,BHAK-09470,BOLD:ADP4212,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach Intertidal,51.64,-128.155
Bivalvia,BHAK-11787,BOLD:ADP4212,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach Intertidal,51.64,-128.155
Bivalvia,BHAK-10217,BOLD:ADR7664,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Hecate Island,Kwakshua North Wall,51.6552,-128.026
Bivalvia,BHAK-11596,BOLD:AEE3038,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,West Beach Nearshore Intertidal,51.657,-128.149
Bivalvia,BHAK-11433,BOLD:AEE5471,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach Intertidal,51.64,-128.155
Bivalvia,BHAK-11711,BOLD:AEE5471,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,Fifth Beach Intertidal,51.64,-128.155
Bivalvia,BHAK-11744,BOLD:AEE5471,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,Second Beach Nereo,51.649,-128.155
Bivalvia,BHAK-09055,BOLD:AEE6561,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Stirling Island,Nalau Pass,51.7843,-128.101
Bivalvia,BHAK-09039,BOLD:AEE7878,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Stirling Island,Nalau Pass,51.7843,-128.101
Bivalvia,BHAK-08985,BOLD:AEE7878,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Stirling Island,Nalau Pass,51.7843,-128.101
Bivalvia,BHAK-08984,BOLD:AEE7878,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Stirling Island,Nalau Pass,51.7843,-128.101
Bivalvia,BHAK-09056,BOLD:AEE7878,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Stirling Island,Nalau Pass,51.7843,-128.101
Bivalvia,QHAK-00040,BOLD:AEF1459,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Discovery Islands,Quadra Island,Hyacinthe Bay,50.117,-125.223
Bivalvia,BHAK-11921,NA,Mollusca,Bivalvia,NA,NA,NA,NA,British Columbia,Central Coast,Calvert Island,Meay Macro,51.665,-128.095
Aglaja ocelligera,BHAK1967,BOLD:ACM2393,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Aglaja,Aglaja ocelligera,British Columbia,Central Coast,Calvert Island,West Beach,51.6554,-128.142
Aglaja ocelligera,BHAK2985,BOLD:ACM2393,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Aglaja,Aglaja ocelligera,British Columbia,Central Coast,Calvert Island,Choked Pass,51.679,-128.116
Cylichna alba,BHAK-06723,BOLD:AEE5342,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Cylichna,Cylichna alba,British Columbia,Central Coast,Calvert Island,"Meiofauna Station, Benthic Grab Sample",51.655,-128.116
Haminoea vesicula,BHAK-06489,BOLD:ABW8418,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea,Haminoea vesicula,British Columbia,Central Coast,Calvert Island,"Pruth Bay, Transect I6",51.779,-127.872
