accession,taxa_verbatim,found_taxa,rank,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only
GQ501378,Symbiodinium sp. CCMP831,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501387,Symbiodinium sp. CCMP2457,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501388,Symbiodinium sp. CS-160,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501937,uncultured Woloszynskia,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HM355858,Woloszynskia sp. CS-341,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502113,Woloszynskia sp. S4-35,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OM453928,Biecheleria cincta,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502111,Woloszynskia sp. ES1-2,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501753,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
FJ939569,Polarella glacialis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501283,Polarella glacialis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OM453930,Yihiella yeosuensis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JN557916,Polarella glacialis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HM236196,Gymnodinium sp. CCMP424,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501498,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501395,Symbiodinium sp. CCMP2429,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
CP017478,Urechidicola croceus,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
HQ681273,Dinophysis skagi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371864,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MK791573,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KC576782,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371858,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371863,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371872,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MK791574,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT309109,Dinophysis ovum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371860,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KY849911,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371870,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371856,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GU452508,Dinophysis ovum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371857,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AM931583,Dinophysis ovum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371861,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371865,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KY849917,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GU452507,Dinophysis ovum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501853,Dinophysis sp. PL9-13,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371874,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MK791534,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371866,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MK791568,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371867,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AM931582,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371868,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501846,Dinophysis sp. SC-Saan-1.9,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ670072,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
EU130566,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371862,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ670071,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371859,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MK791532,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ670073,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MK791542,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MK791533,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT309108,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MF927972,Dinophysis cf. ovum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MK791537,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GU452509,Dinophysis ovum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371871,Dinophysis sacculus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501851,Dinophysis sp. S4-50,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501850,Dinophysis sp. S4-20,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371876,Dinophysis caudata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MK791559,Dinophysis acuminata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX470192,Dinophysis tripos,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT371875,Dinophysis tripos,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JN982972,Dinophysis miles,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KC732233,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
GQ501499,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501827,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501503,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502100,Prorocentrum sp. S4-17,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501507,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501793,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501843,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065508,Ostreopsis ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065469,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065495,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065466,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065484,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065483,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065485,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065467,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065504,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502088,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065473,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065499,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065579,Ostreopsis cf. siamensis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502071,Prorocentrum sp. ES18-118,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HM236198,Lingulodinium polyedra,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502076,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX065481,Ostreopsis cf. ovata,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HM917390,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028804,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028831,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HM917349,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HM918789,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685572,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028818,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685617,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028856,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028857,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685598,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HM915354,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028855,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028859,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028852,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028805,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685601,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HM917057,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028837,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028806,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028863,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028864,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028860,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028869,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KY560153,Wildemania sp. 1 MLG-2017,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028858,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028866,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN847327,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN847328,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HQ544924,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HM918791,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028870,Wildemania amplissima,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KP781664,Wildemania sp. FII,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HQ699240,Porphyra cuneiformis,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MT762314,Phytophthora emzansi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH620029,Phytophthora emzansi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT762313,Phytophthora emzansi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT762310,Phytophthora emzansi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT762312,Phytophthora emzansi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT762309,Phytophthora emzansi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
NC_040179,Bremia lactucae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MT762311,Phytophthora emzansi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB020228,Thalassionema nitzschioides,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
FJ939568,Thoracosphaera heimii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501399,Thoracosphaera heimii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501400,Thoracosphaera heimii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501318,Scrippsiella sp. CS-295/A,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501314,Scrippsiella sp. DINOB785-08,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501321,Scrippsiella sp. CCAP1134/9,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AY786474,Scrippsiella precaria,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
EU130571,Scrippsiella sp. LIS,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502050,Peridinium sp. ES18-120,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501313,Scrippsiella precaria,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502045,Peridinium sp. ES18-116,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501319,Scrippsiella sp. CS-297,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501312,Scrippsiella cf. precaria,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501268,Parvodinium inconspicuum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501310,Scrippsiella cf. lachrymosa,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502052,Peridinium sp. ES18-115,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502049,Peridinium sp. ES18-117,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501416,Scrippsiella precaria,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501311,Scrippsiella cf. precaria,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502064,Peridinium sp. ES4-25,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501316,Scrippsiella sp. MH-4,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502054,Peridinium sp. ES18-113,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502044,Peridinium sp. ES18-128,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502048,Peridinium sp. ES18-127,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501195,Cryptoperidiniopsis sp. CCMP2784,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501302,Protoceratium reticulatum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501160,Alexandrium pseudogonyaulax,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502057,Peridinium sp. ES18-130,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501539,uncultured Peridinium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501181,Alexandrium tamarense,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501276,Pfiesteriaceae sp. CCMP1829,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502061,Peridinium sp. ES11-84,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501172,Alexandrium sp. CCMP2079,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501407,uncultured Adenoides,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501166,Alexandrium sp. CCMP2724,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502059,Peridinium sp. ES18-104,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501446,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501439,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501512,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501905,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501511,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501532,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501529,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501122,Alexandrium catenella,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AY072056,Cryptoperidiniopsis brodyi,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501126,Alexandrium catenella,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB290129,Alexandrium pseudogonyaulax,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501119,Alexandrium affine,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
EU126139,Alexandrium tamarense,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB374236,Alexandrium catenella,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501131,Alexandrium catenella,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB290123,Alexandrium catenella,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501120,Alexandrium affine,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501179,Alexandrium tamarense,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501156,Alexandrium minutum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501153,Alexandrium minutum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501117,Alexandrium affine,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501138,Alexandrium fundyense,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501148,Alexandrium sp. RFS-2009a,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501135,Alexandrium concavum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501146,Alexandrium sp. RFS-2009a,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB290121,Alexandrium tamiyavanichii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501137,Alexandrium fundyense,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501161,Alexandrium pseudogonyaulax,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501157,Alexandrium minutum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX262520,Alexandrium fundyense,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501159,Alexandrium ostenfeldii,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501180,Alexandrium tamarense,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ671748,Thalassionema nitzschioides,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KM254664,Smithora naiadum,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HQ544188,Smithora naiadum,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254288,Smithora naiadum,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254610,Smithora naiadum,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HM915518,Smithora sp. 1naiadum,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254766,Smithora sp. 1naiadum,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254778,Smithora sp. 1naiadum,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HM915451,Smithora sp. 1naiadum,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254474,Smithora sp. 2naiadum,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ504926,Discostella sp. clade A (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504897,Discostella sp. clade J,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504908,Discostella sp. clade A (type III),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504914,Discostella sp. clade C (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504920,Discostella sp. clade C (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504901,Discostella sp. clade J,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504903,Discostella sp. clade J,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504916,Discostella sp. clade C (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504913,Discostella sp. clade J,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504896,Discostella sp. clade J,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504947,Discostella sp. clade C (type I),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504898,Discostella sp. clade K,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504930,Discostella sp. clade K,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504945,Discostella sp. clade K,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504895,Discostella sp. clade C (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504918,Discostella sp. clade K,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504929,Discostella sp. clade A (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501647,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504926,Discostella sp. clade A (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504897,Discostella sp. clade J,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504908,Discostella sp. clade A (type III),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504914,Discostella sp. clade C (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504920,Discostella sp. clade C (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504901,Discostella sp. clade J,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504903,Discostella sp. clade J,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504916,Discostella sp. clade C (type II),Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OQ504913,Discostella sp. clade J,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502095,Prorocentrum sp. S8-82,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502094,Prorocentrum sp. S8-27,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
FJ939572,Prorocentrum minimum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502097,Prorocentrum sp. S8-95,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502099,Prorocentrum sp. S8-88,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501296,Prorocentrum minimum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AF463414,Prorocentrum minimum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
