Representative Sample ID,Phylum,Class,Order,Family,Genus,Species,string,Sample Size
BHAK2396,Mollusca,Bivalvia,Mytilida,Mytilidae,Crenella,,Mollusca_Bivalvia_Mytilida_Mytilidae_Crenella_,1
BHAK3579,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,,Mollusca_Bivalvia_Mytilida_Mytilidae_Modiolus_,4
BHAK-06731,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,Musculus discors,Mollusca_Bivalvia_Mytilida_Mytilidae_Musculus_Musculus discors,4
BHAK2672,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,,Mollusca_Bivalvia_Mytilida_Mytilidae_Musculus_,4
BHAK3582,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus californianus,Mollusca_Bivalvia_Mytilida_Mytilidae_Mytilus_Mytilus californianus,1
BHAK0751,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus trossulus,Mollusca_Bivalvia_Mytilida_Mytilidae_Mytilus_Mytilus trossulus,3
BHAK1392,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,,Mollusca_Bivalvia_Mytilida_Mytilidae_Mytilus_,7
BHAK-06751,Mollusca,Bivalvia,Mytilida,Mytilidae,Solamen,Solamen columbianum,Mollusca_Bivalvia_Mytilida_Mytilidae_Solamen_Solamen columbianum,1
BHAK-09153,Mollusca,Bivalvia,Mytilida,Mytilidae,,,Mollusca_Bivalvia_Mytilida_Mytilidae__,2
BHAK-06658,Mollusca,Bivalvia,Nuculida,Nuculidae,Acila,Acila castrensis,Mollusca_Bivalvia_Nuculida_Nuculidae_Acila_Acila castrensis,4
BHAK1480,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Pododesmus macrochisma,Mollusca_Bivalvia_Pectinida_Anomiidae_Pododesmus_Pododesmus macrochisma,4
BHAK0728,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,,Mollusca_Bivalvia_Pectinida_Anomiidae_Pododesmus_,1
BHAK-09026,Mollusca,Bivalvia,Pectinida,Anomiidae,,,Mollusca_Bivalvia_Pectinida_Anomiidae__,3
BHAK2079,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,Chlamys hastata,Mollusca_Bivalvia_Pectinida_Pectinidae_Chlamys_Chlamys hastata,6
BHAK-1570,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,,Mollusca_Bivalvia_Pectinida_Pectinidae_Chlamys_,3
BHAK2081,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,Crassadoma gigantea,Mollusca_Bivalvia_Pectinida_Pectinidae_Crassadoma_Crassadoma gigantea,4
BHAK-06530,Mollusca,Bivalvia,Pectinida,Pectinidae,,,Mollusca_Bivalvia_Pectinida_Pectinidae__,6
BHAK2864,Mollusca,Bivalvia,Venerida,Mactridae,Tresus,Tresus capax,Mollusca_Bivalvia_Venerida_Mactridae_Tresus_Tresus capax,1
BHAK0741,Mollusca,Bivalvia,Venerida,Mactridae,Tresus,,Mollusca_Bivalvia_Venerida_Mactridae_Tresus_,3
BHAK-06615,Mollusca,Bivalvia,Venerida,Veneridae,Compsomyax,Compsomyax subdiaphana,Mollusca_Bivalvia_Venerida_Veneridae_Compsomyax_Compsomyax subdiaphana,3
BHAK2095,Mollusca,Bivalvia,Venerida,Veneridae,Humilaria,Humilaria kennerleyi,Mollusca_Bivalvia_Venerida_Veneridae_Humilaria_Humilaria kennerleyi,3
BHAK1551,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Leukoma staminea,Mollusca_Bivalvia_Venerida_Veneridae_Leukoma_Leukoma staminea,8
BHAK1579,Mollusca,Bivalvia,Venerida,Veneridae,Nutricola,Nutricola tantilla,Mollusca_Bivalvia_Venerida_Veneridae_Nutricola_Nutricola tantilla,11
BHAK2623,Mollusca,Bivalvia,Venerida,Veneridae,Nutricola,,Mollusca_Bivalvia_Venerida_Veneridae_Nutricola_,9
BHAK1981,Mollusca,Bivalvia,Venerida,Veneridae,Protothaca,Protothaca staminea,Mollusca_Bivalvia_Venerida_Veneridae_Protothaca_Protothaca staminea,4
BHAK2589,Mollusca,Bivalvia,Venerida,Veneridae,Protothaca,,Mollusca_Bivalvia_Venerida_Veneridae_Protothaca_,1
BHAK0527,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Mollusca_Bivalvia_Venerida_Veneridae_Ruditapes_Ruditapes philippinarum,3
BHAK0739,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus gigantea,Mollusca_Bivalvia_Venerida_Veneridae_Saxidomus_Saxidomus gigantea,2
BHAK-0521,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus nuttalli,Mollusca_Bivalvia_Venerida_Veneridae_Saxidomus_Saxidomus nuttalli,1
BHAK2194,Mollusca,Bivalvia,Venerida,Veneridae,,,Mollusca_Bivalvia_Venerida_Veneridae__,1
BHAK-06660,Mollusca,Bivalvia,,Cuspidariidae,Cardiomya,Cardiomya pectinata,Mollusca_Bivalvia__Cuspidariidae_Cardiomya_Cardiomya pectinata,1
BHAK1313,Mollusca,Bivalvia,,Lyonsiidae,Entodesma,Entodesma saxicola,Mollusca_Bivalvia__Lyonsiidae_Entodesma_Entodesma saxicola,1
BHAK1847,Mollusca,Bivalvia,,Lyonsiidae,Entodesma,,Mollusca_Bivalvia__Lyonsiidae_Entodesma_,2
BHAK-06655,Mollusca,Bivalvia,,Lyonsiidae,Lyonsia,Lyonsia californica,Mollusca_Bivalvia__Lyonsiidae_Lyonsia_Lyonsia californica,2
BHAK2346,Mollusca,Bivalvia,,Lyonsiidae,Lyonsia,,Mollusca_Bivalvia__Lyonsiidae_Lyonsia_,2
BHAK2388,Mollusca,Bivalvia,,Lyonsiidae,Mytilimeria,Mytilimeria nuttalli,Mollusca_Bivalvia__Lyonsiidae_Mytilimeria_Mytilimeria nuttalli,1
BHAK2847,Mollusca,Bivalvia,,Lyonsiidae,,,Mollusca_Bivalvia__Lyonsiidae__,2
BHAK-06748,Mollusca,Bivalvia,,Pandoridae,Pandora,Pandora bilirata,Mollusca_Bivalvia__Pandoridae_Pandora_Pandora bilirata,1
BHAK-08828,Mollusca,Bivalvia,,,,,Mollusca_Bivalvia____,29
BHAK-09530,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,Doryteuthis opalescens,Mollusca_Cephalopoda_Myopsida_Loliginidae_Doryteuthis_Doryteuthis opalescens,4
BHAK-1478,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo,,Mollusca_Cephalopoda_Myopsida_Loliginidae_Loligo_,1
BHAK-2321,Mollusca,Cephalopoda,Octopoda,,,,Mollusca_Cephalopoda_Octopoda___,1
BHAK2985,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Aglaja,Aglaja ocelligera,Mollusca_Gastropoda_Cephalaspidea_Aglajidae_Aglaja_Aglaja ocelligera,3
BHAK-06723,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Cylichna,Cylichna alba,Mollusca_Gastropoda_Cephalaspidea_Cylichnidae_Cylichna_Cylichna alba,1
BHAK-06489,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea,Haminoea vesicula,Mollusca_Gastropoda_Cephalaspidea_Haminoeidae_Haminoea_Haminoea vesicula,1
BHAK0900,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea,,Mollusca_Gastropoda_Cephalaspidea_Haminoeidae_Haminoea_,7
BHAK1525,Mollusca,Gastropoda,Cephalaspidea,Tornatinidae,Acteocina,Acteocina culcitella,Mollusca_Gastropoda_Cephalaspidea_Tornatinidae_Acteocina_Acteocina culcitella,1
BHAK2978,Mollusca,Gastropoda,Gastropoda_order_incertae_sedis,Acteonidae,Rictaxis,Rictaxis punctocaelatus,Mollusca_Gastropoda_Gastropoda_order_incertae_sedis_Acteonidae_Rictaxis_Rictaxis punctocaelatus,3
BHAK2305,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,Diodora aspera,Mollusca_Gastropoda_Lepetellida_Fissurellidae_Diodora_Diodora aspera,5
BHAK-08807,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,,Mollusca_Gastropoda_Lepetellida_Fissurellidae_Diodora_,1
BHAK3231,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurellidea,Fissurellidea bimaculata,Mollusca_Gastropoda_Lepetellida_Fissurellidae_Fissurellidea_Fissurellidea bimaculata,2
BHAK-06724,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Puncturella,Puncturella galeata,Mollusca_Gastropoda_Lepetellida_Fissurellidae_Puncturella_Puncturella galeata,4
BHAK2670,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Puncturella,,Mollusca_Gastropoda_Lepetellida_Fissurellidae_Puncturella_,2
BHAK-3034,Mollusca,Gastropoda,Lepetellida,Fissurellidae,,,Mollusca_Gastropoda_Lepetellida_Fissurellidae__,4
BHAK-06471,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,Caecum crebricinctum,Mollusca_Gastropoda_Littorinimorpha_Caecidae_Caecum_Caecum crebricinctum,4
BHAK2076,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula adunca,Mollusca_Gastropoda_Littorinimorpha_Calyptraeidae_Crepidula_Crepidula adunca,2
BHAK2018,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula perforans,Mollusca_Gastropoda_Littorinimorpha_Calyptraeidae_Crepidula_Crepidula perforans,6
BHAK2967,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,,Mollusca_Gastropoda_Littorinimorpha_Calyptraeidae_Crepidula_,4
BHAK2011,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepipatella,Crepipatella dorsata,Mollusca_Gastropoda_Littorinimorpha_Calyptraeidae_Crepipatella_Crepipatella dorsata,2
BHAK-06461,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepipatella,Crepipatella lingulata,Mollusca_Gastropoda_Littorinimorpha_Calyptraeidae_Crepipatella_Crepipatella lingulata,1
BHAK1614,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Trichotropis,Trichotropis cancellata,Mollusca_Gastropoda_Littorinimorpha_Capulidae_Trichotropis_Trichotropis cancellata,5
BHAK-06513,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Trichotropis,Trichotropis insignis,Mollusca_Gastropoda_Littorinimorpha_Capulidae_Trichotropis_Trichotropis insignis,1
BHAK-08842,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Trichotropis,,Mollusca_Gastropoda_Littorinimorpha_Capulidae_Trichotropis_,3
BHAK2394,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Fusitriton,Fusitriton oregonensis,Mollusca_Gastropoda_Littorinimorpha_Cymatiidae_Fusitriton_Fusitriton oregonensis,2
BHAK-1958,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Amamibalcis,Amamibalcis comoxensis,Mollusca_Gastropoda_Littorinimorpha_Eulimidae_Amamibalcis_Amamibalcis comoxensis,2
BHAK-11907,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Balcis,,Mollusca_Gastropoda_Littorinimorpha_Eulimidae_Balcis_,1
BHAK-3214,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Melanella,Melanella columbiana,Mollusca_Gastropoda_Littorinimorpha_Eulimidae_Melanella_Melanella columbiana,1
BHAK-06480,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Melanella,Melanella micans,Mollusca_Gastropoda_Littorinimorpha_Eulimidae_Melanella_Melanella micans,1
BHAK1012,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Melanella,,Mollusca_Gastropoda_Littorinimorpha_Eulimidae_Melanella_,7
BHAK-06483,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Vitreolina,Vitreolina columbiana,Mollusca_Gastropoda_Littorinimorpha_Eulimidae_Vitreolina_Vitreolina columbiana,3
BHAK2369,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,,,Mollusca_Gastropoda_Littorinimorpha_Eulimidae__,3
BHAK-06621,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna marmorata,Mollusca_Gastropoda_Littorinimorpha_Littorinidae_Lacuna_Lacuna marmorata,2
BHAK-06619,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna porrecta,Mollusca_Gastropoda_Littorinimorpha_Littorinidae_Lacuna_Lacuna porrecta,3
BHAK-11584,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna variegata,Mollusca_Gastropoda_Littorinimorpha_Littorinidae_Lacuna_Lacuna variegata,6
BHAK2652,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna vincta,Mollusca_Gastropoda_Littorinimorpha_Littorinidae_Lacuna_Lacuna vincta,6
BHAK2694,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,,Mollusca_Gastropoda_Littorinimorpha_Littorinidae_Lacuna_,10
BHAK2991,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina plena,Mollusca_Gastropoda_Littorinimorpha_Littorinidae_Littorina_Littorina plena,3
BHAK2993,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina scutulata,Mollusca_Gastropoda_Littorinimorpha_Littorinidae_Littorina_Littorina scutulata,6
BHAK0757,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina sitkana,Mollusca_Gastropoda_Littorinimorpha_Littorinidae_Littorina_Littorina sitkana,4
BHAK0590,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,,Mollusca_Gastropoda_Littorinimorpha_Littorinidae_Littorina_,11
BHAK-11778,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,,Mollusca_Gastropoda_Littorinimorpha_Littorinidae__,1
BHAK0399,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Cryptonatica,,Mollusca_Gastropoda_Littorinimorpha_Naticidae_Cryptonatica_,1
BHAK2328,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,Neverita lewisii,Mollusca_Gastropoda_Littorinimorpha_Naticidae_Neverita_Neverita lewisii,4
BHAK-11922,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,Alvania compacta,Mollusca_Gastropoda_Littorinimorpha_Rissoidae_Alvania_Alvania compacta,6
BHAK-06607,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,,Mollusca_Gastropoda_Littorinimorpha_Rissoidae_Alvania_,1
BHAK-11702,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Onoba,,Mollusca_Gastropoda_Littorinimorpha_Rissoidae_Onoba_,1
BHAK-11732,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,,,Mollusca_Gastropoda_Littorinimorpha_Rissoidae__,3
BHAK-06469,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Lamellaria,Lamellaria diegoensis,Mollusca_Gastropoda_Littorinimorpha_Velutinidae_Lamellaria_Lamellaria diegoensis,1
BHAK2668,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Limneria,Limneria prolongata,Mollusca_Gastropoda_Littorinimorpha_Velutinidae_Limneria_Limneria prolongata,1
BHAK2599,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Marsenina,Marsenina stearnsii,Mollusca_Gastropoda_Littorinimorpha_Velutinidae_Marsenina_Marsenina stearnsii,2
BHAK0970,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutina,,Mollusca_Gastropoda_Littorinimorpha_Velutinidae_Velutina_,2
BHAK1460,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,,,Mollusca_Gastropoda_Littorinimorpha_Velutinidae__,22
BHAK2041,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Petaloconchus,Petaloconchus compactus,Mollusca_Gastropoda_Littorinimorpha_Vermetidae_Petaloconchus_Petaloconchus compactus,1
BHAK0397,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Lirabuccinum,Lirabuccinum dirum,Mollusca_Gastropoda_Neogastropoda_Buccinidae_Lirabuccinum_Lirabuccinum dirum,4
BHAK0398,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Searlesia,Searlesia dira,Mollusca_Gastropoda_Neogastropoda_Buccinidae_Searlesia_Searlesia dira,1
BHAK0412,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,,Mollusca_Gastropoda_Neogastropoda_Buccinidae__,9
BHAK-11960,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Alia,Alia carinata,Mollusca_Gastropoda_Neogastropoda_Columbellidae_Alia_Alia carinata,7
BHAK-09467,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Alia,,Mollusca_Gastropoda_Neogastropoda_Columbellidae_Alia_,2
BHAK0359,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Amphissa,Amphissa columbiana,Mollusca_Gastropoda_Neogastropoda_Columbellidae_Amphissa_Amphissa columbiana,5
BHAK-06465,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Amphissa,Amphissa versicolor,Mollusca_Gastropoda_Neogastropoda_Columbellidae_Amphissa_Amphissa versicolor,3
BHAK-06463,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Amphissa,,Mollusca_Gastropoda_Neogastropoda_Columbellidae_Amphissa_,10
BHAK-06725,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,Mitrella gausapata,Mollusca_Gastropoda_Neogastropoda_Columbellidae_Mitrella_Mitrella gausapata,4
BHAK-11908,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,Mitrella tuberosa,Mollusca_Gastropoda_Neogastropoda_Columbellidae_Mitrella_Mitrella tuberosa,1
BHAK0583,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,,Mollusca_Gastropoda_Neogastropoda_Columbellidae__,12
BHAK-1068,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Kurtziella,,Mollusca_Gastropoda_Neogastropoda_Mangeliidae_Kurtziella_,1
BHAK-06765,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Oenopota,Oenopota elegans,Mollusca_Gastropoda_Neogastropoda_Mangeliidae_Oenopota_Oenopota elegans,1
BHAK-11962,Mollusca,Gastropoda,Neogastropoda,Marginellidae,Granulina,Granulina margaritula,Mollusca_Gastropoda_Neogastropoda_Marginellidae_Granulina_Granulina margaritula,6
BHAK2700,Mollusca,Gastropoda,Neogastropoda,Marginellidae,Granulina,,Mollusca_Gastropoda_Neogastropoda_Marginellidae_Granulina_,3
BHAK1941,Mollusca,Gastropoda,Neogastropoda,Muricidae,Boreotrophon,Boreotrophon clathratus,Mollusca_Gastropoda_Neogastropoda_Muricidae_Boreotrophon_Boreotrophon clathratus,1
BHAK1437,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma,Ceratostoma foliatum,Mollusca_Gastropoda_Neogastropoda_Muricidae_Ceratostoma_Ceratostoma foliatum,6
BHAK-11984,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma,,Mollusca_Gastropoda_Neogastropoda_Muricidae_Ceratostoma_,1
BHAK0989,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,Nucella canaliculata,Mollusca_Gastropoda_Neogastropoda_Muricidae_Nucella_Nucella canaliculata,6
BHAK0991,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,Nucella lamellosa,Mollusca_Gastropoda_Neogastropoda_Muricidae_Nucella_Nucella lamellosa,10
BHAK0891,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,Nucella ostrina,Mollusca_Gastropoda_Neogastropoda_Muricidae_Nucella_Nucella ostrina,5
BHAK2697,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,,Mollusca_Gastropoda_Neogastropoda_Muricidae_Nucella_,2
BHAK1833,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebra,,Mollusca_Gastropoda_Neogastropoda_Muricidae_Ocenebra_,3
BHAK-07121,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocinebrina,Ocinebrina interfossa,Mollusca_Gastropoda_Neogastropoda_Muricidae_Ocinebrina_Ocinebrina interfossa,1
BHAK2064,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocinebrina,Ocinebrina lurida,Mollusca_Gastropoda_Neogastropoda_Muricidae_Ocinebrina_Ocinebrina lurida,2
BHAK-06766,Mollusca,Gastropoda,Neogastropoda,Muricidae,Scabrotrophon,Scabrotrophon maltzani,Mollusca_Gastropoda_Neogastropoda_Muricidae_Scabrotrophon_Scabrotrophon maltzani,2
BHAK2309,Mollusca,Gastropoda,Neogastropoda,Muricidae,,,Mollusca_Gastropoda_Neogastropoda_Muricidae__,1
BHAK-06648,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Nassarius mendicus,Mollusca_Gastropoda_Neogastropoda_Nassariidae_Nassarius_Nassarius mendicus,3
BHAK1943,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,,Mollusca_Gastropoda_Neogastropoda_Nassariidae_Nassarius_,3
BHAK0323,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella,Olivella baetica,Mollusca_Gastropoda_Neogastropoda_Olividae_Olivella_Olivella baetica,8
BHAK0357,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella,Olivella biplicata,Mollusca_Gastropoda_Neogastropoda_Olividae_Olivella_Olivella biplicata,3
BHAK3605,Mollusca,Gastropoda,Neogastropoda,Turridae,,,Mollusca_Gastropoda_Neogastropoda_Turridae__,3
BHAK1311,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,Aeolidia papillosa,Mollusca_Gastropoda_Nudibranchia_Aeolidiidae_Aeolidia_Aeolidia papillosa,4
BHAK-08861,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,,,Mollusca_Gastropoda_Nudibranchia_Aeolidiidae__,5
BHAK2974,Mollusca,Gastropoda,Nudibranchia,Arminidae,Armina,Armina californica,Mollusca_Gastropoda_Nudibranchia_Arminidae_Armina_Armina californica,4
BHAK2329,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,Cadlina luteomarginata,Mollusca_Gastropoda_Nudibranchia_Cadlinidae_Cadlina_Cadlina luteomarginata,3
BHAK0367,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina,,Mollusca_Gastropoda_Nudibranchia_Cadlinidae_Cadlina_,1
BHAK-06634,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Cuthona,Cuthona albocrusta,Mollusca_Gastropoda_Nudibranchia_Cuthonidae_Cuthona_Cuthona albocrusta,1
BHAK-06795,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Cuthona,,Mollusca_Gastropoda_Nudibranchia_Cuthonidae_Cuthona_,3
BHAK-11893,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Dendronotus frondosus,Mollusca_Gastropoda_Nudibranchia_Dendronotidae_Dendronotus_Dendronotus frondosus,11
BHAK-1415,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Dendronotus iris,Mollusca_Gastropoda_Nudibranchia_Dendronotidae_Dendronotus_Dendronotus iris,1
BHAK1304,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Dendronotus rufus,Mollusca_Gastropoda_Nudibranchia_Dendronotidae_Dendronotus_Dendronotus rufus,3
BHAK2678,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,,Mollusca_Gastropoda_Nudibranchia_Dendronotidae_Dendronotus_,16
BHAK-11822,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,,,Mollusca_Gastropoda_Nudibranchia_Dendronotidae__,1
BHAK194,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,Dirona albolineata,Mollusca_Gastropoda_Nudibranchia_Dironidae_Dirona_Dirona albolineata,3
BHAK2853,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,Dirona pellucida,Mollusca_Gastropoda_Nudibranchia_Dironidae_Dirona_Dirona pellucida,2
BHAK0516,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,Diaulula sandiegensis,Mollusca_Gastropoda_Nudibranchia_Discodorididae_Diaulula_Diaulula sandiegensis,3
BHAK2981,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Peltodoris,Peltodoris nobilis,Mollusca_Gastropoda_Nudibranchia_Discodorididae_Peltodoris_Peltodoris nobilis,2
BHAK-09382,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Peltodoris,,Mollusca_Gastropoda_Nudibranchia_Discodorididae_Peltodoris_,1
BHAK0388,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Rostanga,Rostanga pulchra,Mollusca_Gastropoda_Nudibranchia_Discodorididae_Rostanga_Rostanga pulchra,2
BHAK-08788,Mollusca,Gastropoda,Nudibranchia,Dorididae,Aldisa,Aldisa albomarginata,Mollusca_Gastropoda_Nudibranchia_Dorididae_Aldisa_Aldisa albomarginata,1
BHAK0515,Mollusca,Gastropoda,Nudibranchia,Dorididae,Aldisa,Aldisa tara,Mollusca_Gastropoda_Nudibranchia_Dorididae_Aldisa_Aldisa tara,2
BHAK2006,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris,Doris montereyensis,Mollusca_Gastropoda_Nudibranchia_Dorididae_Doris_Doris montereyensis,4
BHAK-1461,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris,Doris odhneri,Mollusca_Gastropoda_Nudibranchia_Dorididae_Doris_Doris odhneri,1
BHAK-2353,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,Doto columbiana,Mollusca_Gastropoda_Nudibranchia_Dotidae_Doto_Doto columbiana,1
BHAK3166,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,,Mollusca_Gastropoda_Nudibranchia_Dotidae_Doto_,2
BHAK-3219,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,Eubranchus rustyus,Mollusca_Gastropoda_Nudibranchia_Eubranchidae_Eubranchus_Eubranchus rustyus,2
BHAK-06905,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Leostyletus,Leostyletus misakiensis,Mollusca_Gastropoda_Nudibranchia_Eubranchidae_Leostyletus_Leostyletus misakiensis,1
BHAK0201,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Hermissenda,Hermissenda crassicornis,Mollusca_Gastropoda_Nudibranchia_Facelinidae_Hermissenda_Hermissenda crassicornis,8
BHAK-10282,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Hermissenda,,Mollusca_Gastropoda_Nudibranchia_Facelinidae_Hermissenda_,2
BHAK-06472,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Coryphella,Coryphella verrucosa,Mollusca_Gastropoda_Nudibranchia_Flabellinidae_Coryphella_Coryphella verrucosa,1
BHAK2594,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,Flabellina trilineata,Mollusca_Gastropoda_Nudibranchia_Flabellinidae_Flabellina_Flabellina trilineata,1
BHAK2859,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,Flabellina verrucosa,Mollusca_Gastropoda_Nudibranchia_Flabellinidae_Flabellina_Flabellina verrucosa,6
BHAK2871,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,,Mollusca_Gastropoda_Nudibranchia_Flabellinidae_Flabellina_,10
